,ts_code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma30,ma5,ma30_rank,ma30_rank_standard,ma5_rank,ma5_rank_standard
4193,000002.SZ,20030402,0.7214,0.725,0.7171,0.7208,0.7214,-0.0006,-0.0832,24396.66,28949.9896,0.6697333333333332,0.7149399999999984,5.0,1.0,5.0,1.0
4192,000002.SZ,20030403,0.7208,0.7238,0.7147,0.7165,0.7208,-0.0042999999999999,-0.5966,27079.33,31949.8189,0.6731566666666665,0.7156599999999983,5.0,1.0,5.0,1.0
4191,000002.SZ,20030404,0.7165,0.7323,0.7159,0.7281,0.7165,0.0115999999999999,1.619,37949.11,45430.7337,0.6772899999999998,0.7208999999999983,5.0,1.0,5.0,1.0
4190,000002.SZ,20030407,0.7293,0.7317,0.7214,0.7238,0.7281,-0.0042999999999999,-0.5906,36392.82,43418.3413,0.6812199999999999,0.7221199999999982,5.0,1.0,5.0,1.0
4189,000002.SZ,20030408,0.7226,0.7226,0.7135,0.7159,0.7238,-0.0079,-1.0915,45486.05,53579.8433,0.6844199999999999,0.7210199999999982,5.0,1.0,4.0,0.5
4188,000002.SZ,20030409,0.7141,0.7281,0.708,0.7275,0.7159,0.0116,1.6203,48381.92,56967.4143,0.6880466666666666,0.7223599999999981,5.0,1.0,5.0,1.0
4187,000002.SZ,20030410,0.7275,0.7858,0.7275,0.7657,0.7275,0.0382,5.2509,184370.2,230323.9473,0.6926033333333331,0.7321999999999982,5.0,1.0,5.0,1.0
4186,000002.SZ,20030411,0.7645,0.7834,0.7627,0.7755,0.7657,0.0097999999999999,1.2799,84096.86,107226.4663,0.6975266666666665,0.7416799999999981,5.0,1.0,5.0,1.0
4185,000002.SZ,20030414,0.7767,0.8144,0.7767,0.8113,0.7755,0.0358,4.6164,152855.19,200341.9743,0.7029566666666666,0.7591799999999982,5.0,1.0,5.0,1.0
4184,000002.SZ,20030415,0.8119,0.8739,0.7992,0.8514,0.8113,0.0401,4.9427,227826.75,315628.1251,0.7091533333333332,0.7862799999999981,5.0,1.0,5.0,1.0
4183,000002.SZ,20030416,0.8514,0.8678,0.8332,0.8387,0.8514,-0.0127,-1.4917,200160.08,280695.5596,0.7150099999999998,0.8085199999999981,5.0,1.0,5.0,1.0
4182,000002.SZ,20030417,0.8387,0.8545,0.8277,0.849,0.8387,0.0102999999999999,1.2281,121664.93,167978.585,0.7213299999999998,0.8251799999999981,5.0,1.0,5.0,1.0
4181,000002.SZ,20030418,0.8466,0.8624,0.8265,0.8441,0.849,-0.0049,-0.5771,165074.07,228514.5641,0.7273866666666664,0.8388999999999982,5.0,1.0,5.0,1.0
4180,000002.SZ,20030421,0.8381,0.8381,0.79,0.804,0.8441,-0.0400999999999999,-4.7506,195165.61,260964.4978,0.7325099999999997,0.8374399999999982,5.0,1.0,4.0,0.5
4179,000002.SZ,20030423,0.8052,0.8326,0.7937,0.8004,0.804,-0.0036,-0.4478,152052.68,202710.6647,0.7374133333333329,0.8272399999999982,5.0,1.0,3.0,0.0
4178,000002.SZ,20030424,0.7986,0.7986,0.7433,0.7578,0.8004,-0.0425999999999999,-5.3223,146228.47,184815.9488,0.7403899999999995,0.811059999999998,5.0,1.0,1.0,-1.0
4177,000002.SZ,20030425,0.7536,0.7657,0.7366,0.742,0.7578,-0.0158,-2.085,60058.66,74462.5704,0.743063333333333,0.789659999999998,5.0,1.0,1.0,-1.0
4176,000002.SZ,20030428,0.7299,0.8089,0.7177,0.8022,0.742,0.0602,8.1132,116301.49,146415.3559,0.7468933333333329,0.781279999999998,5.0,1.0,1.0,-1.0
4175,000002.SZ,20030429,0.79,0.7925,0.7645,0.7663,0.8022,-0.0359,-4.4752,89159.68,114187.7874,0.7497699999999996,0.773739999999998,5.0,1.0,1.0,-1.0
4174,000002.SZ,20030430,0.7718,0.7961,0.7688,0.7803,0.7663,0.014,1.827,59038.82,75990.3092,0.7528699999999996,0.769719999999998,5.0,1.0,1.0,-1.0
4173,000002.SZ,20030512,0.7852,0.7992,0.7688,0.7931,0.7803,0.0128,1.6404,58297.03,75536.1573,0.7560299999999995,0.776779999999998,5.0,1.0,3.0,0.0
4172,000002.SZ,20030513,0.7998,0.8302,0.7888,0.7955,0.7931,0.0023999999999999,0.3026,165715.22,220262.2941,0.7594933333333329,0.787479999999998,5.0,1.0,5.0,1.0
4171,000002.SZ,20030514,0.7931,0.8089,0.7815,0.8071,0.7955,0.0116,1.4582,66258.64,87145.1682,0.7632633333333328,0.788459999999998,5.0,1.0,5.0,1.0
4170,000002.SZ,20030515,0.8052,0.8387,0.8022,0.8344,0.8071,0.0272999999999999,3.3825,147395.4,199919.7036,0.7673766666666662,0.802079999999998,5.0,1.0,5.0,1.0
4169,000002.SZ,20030516,0.8295,0.8496,0.8277,0.8435,0.8344,0.0090999999999999,1.0906,148698.59,206328.978,0.7718933333333329,0.814719999999998,5.0,1.0,5.0,1.0
4168,000002.SZ,20030519,0.8466,0.8569,0.8429,0.8447,0.8435,0.0011999999999999,0.1423,93464.55,130630.7276,0.7764499999999995,0.8250399999999981,5.0,1.0,5.0,1.0
4167,000002.SZ,20030520,0.8435,0.8447,0.821,0.8362,0.8447,-0.0084999999999999,-1.0063,79446.21,108816.2683,0.7805599999999996,0.8331799999999981,5.0,1.0,5.0,1.0
4166,000002.SZ,20030521,0.8362,0.8441,0.8302,0.8338,0.8362,-0.0024,-0.287,64210.49,88516.2636,0.7849566666666663,0.8385199999999982,5.0,1.0,5.0,1.0
4165,000002.SZ,20030522,0.8332,0.8441,0.8314,0.8393,0.8338,0.0055,0.6596,111284.72,153610.0755,0.7890099999999997,0.8394999999999981,5.0,1.0,5.0,1.0
4164,000002.SZ,20030523,0.8565,0.8565,0.8343,0.8368,0.8392,-0.0023999999999999,-0.286,236495.53,161908.1692,0.7928566666666664,0.8381599999999981,5.0,1.0,3.0,0.0
4163,000002.SZ,20030526,0.8368,0.8503,0.8318,0.8355,0.8368,-0.0012999999999999,-0.1554,162736.93,111015.8585,0.7966799999999997,0.8363199999999982,5.0,1.0,2.0,-0.5
4162,000002.SZ,20030527,0.838,0.8417,0.8146,0.8355,0.8355,0.0,0.0,163568.19,109793.5973,0.8006466666666664,0.8361799999999981,5.0,1.0,1.0,-1.0
4161,000002.SZ,20030528,0.8355,0.8479,0.8195,0.8244,0.8355,-0.0110999999999999,-1.3285,139196.74,94092.8312,0.8038566666666663,0.834299999999998,5.0,1.0,1.0,-1.0
4160,000002.SZ,20030529,0.822,0.8318,0.8134,0.8306,0.8244,0.0061999999999999,0.7521,104975.28,70031.4858,0.8074166666666663,0.832559999999998,5.0,1.0,1.0,-1.0
4159,000002.SZ,20030530,0.8306,0.9021,0.822,0.8787,0.8306,0.0481,5.791,583397.26,414662.27,0.8128433333333329,0.840939999999998,5.0,1.0,5.0,1.0
4158,000002.SZ,20030602,0.875,0.9045,0.8602,0.8935,0.8787,0.0147999999999999,1.6843,387577.28,279187.9128,0.8183766666666662,0.852539999999998,5.0,1.0,5.0,1.0
4157,000002.SZ,20030603,0.8935,0.9008,0.8725,0.875,0.8935,-0.0184999999999999,-2.0705,230583.76,165318.2518,0.8220199999999996,0.8604399999999981,5.0,1.0,5.0,1.0
4156,000002.SZ,20030604,0.8725,0.8787,0.8516,0.8737,0.875,-0.0012999999999999,-0.1486,201280.04,141493.8719,0.8252933333333329,0.8702999999999982,5.0,1.0,5.0,1.0
4155,000002.SZ,20030605,0.8737,0.875,0.8553,0.8577,0.8737,-0.016,-1.8313,112061.1,78473.082,0.8268399999999996,0.8757199999999982,5.0,1.0,5.0,1.0
4154,000002.SZ,20030606,0.8516,0.8553,0.8355,0.8355,0.8577,-0.0221999999999999,-2.5883,125450.81,85713.8156,0.8263099999999995,0.8670799999999981,4.0,0.5,3.0,0.0
4153,000002.SZ,20030609,0.8355,0.8392,0.8232,0.8232,0.8355,-0.0122999999999999,-1.4722,86689.52,58353.9738,0.8257933333333329,0.8530199999999981,3.0,0.0,1.0,-1.0
4152,000002.SZ,20030610,0.8232,0.8392,0.8232,0.8294,0.8232,0.0061999999999999,0.7532,57272.85,38607.1742,0.8251399999999995,0.8438999999999981,1.0,-1.0,1.0,-1.0
4151,000002.SZ,20030611,0.8331,0.8429,0.8281,0.8392,0.8294,0.0097999999999999,1.1816,83138.46,56389.1373,0.8249766666666661,0.836999999999998,1.0,-1.0,1.0,-1.0
4150,000002.SZ,20030612,0.8392,0.8417,0.8244,0.8306,0.8392,-0.0085999999999999,-1.0248,63248.32,42563.4032,0.8258633333333328,0.831579999999998,4.0,0.5,1.0,-1.0
4149,000002.SZ,20030613,0.8331,0.8553,0.8318,0.8405,0.8306,0.0099,1.1919,63577.9,43461.5614,0.8271999999999995,0.832579999999998,5.0,1.0,2.0,-0.5
4148,000002.SZ,20030616,0.8368,0.8417,0.8244,0.8281,0.8405,-0.0124,-1.4753,72404.4,48687.073,0.8295433333333329,0.833559999999998,5.0,1.0,3.0,0.0
4147,000002.SZ,20030617,0.8257,0.8294,0.8146,0.822,0.8281,-0.0060999999999999,-0.7366,79676.93,52993.6041,0.8322099999999995,0.8320799999999979,5.0,1.0,2.0,-0.5
4146,000002.SZ,20030618,0.8158,0.8257,0.8134,0.8146,0.822,-0.0073999999999999,-0.9002,64281.07,42632.1538,0.8326233333333327,0.8271599999999978,5.0,1.0,1.0,-1.0
4145,000002.SZ,20030619,0.8146,0.8183,0.7875,0.7961,0.8146,-0.0184999999999999,-2.2711,122295.59,79305.8943,0.833616666666666,0.8202599999999979,5.0,1.0,1.0,-1.0
4144,000002.SZ,20030620,0.7961,0.8035,0.7825,0.7899,0.7961,-0.0061999999999999,-0.7788,54810.43,35219.4215,0.833936666666666,0.8101399999999979,5.0,1.0,1.0,-1.0
4143,000002.SZ,20030623,0.7887,0.7887,0.7628,0.7628,0.7899,-0.0271,-3.4308,95006.15,59184.9177,0.8329266666666659,0.7970799999999978,3.0,0.0,1.0,-1.0
4142,000002.SZ,20030624,0.7616,0.7727,0.7591,0.769,0.7628,0.0061999999999999,0.8128,38645.71,24032.1254,0.8320433333333326,0.7864799999999978,1.0,-1.0,1.0,-1.0
4141,000002.SZ,20030625,0.769,0.7715,0.7456,0.748,0.769,-0.021,-2.7308,59286.98,36418.0705,0.8300733333333327,0.7731599999999978,1.0,-1.0,1.0,-1.0
4140,000002.SZ,20030626,0.7456,0.7505,0.7148,0.7394,0.748,-0.0086,-1.1497,187878.81,111238.3337,0.826906666666666,0.7618199999999978,1.0,-1.0,1.0,-1.0
4139,000002.SZ,20030627,0.7345,0.7394,0.7185,0.7185,0.7394,-0.0208999999999999,-2.8266,62711.76,37056.7481,0.8227399999999994,0.7475399999999979,1.0,-1.0,1.0,-1.0
4138,000002.SZ,20030630,0.7024,0.732,0.7024,0.7172,0.7185,-0.0013,-0.1809,59583.38,34417.9419,0.8184899999999993,0.7384199999999979,1.0,-1.0,1.0,-1.0
4137,000002.SZ,20030701,0.7111,0.7296,0.7086,0.7172,0.7172,0.0,0.0,41339.6,24200.8178,0.8145233333333325,0.7280599999999978,1.0,-1.0,1.0,-1.0
4136,000002.SZ,20030702,0.7148,0.7271,0.7074,0.7259,0.7172,0.0087,1.2131,46209.19,26924.8254,0.8109266666666658,0.7236399999999978,1.0,-1.0,1.0,-1.0
4135,000002.SZ,20030703,0.7271,0.7456,0.7246,0.7443,0.7259,0.0183999999999999,2.5348,71412.61,42646.2954,0.807759999999999,0.7246199999999978,1.0,-1.0,2.0,-0.5
4134,000002.SZ,20030704,0.7443,0.7505,0.7369,0.7394,0.7443,-0.0049,-0.6583,59785.26,36083.8695,0.8045133333333324,0.7287999999999978,1.0,-1.0,4.0,0.5
4133,000002.SZ,20030707,0.7394,0.7628,0.7394,0.7567,0.7394,0.0173,2.3397,67993.68,41700.0797,0.8018866666666657,0.7366999999999978,1.0,-1.0,5.0,1.0
4132,000002.SZ,20030708,0.7579,0.7702,0.7567,0.7653,0.7567,0.0085999999999999,1.1365,54041.31,33536.2264,0.7995466666666657,0.7463199999999978,1.0,-1.0,5.0,1.0
4131,000002.SZ,20030709,0.7665,0.7702,0.7517,0.7567,0.7653,-0.0085999999999999,-1.1237,52669.41,32398.7622,0.7972899999999989,0.7524799999999977,1.0,-1.0,5.0,1.0
4130,000002.SZ,20030710,0.7554,0.7702,0.7394,0.7641,0.7567,0.0073999999999999,0.9779,81824.03,50266.282,0.7950733333333323,0.7564399999999977,1.0,-1.0,5.0,1.0
4129,000002.SZ,20030711,0.7653,0.7702,0.7616,0.7653,0.7641,0.0011999999999999,0.157,37389.38,23197.1316,0.7912933333333323,0.7616199999999977,1.0,-1.0,5.0,1.0
4128,000002.SZ,20030714,0.7653,0.7764,0.7517,0.7715,0.7653,0.0061999999999999,0.8101,53849.09,33440.8835,0.7872266666666656,0.7645799999999977,1.0,-1.0,5.0,1.0
4127,000002.SZ,20030715,0.7715,0.7801,0.7653,0.7764,0.7715,0.0049,0.6351,67078.79,42126.7304,0.783939999999999,0.7667999999999978,1.0,-1.0,5.0,1.0
4126,000002.SZ,20030716,0.7764,0.7862,0.7764,0.785,0.7764,0.0086,1.1077,85619.87,54228.2394,0.7809833333333323,0.7724599999999978,1.0,-1.0,5.0,1.0
4125,000002.SZ,20030717,0.7862,0.8109,0.7776,0.8035,0.785,0.0184999999999999,2.3567,125440.64,81401.9669,0.7791766666666656,0.7803399999999978,1.0,-1.0,5.0,1.0
4124,000002.SZ,20030718,0.7961,0.8109,0.769,0.7702,0.8035,-0.0332999999999999,-4.1444,141706.73,91223.5678,0.7769999999999989,0.7813199999999979,1.0,-1.0,5.0,1.0
4123,000002.SZ,20030721,0.7641,0.7801,0.7628,0.7739,0.7702,0.0037,0.4804,67532.09,42210.0917,0.7753566666666656,0.7817999999999978,1.0,-1.0,5.0,1.0
4122,000002.SZ,20030722,0.7764,0.7973,0.7591,0.7751,0.7739,0.0011999999999999,0.1551,45685.97,28647.7329,0.7735466666666656,0.7815399999999979,1.0,-1.0,4.0,0.5
4121,000002.SZ,20030723,0.7739,0.7801,0.769,0.7751,0.7751,0.0,0.0,32330.33,20293.4767,0.7714099999999989,0.7795599999999979,1.0,-1.0,1.0,-1.0
4120,000002.SZ,20030724,0.7764,0.7788,0.769,0.769,0.7751,-0.0060999999999999,-0.787,21205.43,13291.2963,0.7693566666666655,0.7726599999999979,1.0,-1.0,1.0,-1.0
4119,000002.SZ,20030725,0.769,0.7764,0.7554,0.7591,0.769,-0.0099,-1.2874,53007.29,32800.9552,0.7666433333333322,0.7704399999999979,1.0,-1.0,1.0,-1.0
4118,000002.SZ,20030728,0.7591,0.7591,0.7517,0.7554,0.7591,-0.0037,-0.4874,25285.19,15492.426,0.7642199999999989,0.766739999999998,1.0,-1.0,1.0,-1.0
4117,000002.SZ,20030729,0.7641,0.7751,0.7567,0.7751,0.7554,0.0197,2.6079,29244.49,18173.9703,0.7626566666666655,0.766739999999998,1.0,-1.0,1.5,-0.75
4116,000002.SZ,20030730,0.7764,0.7887,0.7751,0.7875,0.7751,0.0123999999999999,1.5998,50626.66,32168.7463,0.7617533333333324,0.7692199999999979,1.0,-1.0,3.0,0.0
4115,000002.SZ,20030731,0.7949,0.7949,0.7838,0.785,0.7875,-0.0024999999999999,-0.3175,35517.97,22736.4621,0.7613833333333324,0.7724199999999979,1.0,-1.0,5.0,1.0
4114,000002.SZ,20030801,0.7862,0.7912,0.7764,0.7875,0.785,0.0024999999999999,0.3185,40992.77,26040.7825,0.7613033333333324,0.7780999999999979,1.0,-1.0,5.0,1.0
4113,000002.SZ,20030804,0.7862,0.8084,0.785,0.8072,0.7875,0.0197,2.5016,83193.8,54061.6574,0.7627833333333326,0.7884599999999979,5.0,1.0,5.0,1.0
4112,000002.SZ,20030805,0.8072,0.8195,0.801,0.8158,0.8072,0.0085999999999999,1.0654,93752.21,61815.6408,0.7643433333333326,0.7965999999999979,5.0,1.0,5.0,1.0
4111,000002.SZ,20030806,0.8158,0.8158,0.8047,0.8084,0.8158,-0.0073999999999999,-0.9071,56042.45,36856.8284,0.7663566666666658,0.8007799999999978,5.0,1.0,5.0,1.0
4110,000002.SZ,20030807,0.8097,0.8195,0.8072,0.8121,0.8084,0.0037,0.4577,42349.22,27978.1781,0.7687799999999992,0.8061999999999978,5.0,1.0,5.0,1.0
4109,000002.SZ,20030808,0.8072,0.8121,0.7949,0.7998,0.8121,-0.0123,-1.5146,47756.6,31078.2278,0.7714899999999993,0.8086599999999977,5.0,1.0,5.0,1.0
4108,000002.SZ,20030811,0.7986,0.8023,0.7899,0.801,0.7998,0.0012,0.15,23683.69,15287.0284,0.7742833333333327,0.8074199999999978,5.0,1.0,4.0,0.5
4107,000002.SZ,20030812,0.801,0.8047,0.7961,0.801,0.801,0.0,0.0,24405.97,15868.9247,0.777076666666666,0.8044599999999977,5.0,1.0,2.0,-0.5
4106,000002.SZ,20030813,0.7998,0.8146,0.7998,0.801,0.801,0.0,0.0,24550.51,16049.3605,0.7795799999999993,0.8029799999999978,5.0,1.0,1.0,-1.0
4105,000002.SZ,20030814,0.7998,0.8072,0.7961,0.7986,0.801,-0.0024,-0.2996,39898.33,25951.0381,0.7813899999999994,0.8002799999999979,5.0,1.0,1.0,-1.0
4104,000002.SZ,20030815,0.7973,0.8047,0.7949,0.801,0.7986,0.0024,0.3005,20410.21,13236.1725,0.7834433333333326,0.8005199999999979,5.0,1.0,2.0,-0.5
4103,000002.SZ,20030818,0.8035,0.8121,0.7998,0.8072,0.801,0.0061999999999999,0.774,28646.14,18765.3653,0.7851266666666661,0.8017599999999978,5.0,1.0,3.0,0.0
4102,000002.SZ,20030819,0.8097,0.8355,0.8097,0.8244,0.8072,0.0171999999999999,2.1308,99079.6,66370.5287,0.7870966666666661,0.8064399999999978,5.0,1.0,5.0,1.0
4101,000002.SZ,20030820,0.8244,0.8281,0.8158,0.8232,0.8244,-0.0011999999999999,-0.1456,47695.86,31830.1192,0.7893133333333328,0.8108799999999977,5.0,1.0,5.0,1.0
4100,000002.SZ,20030821,0.822,0.8257,0.8134,0.8146,0.8232,-0.0086,-1.0447,24572.05,16334.5909,0.7909966666666661,0.8140799999999977,5.0,1.0,5.0,1.0
4099,000002.SZ,20030822,0.8146,0.8232,0.8121,0.8183,0.8146,0.0037,0.4542,24327.1,16140.9077,0.7927633333333328,0.8175399999999977,5.0,1.0,5.0,1.0
4098,000002.SZ,20030825,0.8134,0.8158,0.7986,0.7998,0.8183,-0.0185,-2.2608,41441.89,27047.8585,0.7937066666666662,0.8160599999999978,5.0,1.0,4.0,0.5
4097,000002.SZ,20030826,0.7998,0.8072,0.7936,0.7986,0.7998,-0.0011999999999999,-0.15,30029.33,19477.2464,0.7944466666666662,0.8108999999999977,5.0,1.0,2.0,-0.5
4096,000002.SZ,20030827,0.7986,0.8035,0.7825,0.785,0.7986,-0.0135999999999999,-1.703,21138.92,13603.5405,0.7944466666666662,0.8032599999999978,4.5,0.75,1.0,-1.0
4095,000002.SZ,20030828,0.785,0.7961,0.7764,0.7825,0.785,-0.0025,-0.3185,32988.62,21076.7884,0.7937466666666662,0.7968399999999978,3.0,0.0,1.0,-1.0
4094,000002.SZ,20030829,0.7825,0.7998,0.7776,0.7961,0.7825,0.0136,1.738,24280.65,15524.4828,0.7946099999999995,0.7923999999999978,5.0,1.0,1.0,-1.0
4093,000002.SZ,20030901,0.7949,0.8195,0.7924,0.8134,0.7961,0.0172999999999999,2.1731,39722.91,26074.5568,0.7959266666666662,0.7951199999999978,5.0,1.0,2.0,-0.5
4092,000002.SZ,20030902,0.8134,0.8257,0.8109,0.8134,0.8134,0.0,0.0,36074.05,23921.486,0.7972033333333329,0.7980799999999979,5.0,1.0,4.0,0.5
4091,000002.SZ,20030903,0.8134,0.8134,0.7887,0.7912,0.8134,-0.0221999999999999,-2.7293,62735.59,40686.3369,0.7977399999999997,0.7993199999999978,5.0,1.0,5.0,1.0
4090,000002.SZ,20030904,0.7887,0.8047,0.7739,0.7788,0.7912,-0.0123999999999999,-1.5672,158056.65,100622.2053,0.7980666666666665,0.7985799999999978,5.0,1.0,4.0,0.5
4089,000002.SZ,20030905,0.7764,0.7862,0.7739,0.7813,0.7788,0.0024999999999999,0.321,62916.34,39656.7826,0.7988066666666664,0.7956199999999979,5.0,1.0,2.0,-0.5
