,ts_code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,600089.SH,20210202,13.04,13.2,12.46,12.73,12.88,-0.15000000000000036,-1.1646,1671205.6,2146891.94
1,600089.SH,20210201,12.52,12.96,12.19,12.88,12.75,0.13000000000000078,1.0196,1767948.64,2229737.033
2,600089.SH,20210129,13.37,13.37,12.21,12.75,13.15,-0.40000000000000036,-3.0418,2240001.27,2842143.901
3,600089.SH,20210128,13.55,13.98,12.94,13.15,14.16,-1.0099999999999998,-7.1328,2864302.06,3845424.075
4,600089.SH,20210127,13.45,14.38,12.74,14.16,13.34,0.8200000000000003,6.1469,3262526.79,4366029.049
5,600089.SH,20210126,13.01,13.73,12.85,13.34,13.0,0.33999999999999986,2.6154,2845455.86,3793862.002
6,600089.SH,20210125,12.77,13.98,12.5,13.0,12.96,0.03999999999999915,0.3086,3875486.57,5101016.331
7,600089.SH,20210122,12.15,13.06,12.09,12.96,11.87,1.0900000000000016,9.1828,4640422.98,5939464.749
8,600089.SH,20210121,11.14,12.1,10.9,11.87,11.0,0.8699999999999992,7.9091,3242389.81,3803295.261
9,600089.SH,20210120,10.88,11.11,10.7,11.0,10.87,0.13000000000000078,1.196,1120931.49,1226217.572
10,600089.SH,20210119,11.17,11.26,10.84,10.87,11.28,-0.41000000000000014,-3.6348,1510327.84,1667189.913
11,600089.SH,20210118,10.51,11.48,10.3,11.28,10.46,0.8199999999999985,7.8394,2372541.52,2590150.974
12,600089.SH,20210115,10.6,10.75,10.16,10.46,10.9,-0.4399999999999995,-4.0367,1391752.43,1450915.257
13,600089.SH,20210114,11.11,11.19,10.46,10.9,10.69,0.21000000000000085,1.9645,2193453.97,2372994.962
14,600089.SH,20210113,10.16,10.74,10.11,10.69,10.18,0.5099999999999998,5.0098,2011557.92,2102028.421
15,600089.SH,20210112,9.77,10.25,9.77,10.18,9.8,0.379999999999999,3.8776,1205836.91,1217780.627
16,600089.SH,20210111,10.15,10.15,9.8,9.8,10.25,-0.4499999999999993,-4.3902,1318089.7,1311624.2
17,600089.SH,20210108,10.65,10.7,10.05,10.25,10.55,-0.3000000000000007,-2.8436,1406530.47,1441379.594
18,600089.SH,20210107,10.36,10.77,10.23,10.55,10.28,0.27000000000000135,2.6265,1805612.32,1892645.849
19,600089.SH,20210106,10.46,10.47,9.98,10.28,10.48,-0.20000000000000107,-1.9084,1449378.34,1479952.193
20,600089.SH,20210105,10.54,10.64,10.33,10.48,10.7,-0.21999999999999886,-2.0561,1702323.05,1785870.246
21,600089.SH,20210104,10.29,10.97,10.25,10.7,10.15,0.5499999999999989,5.4187,2183821.4,2302755.927
22,600089.SH,20201231,10.05,10.46,10.02,10.15,9.86,0.2900000000000009,2.9412,1572218.61,1610196.012
23,600089.SH,20201230,9.83,10.24,9.78,9.86,9.77,0.08999999999999986,0.9212,1672041.84,1669020.901
24,600089.SH,20201229,10.48,10.5,9.73,9.77,10.66,-0.8900000000000006,-8.349,2239299.99,2244084.884
25,600089.SH,20201228,10.8,10.88,10.45,10.66,10.62,0.040000000000000924,0.3766,2593759.6,2767047.955
26,600089.SH,20201225,9.65,10.62,9.58,10.62,9.65,0.9699999999999989,10.0518,2787247.78,2837927.202
27,600089.SH,20201224,9.79,9.92,9.43,9.65,9.81,-0.16000000000000014,-1.631,1694675.2,1637221.599
28,600089.SH,20201223,9.55,10.05,9.48,9.81,9.48,0.33000000000000007,3.481,2861672.88,2808470.232
