,date,lable,text,close,xclose
2542,20091202,1.3712573543302582,1.2000828248805944,21.7341,18.1105
2541,20091203,1.4034269307557685,1.1552715088922354,22.1707,19.1909
2540,20091204,1.403209686387324,1.1258181366796065,19.9531,17.7232
2539,20091207,1.3707350314407787,1.1062952887930022,18.8703,17.0572
2538,20091208,1.3172950889879227,1.0914792940684075,18.7765,17.2028
2537,20091209,1.240001900267621,1.1124249087849043,18.1105,16.2802
2536,20091210,1.1712782803056387,1.1653661409911522,19.1909,16.4677
2535,20091211,1.117517549505659,1.0986226305153666,17.7232,16.1322
2534,20091214,1.0764024903676104,1.088803778884208,17.0572,15.666
2533,20091215,1.0422706040083554,1.164278704612365,17.2028,14.7755
2532,20091216,1.0088057083252944,1.091810182949729,16.2802,14.9112
2531,20091217,0.9670195601219457,1.07991291289322,16.4677,15.2491
2530,20091218,0.940062335306964,1.099530394836388,16.1322,14.6719
2529,20091221,0.9203534542568325,1.0411446876100725,15.666,15.0469
2528,20091222,0.8941995162153528,0.9897511471346753,14.7755,14.9285
2527,20091223,0.8798676461334377,0.9950617943037129,14.9112,14.9852
2526,20091224,0.8662638687565192,1.0027552738176653,15.2491,15.2072
2525,20091225,0.8537726713735087,0.9880400013468467,14.6719,14.8495
2524,20091228,0.8538094395312281,1.0573771643804812,15.0469,14.2304
2523,20091229,0.867539433228429,1.0638062865653348,14.9285,14.0331
2522,20091230,0.8857283445939548,1.135724246650094,14.9852,13.1944
2521,20100104,0.903844464217295,1.1355690464989507,15.2072,13.3917
2520,20100105,0.9201683519752222,1.0977349675473485,14.8495,13.5274
2519,20100106,0.9232899876999685,1.086033076142287,14.2304,13.1031
2518,20100107,0.9258093604681998,0.9736486064567158,14.0331,14.4129
2517,20100108,0.9174328286024094,0.8725935625524935,13.1944,15.1209
2516,20100111,0.9110877345027298,0.8936617462563062,13.3917,14.9852
2515,20100112,0.9062314762261183,0.9352008683208085,13.5274,14.4647
2514,20100113,0.9031230065736904,0.9804333837151878,13.1031,13.3646
2513,20100114,0.916810957347912,1.0778417588991924,14.4129,13.372
2512,20100115,0.9466466692616115,1.2245329316586089,15.1209,12.3483
2511,20100118,0.9732431486928322,1.213543564701214,14.9852,12.3483
2510,20100119,0.9917194832209133,1.1468815908406147,14.4647,12.6122
2509,20100120,1.0032580652542142,1.0901423385945594,13.3646,12.2595
2508,20100121,0.9936585938542393,1.121896787509124,13.372,11.9191
2507,20100122,0.9636264574479677,1.0052180850197816,12.3483,12.2842
2506,20100125,0.9360955899117215,1.0203857341178026,12.3483,12.1016
2505,20100126,0.9164841258342232,1.0015644232678182,12.6122,12.5925
2504,20100127,0.9097420639150738,0.9783493472084783,12.2595,12.5308
2503,20100128,0.8985126568289813,0.9664004540479182,11.9191,12.3335
2502,20100129,0.9065209699194219,1.0101473587263996,12.2842,12.1608
2501,20100201,0.9133456577652317,1.0012244762881821,12.1016,12.0868
2500,20100202,0.920808488550101,1.0090952800705184,12.5925,12.479
2499,20100203,0.9308484220535561,0.9623013892195336,12.5308,13.0217
2498,20100204,0.9432009910514823,0.9569383558986694,12.3335,12.8885
2497,20100205,0.9450433769354826,0.9314195554602411,12.1608,13.0562
2496,20100208,0.9495599557416581,0.8781331279696604,12.0868,13.7642
2495,20100209,0.9516517305315204,0.8922366332527777,12.479,13.9862
2494,20100210,0.9595384209960951,0.8464003431958815,13.0217,15.3848
2493,20100211,0.9738527998532307,0.7826533152777863,12.8885,16.4677
2492,20100212,0.9957654397661533,0.8168191088700092,13.0562,15.9842
2491,20100222,1.0269693312886217,0.8005746558172269,13.7642,17.1929
2490,20100223,1.0526890457970104,0.8105780487522168,13.9862,17.2546
2489,20100224,1.0813578982053789,0.9281258672072007,15.3848,16.5762
2488,20100225,1.1237714397513943,1.0534945462687522,16.4677,15.6315
2487,20100226,1.1528495571981894,1.007462592494548,15.9842,15.8658
2486,20100301,1.1832857617788273,1.0576601294323187,17.1929,16.2556
2485,20100302,1.2111803253593028,1.0851744935630145,17.2546,15.9003
2484,20100303,1.2095042661976965,1.0668374341118698,16.5762,15.5377
2483,20100304,1.181500039853041,0.9689626957265592,15.6315,16.1322
2482,20100305,1.1648947714828697,0.9918294626949645,15.8658,15.9965
2481,20100308,1.135024268425657,1.0218699120551684,16.2556,15.9077
2480,20100309,1.103487261765215,1.011134993513596,15.9003,15.7252
2479,20100310,1.0780571776296495,0.9612355623194322,15.5377,16.1643
2478,20100311,1.0710268460276948,0.986872048351971,16.1322,16.3468
2477,20100312,1.05913370348428,0.9830207462759942,15.9965,16.2728
2476,20100315,1.0413192982915884,0.9455979646790981,15.9077,16.8229
2475,20100316,1.0280929194174828,0.890240036231884,15.7252,17.664
2474,20100317,1.0257684112447596,0.9125464337733016,16.1643,17.7134
2473,20100318,1.0172353938335412,0.9131882373972113,16.3468,17.9008
2472,20100319,1.0104288650881807,0.9492055344268415,16.2728,17.1436
2471,20100322,1.0122029496036011,1.0151828764188688,16.8229,16.5713
2470,20100323,1.0246075087738946,1.0568132867467572,17.664,16.7144
2469,20100324,1.0362457366445919,1.0249801813478998,17.7134,17.2817
2468,20100325,1.0506323032038767,1.0485473289597003,17.9008,17.072
2467,20100326,1.0574961333895754,1.0205617268516864,17.1436,16.7982
2466,20100329,1.0564363938415806,0.9550741176199369,16.5713,17.3508
2465,20100330,1.0466210319210083,0.9496872141318985,16.7144,17.5999
2464,20100331,1.0391405210462195,0.9340096310268231,17.2817,18.5027
2463,20100401,1.0246020260492044,0.9035242314063583,17.072,18.8949
2462,20100402,1.0175613865210262,0.8632257268831129,16.7982,19.4598
2461,20100406,1.0235778036290086,0.9907043668920154,17.3508,17.5136
2460,20100407,1.0289624463948865,1.0603371409292461,17.5999,16.5984
2459,20100408,1.0343910173264017,1.0766460097174944,18.5027,17.1855
2458,20100409,1.0474148604219378,1.1004152422440552,18.8949,17.1707
2457,20100412,1.0678241106903261,1.1668365572571266,19.4598,16.6774
2456,20100413,1.064745736124043,1.0170499419279908,17.5136,17.22
2455,20100415,1.0504965121311094,0.958547487324009,16.5984,17.3162
2454,20100416,1.0322425393809864,1.02849294409135,17.1855,16.7094
2453,20100419,1.0099950779855005,1.0344792269134373,17.1707,16.5984
2452,20100420,0.9768996890739914,1.0345845817902095,16.6774,16.1199
2451,20100421,0.9724235323240116,1.1631127111603434,17.22,14.8051
2450,20100422,0.9816278460835602,1.2151634023620885,17.3162,14.2501
2449,20100423,0.9789850647705239,1.2064113208909424,16.7094,13.8505
2448,20100426,0.9760571443583889,1.1739361062585314,16.5984,14.1391
2447,20100427,0.9724932475318162,1.051492123544568,16.1199,15.3305
2446,20100428,0.9493784725355,1.0087348145725596,14.8051,14.6769
2445,20100429,0.9202839899895844,0.9626689725523047,14.2501,14.8027
2444,20100430,0.8957708691461339,0.9799281176154293,13.8505,14.1342
2443,20100504,0.8742331086752742,0.9894678647407904,14.1391,14.2896
2442,20100505,0.8686089622671228,1.0713661744459897,15.3305,14.3093
2441,20100506,0.8740828567021253,0.9918365691965643,14.6769,14.7977
2440,20100507,0.888283817610665,0.9789562790574634,14.8027,15.1209
2439,20100510,0.903789202336164,1.0042060390763765,14.1342,14.075
2438,20100511,0.9187311822561219,1.0001749830266464,14.2896,14.2871
2437,20100512,0.9207940770965658,0.9668315293036581,14.3093,14.8002
2436,20100513,0.9303894506941889,1.008230620907685,14.7977,14.6769
2435,20100514,0.9389432967123861,0.93659760289882,15.1209,16.1445
2434,20100517,0.9477025629778166,0.8606351885142655,14.075,16.3542
2433,20100518,0.9566735857138149,0.8677149381726308,14.2871,16.4652
2432,20100519,0.9691373086746531,0.8848248608512139,14.8002,16.7267
2431,20100520,0.9757621208620688,0.8478219428927926,14.6769,17.3113
2430,20100524,0.9933431346880681,0.9657649789433386,16.1445,16.7168
2429,20100525,1.0251671243851712,0.9793168698651464,16.3542,16.6996
2428,20100526,1.0549185420684422,0.9586389995109341,16.4652,17.1756
2427,20100527,1.0786266375516544,0.9314552055954026,16.7267,17.9576
2426,20100528,1.1046939768272446,0.9432820043373547,17.3113,18.3522
2425,20100531,1.1032559066668908,0.8824184583225562,16.7168,18.9443
2424,20100601,1.0974960962327667,0.8909114188771047,16.6996,18.7444
2423,20100602,1.0959067307359236,0.8718977009101938,17.1756,19.6991
