,lable,text
2360,-0.06634441825737332,15.8362
2359,-0.07147794275876908,15.223
2358,-0.07105985792651469,15.3268
2357,-0.06695588642180264,15.8659
2356,-0.058134043055635444,15.49
2355,-0.052883440197055674,15.5791
2354,-0.04623767634088367,15.4703
2353,-0.04473598754400606,15.6681
2352,-0.04971825640127328,15.9747
2351,-0.06226246119401304,15.9203
2350,-0.0770825540639765,15.49
2349,-0.09995287181373812,14.7531
2348,-0.12618983023598182,14.4415
2347,-0.1286521534393455,14.4811
2346,-0.14159442755520807,13.8975
2345,-0.16089780963264155,13.2546
2344,-0.16145385717208946,13.8481
2343,-0.14547027053933678,13.2892
2342,-0.12092348284960451,12.8589
2341,-0.10461764851537717,13.1062
2340,-0.07557749159540943,13.4376
2339,-0.05025968186677337,14.4415
2338,-0.03574885415777075,14.0953
2337,-0.04858711248534864,14.4415
2336,-0.035910772473942455,14.402
2335,-0.025224716238282693,13.6057
2334,-0.02387607749660523,13.1556
2333,-0.009812114169023948,14.8718
2332,0.023733849236508835,15.0845
2331,0.050437396853973554,14.4663
2330,0.0724636831782195,15.0004
2329,0.10019390641278939,15.9302
2328,0.12379083920563663,17.3892
2327,0.13914652969353264,16.8254
2326,0.14378802860125697,17.2557
2325,0.13835982313700101,17.4832
2324,0.12492326962638452,18.0025
2323,0.10563108177972504,16.5731
2322,0.07793112567620052,15.7274
2321,0.07635215453194599,16.0835
2320,0.08617978797155237,15.9599
2319,0.09042776461507501,16.8897
2318,0.08706444110119628,17.4881
2317,0.07015115587988377,16.9688
2316,0.0474025366364919,16.7166
2315,0.027243783701725435,15.6928
2314,0.013826218604087033,16.5583
2313,0.022807320819349566,15.678
2312,0.0263281946992981,16.1132
2311,0.029378188098300173,16.3061
2310,0.03800169647003707,16.5435
2309,0.04389110303370268,16.9441
2308,0.041966824506191484,16.766
2307,0.03341083628629338,17.3941
2306,0.02678896639318201,17.0133
2305,0.009346631024223274,16.9144
2304,-0.0047895521532203686,16.8649
2303,-0.02328320057944347,16.1231
2302,-0.03913054539672537,16.222
2301,-0.039336574946130486,16.2715
2300,-0.04099284502471154,16.0242
2299,-0.046402439543779275,15.7076
2298,-0.0437834607118796,15.9747
2297,-0.0285855462592465,15.9747
2296,-0.01697910812702798,15.3318
2295,-0.005738297398810144,16.2715
2294,0.00885205985922297,16.3209
2293,0.025751959976815172,16.8204
2292,0.03710873286700522,16.8649
2291,0.042191127297509484,17.0578
2290,0.04754550416388462,17.7057
2289,0.04726189913131151,17.7206
2288,0.03493472353794131,17.2507
2287,0.014211283585494307,17.3892
2286,-0.0148219504665599,16.7166
2285,-0.041564253345430346,16.494
2284,-0.06624732471439537,15.6285
2283,-0.06995844469859333,14.8421
2282,-0.06633430307772971,15.2823
2281,-0.0538514561433748,14.9361
2280,-0.05075431034482845,15.8263
2279,-0.0417907265635036,15.9203
2278,-0.05258691393673287,15.5939
2277,-0.06890800831090696,15.1438
2276,-0.06021926571971352,15.2724
2275,-0.03640696890717415,14.7927
2274,-0.022243046419940727,15.7769
2273,-0.013081501978829027,16.3209
2272,1.0902295804650648e-05,16.4792
2271,0.0025486502666917216,16.5682
2270,-0.004142631465569525,15.0795
2269,-0.005892079182187223,15.2081
2268,-0.009164776278580472,15.9797
2267,-0.014667780837181243,16.4742
2266,-0.024870305950114847,16.3358
2265,-0.03687265469578218,15.1834
2264,-0.04578554431191321,14.4415
2263,-0.034247735535801335,14.7383
2262,-0.015000347522795181,15.3318
2261,0.0027276421247282717,15.4307
2260,0.019211641920804514,15.8758
2259,0.03331441454224326,15.4307
2258,0.047774141572998335,16.405
2257,0.05966186853634329,16.8155
2256,0.06806282823045914,16.8649
2255,0.07012682504692287,17.1122
2254,0.06409832042365579,16.8501
2253,0.05972964816681125,17.4485
2252,0.061889614408077935,17.0974
2251,0.06612908689892207,16.4396
2250,0.07639488141979772,17.77
2249,0.09460144159423281,17.2062
2248,0.10014337342046944,18.5811
2247,0.10595451111376115,18.408
2246,0.09834561550121676,18.9916
2245,0.091143091543036,18.4476
2244,0.07464131423374196,18.5811
2243,0.05965308857941189,18.2992
2242,0.04704434466442205,17.6019
2241,0.036925484571584,17.6315
2240,0.036320510853941196,17.4931
2239,0.03267626698654869,17.77
2238,0.025784790808833478,17.7947
2237,0.010081478343703874,17.315
2236,-0.0032683331968608696,17.226
2235,-0.014553248429516582,17.3694
2234,-0.01880284242082523,16.7314
2233,-0.025118362875142238,16.7561
2232,-0.025241017169154993,16.9292
2231,-0.02881813870473284,17.2656
2230,-0.028615073486740507,17.2062
2229,-0.031709365895307776,17.1073
2228,-0.03847468706480484,16.9886
2227,-0.05175098833376618,16.9688
2226,-0.06541166938518864,16.9589
2225,-0.0795141781702758,16.4198
2224,-0.0921303076991365,15.8263
2223,-0.10272837190992602,15.6285
2222,-0.09994717211028308,15.5889
2221,-0.08654647849914246,15.762
2220,-0.09432053078399742,15.4109
2219,-0.08990091430261632,15.6285
2218,-0.08812395243212677,15.6285
2217,-0.0882880253317946,15.4554
2216,-0.0969373334048911,15.3318
2215,-0.0835965226451343,14.9312
2214,-0.07962589620397888,14.9856
2213,-0.07204322908138232,14.9905
2212,-0.07204135627992336,15.3911
2211,-0.06311843645141436,15.2873
2210,-0.06674374477172411,15.2329
2209,-0.083463139600192,14.9361
2208,-0.09232690756746345,15.0598
2207,-0.09334509153762045,14.7037
2206,-0.10596974471040657,13.8431
2205,-0.10759746989243492,14.0953
2204,-0.09836772530384175,14.2833
2203,-0.08734365316355872,13.7491
2202,-0.0800244572665493,13.9222
2201,-0.06542537615216228,14.0953
2200,-0.05796819191554374,14.1943
2199,-0.06481099865406438,14.3674
2198,-0.09827657865619772,14.1398
2197,-0.1287621372941325,14.2437
2196,-0.151368803777372,12.6759
2195,-0.18014545271949736,11.5236
2194,-0.19559303668025407,11.8796
2193,-0.17612355305709188,12.1962
2192,-0.18140898196075675,11.9687
2191,-0.1933079868609694,11.7461
2190,-0.20990732940185344,12.1922
2189,-0.21050637590094273,11.3482
2188,-0.2180854538073917,10.961
2187,-0.195721904960884,10.6235
2186,-0.1887338496648635,10.8518
2185,-0.16626330872671147,11.2688
2184,-0.1455787569537579,11.1596
2183,-0.13192792792792804,11.0901
2182,-0.12174253047929,11.3185
2181,-0.1116560330716754,11.1795
2180,-0.0997087522614706,11.0901
2179,-0.09215308027380216,11.1397
2178,-0.08554951794556505,11.0802
2177,-0.09186628440655376,11.2787
2176,-0.09936178042922438,11.2688
2175,-0.11055133142424531,10.971
2174,-0.11678378325623127,10.5242
2173,-0.11953796602347186,10.2263
2172,-0.1057552478502778,10.1568
2171,-0.07985433202566648,10.3256
2170,-0.053039248483314,10.266
2169,-0.03201811885753548,10.554
2168,-0.014710023284778311,11.0107
2167,0.0005435439418727377,11.0603
2166,0.008356298337630116,11.0206
2165,0.019624306369007482,11.0802
2164,0.03224528998059385,11.3085
2163,0.04511922165935704,11.5369
2162,0.049928674557134005,11.5369
2161,0.05621827805003296,11.8149
2160,0.051460144136274345,11.7156
2159,0.04841298319105676,11.6163
2158,0.05981569965870305,11.7454
2157,0.08647201502146937,11.4475
2156,0.11396162371848152,12.1127
2155,0.14697463360593677,13.4829
2154,0.1669528938748339,14.2473
2153,0.1703706523338968,14.3963
2152,0.14916330426810537,13.8403
2151,0.12224967575643148,13.6715
2150,0.09419368114388141,13.2049
2149,0.06967055097733868,13.2446
2148,0.05781819339029731,12.073
2147,0.039714720189718625,12.2914
2146,0.03940542100566913,12.5099
2145,0.04192561728158702,12.6092
2144,0.04185849720678788,12.4602
2143,0.04358645668009627,12.4602
2142,0.043707204268568015,12.8474
2141,0.0265043948613933,13.3538
2140,-0.00497908295422996,12.4602
2139,-0.03583374119519241,12.1922
2138,-0.05551051326019273,10.9213
2137,-0.05587127225008997,11.7652
2136,-0.0368337818428816,11.2887
2135,-0.019626002300056813,12.2418
2134,-0.007724282368364344,12.6092
2133,-0.0053206221721613465,12.8474
2132,-0.009993333493972084,12.5397
2131,-0.013213468981647943,12.5595
2130,-0.006209346542579822,11.9142
2129,-0.0014765627404513418,12.4106
2128,0.011650478023152737,13.2049
2127,0.024304393345407575,13.1056
2126,0.034056529861989766,12.9864
2125,0.030085296981499497,13.1155
2124,0.028148019210532428,13.0162
2123,0.024023920778050517,13.3736
2122,0.016227205023952418,12.8077
2121,-0.00719506533505427,12.768
2120,-0.02682115680605277,12.7581
2119,-0.033168778817747345,12.1723
2118,-0.04967561768862693,11.6163
2117,-0.06396544238951127,11.5865
2116,-0.0681801136696548,12.1723
2115,-0.05257959585460888,11.7255
2114,-0.05342164287262093,11.2986
2113,-0.05148966932112693,12.212
2112,-0.05444671827268164,11.9241
2111,-0.05188970472818622,11.9142
2110,-0.0574079412180305,11.6163
2109,-0.06836568363030754,11.1199
2108,-0.07239740248266117,11.3979
2107,-0.07012895627413301,11.6759
2106,-0.06860557721743117,11.1199
2105,-0.07614724622110844,11.3979
2104,-0.08633055482546767,11.3681
2103,-0.09381907157786781,11.4277
2102,-0.09733813847545991,11.0504
2101,-0.09856171273752941,10.7227
2100,-0.08641657874282258,10.7823
2099,-0.06736412178751787,10.9412
2098,-0.05020425771689258,10.8121
2097,-0.03465440757061335,11.2787
2096,-0.023998746266678386,11.4872
2095,-0.02242266023498621,11.3681
2094,-0.02675183752772444,11.239
2093,-0.03429884452135206,11.1
2092,-0.03910582222761165,11.1199
2091,-0.03685432139166998,10.9015
2090,-0.03506832155998494,10.6334
2089,-0.02174396676834403,10.7227
2088,-0.005422600525272122,10.9511
2087,0.022978631737674282,11.0206
2086,0.04763038954704087,11.4972
2085,0.0754609680710133,11.4177
2084,0.09585412331391537,12.4304
2083,0.1154453524722805,12.49
2082,0.11827679439946566,13.2049
2081,0.11638293490982234,13.0063
2080,0.11124300966567668,13.2049
2079,0.11295912080173867,12.9566
2078,0.10691125253657208,12.9368
2077,0.10308526444228787,13.2049
2076,0.10553863474161225,13.2744
2075,0.09405982601912477,13.0758
2074,0.07908728587642003,13.2644
2073,0.06711378426973254,13.2843
2072,0.04603790511886765,12.5992
2071,0.021270040779842455,13.0162
2070,0.006659704911403903,12.2617
2069,-0.0073320195827457505,12.0134
2068,-0.02302371766419885,11.9539
2067,-0.022855420733821154,11.7156
2066,-0.018306563074488903,11.8744
2065,-0.025255954120189994,11.9042
2064,-0.027127839945746114,12.4106
2063,-0.03298953636358577,12.3113
2062,-0.05031903673756563,12.1624
2061,-0.06709683586655385,11.8447
2060,-0.06098169023479375,11.5468
2059,-0.060677917111350184,10.9312
2058,-0.05610049717893062,11.3284
2057,-0.043103448275863994,11.8546
2056,-0.03591220594837932,11.7652
2055,-0.03433744925337705,11.9737
2054,-0.04355583877648777,11.7752
2053,-0.03450840852989214,11.6858
2052,-0.022380235964844845,11.388
2051,-0.013877783658350176,11.3681
2050,-0.007568851850005653,12.1028
2049,0.013952911623290851,12.5198
2048,0.02514823367868962,12.4602
2047,0.027196339939718782,11.7156
2046,0.02306652228963398,12.3907
2045,0.015176333730910084,12.6687
2044,0.004009210694637634,11.7553
2043,-0.016722331025159142,11.4674
2042,-0.057825521086270724,11.4177
2041,-0.07785181167841992,11.8844
2040,-0.08482797571422086,11.3185
2039,-0.09552385244871453,10.2065
2038,-0.10285604982478914,10.1767
2037,-0.09524740875119522,10.6235
2036,-0.1008988703748449,10.8816
2035,-0.12287654921192168,10.8518
2034,-0.12686052160487946,10.5837
2033,-0.15640584845896408,9.9384
2032,-0.17298409919459182,9.432
2031,-0.1620724363066498,10.0278
2030,-0.14664586056534804,9.5015
2029,-0.13609065830472425,9.571
2028,-0.1102167809904228,9.9185
2027,-0.0828169626813472,9.8193
2026,-0.06387188825892981,9.9781
2025,-0.04735045164550839,10.544
2024,-0.04185281604768814,10.6235
2023,-0.03254826389218767,10.6433
2022,-0.026491527567023037,10.4249
2021,-0.021299784841170115,10.3157
2020,-0.01311871077940171,10.5242
2019,-0.001126890091999244,10.554
2018,0.0087720608368781,10.5142
2017,0.018814167663668654,10.7724
2016,0.02230378352669976,10.554
2015,0.02160707275325187,10.693
2014,0.02709703090950104,10.7625
2013,0.03284989870315538,10.8617
2012,0.033815744535516806,10.6036
2011,0.040938402196031655,10.7227
2010,0.0488957957957933,10.9908
2009,0.05754667699693943,10.9114
2008,0.05907226790760673,11.2192
2007,0.05916042078773437,11.0206
2006,0.05362309814040156,11.2291
2005,0.0504150557028837,10.9908
2004,0.039553671165747685,11.11
2003,0.02926510179247818,11.3085
2002,0.020123649326052834,11.1298
2001,0.009677885487473349,10.6532
2000,-0.0003656397307979135,10.5937
1999,-0.0010607102998084273,10.7724
1998,-0.00018395155422143994,10.7823
1997,-0.011469339389752736,10.8419
1996,-0.02109348644090033,10.9114
1995,-0.026337785478330426,10.5738
1994,-0.04116986187402206,10.127
1993,-0.0499677050239204,10.3653
1992,-0.04773878893289153,10.5142
1991,-0.051785422849284904,10.1667
1990,-0.06119473710742775,10.1568
1989,-0.06863996546727309,10.127
1988,-0.08584668196328331,10.0377
1987,-0.09606184880616146,9.9285
1986,-0.11166448421359133,9.7299
1985,-0.11762207840448238,9.2831
1984,-0.12270864976857813,9.3526
1983,-0.12371817525879689,9.2235
1982,-0.12566685133887576,9.2732
1981,-0.12172845276915481,9.2831
1980,-0.11538723984988294,8.9555
1979,-0.10876385632832833,8.9158
1978,-0.09920865159302088,8.9753
1977,-0.08737603521626741,9.2335
1976,-0.07111293485675542,9.1838
1975,-0.056642526001001475,9.2037
1974,-0.04759831956506601,9.2633
1973,-0.061330619224677384,9.3427
1972,-0.07817771182042546,9.5313
1971,-0.09360939893610858,9.432
1970,-0.11912749751990467,8.2803
1969,-0.13814442230670138,8.2208
1968,-0.13393514524888808,8.33
1967,-0.12958900066409507,8.1811
1966,-0.1229357910305487,8.3002
1965,-0.10661971943440024,8.2406
1964,-0.09528571542632046,8.052
1963,-0.0922592296168638,8.0421
1962,-0.08284811057197779,8.3201
1961,-0.07608765881925077,8.3201
1960,-0.06417357773380157,8.0917
1959,-0.03872754073543201,8.1612
1958,-0.02204858366643655,8.9654
1957,-0.004837759448929165,8.2406
1956,0.006324601927628698,9.025
1955,0.005329378770450564,8.8363
1954,-0.011241895739135723,8.6874
1953,-0.023279915438544397,8.6378
1952,-0.033572338298836275,8.3498
1951,-0.04066777483634333,8.3399
1950,-0.04202802919950741,8.2406
1949,-0.0414243398402045,8.33
1948,-0.03872142877540331,8.1016
1947,-0.034054724265227466,8.0321
1946,-0.022828025780677753,8.2009
1945,-0.016955887156464053,8.1215
1944,-0.016232680263238822,8.2406
1943,-0.01450151550383245,8.191
1942,-0.019230737464592716,8.0917
1941,-0.02837267618893298,8.0023
1940,-0.026922254040358095,8.2406
1939,-0.02458147044213031,8.1513
1938,-0.021465808404691564,8.0023
1937,-0.01571641546461791,8.0718
1936,-0.009725043528732585,8.3399
1935,-0.004910156045824287,8.2406
1934,-0.0021578899902472337,8.3796
1933,-0.0052308484046499,8.2903
1932,-0.01244340417408827,8.2605
1931,-0.02231996770149758,8.1513
1930,-0.033249076832475334,8.1612
1929,-0.0385888660437796,8.0123
1928,-0.049540296821787386,7.7541
1927,-0.05509125335297292,7.7442
1926,-0.0558595042761876,7.6946
1925,-0.05409753188842023,7.4761
1924,-0.0539421308791878,7.6151
1923,-0.06301778174581422,7.6151
1922,-0.0678069605824932,7.6747
1921,-0.08600260698499218,7.5754
1920,-0.10027819387973864,7.2081
1919,-0.10865207156309259,7.218
1918,-0.10296554934823499,6.9896
1917,-0.10370207743154332,7.06
1916,-0.1076383084577158,7.08
1915,-0.10805135802469552,7.05
1914,-0.1117916049382758,7.05
1913,-0.1123746355685172,6.73
1912,-0.11313304093567671,6.7
1911,-0.0991011990407715,6.77
1910,-0.08818924111431742,6.81
1909,-0.08021865889213255,6.8
1908,-0.07722814814815256,6.83
1907,-0.07310912698413119,6.93
1906,-0.0795930470347693,6.86
1905,-0.09591035963500227,6.77
1904,-0.10262804232804719,6.69
1903,-0.11238133764833287,6.55
1902,-0.11307740916272208,6.2
1901,-0.10426245505906996,6.3
1900,-0.08038591269841738,6.15
1899,-0.06586947791165142,6.29
1898,-0.04085450121654958,6.49
1897,-0.025646825396830185,6.7
1896,-0.019997951868924557,6.7
1895,-0.020282642089098604,6.77
1894,-0.021905729166671745,6.7
1893,-0.034162717219594525,6.53
1892,-0.03878296988577868,6.46
1891,-0.031827067669177825,6.46
1890,-0.02756702073849765,6.31
1889,-0.025143453312472412,6.41
1888,-0.021011058451821798,6.54
1887,-0.027049180327874102,6.52
1886,-0.048141891891897166,6.35
1885,-0.06415410385260152,6.31
1884,-0.07226844148641666,6.1
1883,-0.0857632933104683,5.88
1882,-0.0905747126436835,5.95
1881,-0.08506530380466175,6.0
1880,-0.07822445561139559,5.84
1879,-0.07338888888889405,5.79
1878,-0.0612761276127664,5.86
1877,-0.03953732912723938,5.9
1876,-0.019363122752958175,6.05
1875,-0.007732497387674519,6.3
1874,0.004776739356173932,6.3
1873,0.011605723370424516,6.42
1872,0.008721241305506371,6.39
1871,-0.007753254103004236,6.42
1870,-0.020648464163827297,6.29
1869,-0.03293985385048256,6.22
1868,-0.021216768916159826,5.86
1867,-0.007557557557561859,5.86
1866,0.013434343434338995,5.98
1865,0.026483279395895898,6.4
1864,0.02742398164084395,6.52
1863,0.013606557377044406,6.52
1862,-0.0024509803921616,6.11
1861,-0.01796572692095567,5.88
1860,-0.0029663147310249084,6.01
1859,0.028087744396753097,6.14
1858,0.04820213799805196,6.06
1857,0.06652152878567531,6.85
1856,0.0836601307189496,6.85
1855,0.08274682306939934,6.83
1854,0.07870370370369972,6.76
1853,0.08085205992508965,6.61
1852,0.08161080074487487,6.77
1851,0.09051603905159994,7.0
1850,0.09429640018699931,7.04
1849,0.08439613526569639,7.03
1848,0.07018602312719535,7.13
1847,0.05308270676691312,7.0
1846,0.03485772357723153,6.86
1845,0.01702127659574051,6.59
1844,0.002236089443573409,6.63
1843,0.0024341778440096044,6.52
1842,0.0013452914798161649,6.6
1841,0.0029585798816525372,6.35
1840,0.0006535947712376722,6.72
1839,0.0002568053415467651,6.65
1838,-0.018646864686473117,6.71
1837,-0.03480874316940359,6.61
1836,-0.04946409431940427,6.41
1835,-0.07009397457159101,6.04
1834,-0.08002154011847488,6.1
1833,-0.061212121212125103,6.22
1832,-0.04527363184079992,6.04
1831,-0.02845410628019686,6.15
1830,-0.009915296462385682,6.59
1829,0.014272166903741942,6.53
1828,0.026099290780137962,6.8
1827,0.042825311942955295,6.65
1826,0.0470280551592924,6.95
1825,0.05215053763440475,7.2
1824,0.05040650406503676,7.25
1823,0.04516765285995663,6.9
1822,0.024999999999995925,6.79
1821,0.026129943502820916,6.83
1820,0.037540009144943584,6.67
1819,0.046351351351347624,6.73
1818,0.06018018018017643,6.98
1817,0.08267162944581967,7.18
1816,0.10307385229540603,7.3
1815,0.11917922948073371,7.32
1814,0.12725392886682893,8.02
1813,0.13728237791931763,8.15
1812,0.12906602254428037,7.98
1811,0.12114608555286209,7.96
1810,0.1210028771064498,7.93
1809,0.11474519632414057,8.28
1808,0.11294536817101827,8.2
1807,0.10563665855636331,8.03
1806,0.09612403100774886,7.98
1805,0.09188235294117372,8.38
1804,0.09539422326307281,8.29
1803,0.08843373493975604,8.18
1802,0.08313057583130265,8.41
1801,0.07624424926808546,8.55
1800,0.05840597758405661,8.25
1799,0.04634730538921853,8.13
1798,0.039926739926736884,8.0
1797,0.03849539815926064,7.98
1796,0.0400324807145725,8.3
1795,0.03558052434456609,8.17
1794,0.02779116465863137,8.28
1793,0.029702587871762144,8.26
1792,0.03085147002672497,7.96
1791,0.03214990138066765,8.38
1790,0.04585185185184907,8.58
1789,0.058252076561933,8.67
1788,0.06318681318681038,8.58
1787,0.06013380558834819,8.9
1786,0.05457556935817458,9.24
1785,0.030091438071484414,8.75
1784,0.005508644953755997,8.41
1783,-0.014491017964075313,8.02
1782,-0.013967136150238051,8.1
1781,-0.00375146541618153,8.27
1780,0.004087301587298123,8.3
1779,-0.0024076380240799864,8.52
1778,-0.007889301941350029,8.81
1777,-0.01750924784217338,8.21
1776,-0.02714227142271746,7.97
1775,-0.029136400322844352,8.08
1774,-0.01688209949079824,8.11
1773,-0.011767068273095621,8.13
1772,0.0003068661296478398,8.34
1771,0.010613026819920008,8.51
1770,0.014487632508830705,8.23
1769,0.017848970251713264,8.6
1768,0.02133018496654552,8.65
1767,0.010419210419207103,8.4
1766,0.0014752791068549703,8.68
1765,0.00015649452268856118,8.45
1764,-0.0005688282138823266,8.19
1763,0.0075535512965018885,8.4
1762,0.021541950113375608,8.48
1761,0.02594763579522945,8.75
1760,0.02687155240346423,8.89
1759,0.022953388170776426,8.85
1758,0.0008235804074519566,8.49
1757,-0.03216531895777543,8.49
1756,-0.0583445190156633,8.35
1755,-0.08630385487528669,7.69
1754,-0.1182572614107915,7.42
1753,-0.12867783985102751,7.42
1752,-0.1203879115922448,7.39
1751,-0.11122900088417624,7.25
1750,-0.11085271317829762,7.21
1749,-0.11030640668523985,7.47
1748,-0.10336095764272875,7.42
1747,-0.1061366806136713,7.28
1746,-0.1275895925380493,7.2
1745,-0.13658296405711806,7.23
1744,-0.13261287223823584,7.13
1743,-0.1338601532567083,6.87
1742,-0.14134520276953866,6.82
1741,-0.13447590660705766,6.94
1740,-0.12395679921453447,6.9
1739,-0.11713030746706045,6.63
1738,-0.11293313811615778,6.7
1737,-0.11014492753623534,6.76
1736,-0.10783715012723012,6.81
1735,-0.10226586102719402,6.83
1734,-0.09649122807017917,6.62
1733,-0.09000499750125285,6.5
1732,-0.0752704031465129,6.62
1731,-0.056265118529272885,6.61
1730,-0.050278199291859976,6.69
1729,-0.03957085828343682,6.73
1728,-0.0382188295165433,6.9
1727,-0.05288099084545401,6.56
