,date,lable,text,close,xclose
4928,20000921,0.9612904478887466,1.0178718159408382,0.991,0.9736
4927,20000922,0.9584729453827897,0.9887537993920973,0.9759,0.987
4926,20000925,0.9585737171611942,0.9257411493811762,0.9649,1.0423
4925,20000926,0.9665610770144529,0.9318377911993098,0.972,1.0431
4924,20000927,0.9742266246972887,0.9774827925270404,0.9941,1.017
4923,20000928,0.9745164108323975,0.9662564509726081,0.9736,1.0076
4922,20000929,0.9792845953263968,0.9834595456357114,0.987,1.0036
4921,20001009,0.9950936217082209,1.0602176787712339,1.0423,0.9831
4920,20001010,1.007939364850812,1.0418497802636835,1.0431,1.0012
4919,20001011,1.0111641469113861,0.9992139909608959,1.017,1.0178
4918,20001012,1.0177918888156714,1.0095180843602847,1.0076,0.9981
4917,20001013,1.0218310070238896,0.9657428791377984,1.0036,1.0392
4916,20001016,1.0120742476121827,0.9474749421742482,0.9831,1.0376
4915,20001017,1.0049974185851844,0.9671561051004639,1.0012,1.0352
4914,20001018,1.005475330926595,0.9757453743648741,1.0178,1.0431
4913,20001019,1.0042447292103605,0.9700651180872777,0.9981,1.0289
4912,20001020,1.010385756676558,1.0038639876352395,1.0392,1.0352
4911,20001023,1.019090822700924,0.9947272552967119,1.0376,1.0431
4910,20001024,1.0223799507541396,0.9776182831239966,1.0352,1.0589
4909,20001025,1.0241163786678855,0.9662806855025475,1.0431,1.0795
4908,20001026,1.0283010914789268,0.9353636363636362,1.0289,1.1
4907,20001027,1.0244949220256518,0.9390420899854861,1.0352,1.1024
4906,20001030,1.021632484189373,0.9387993879938799,1.0431,1.1111
4905,20001031,1.021927738024591,0.9436770341324301,1.0589,1.1221
4904,20001101,1.0247764357683236,0.9586182399431665,1.0795,1.1261
4903,20001102,1.0322937650171105,0.9782125389061805,1.1,1.1245
4902,20001103,1.0395184607735715,0.8914045443519044,1.1024,1.2367
4901,20001106,1.049163607672583,0.8444934255529375,1.1111,1.3157
4900,20001107,1.0573073181018662,0.8543474950510128,1.1221,1.3134
4899,20001108,1.0606947715721522,0.829967570754717,1.1261,1.3568
4898,20001109,1.059462227427255,0.8420067390490454,1.1245,1.3355
4897,20001110,1.0730732796218312,0.9271309693380312,1.2367,1.3339
4896,20001113,1.0943831846474947,0.9465467625899282,1.3157,1.39
4895,20001114,1.1136622269967136,0.9651675485008817,1.3134,1.3608
4894,20001115,1.138105399056824,0.9907265425337715,1.3568,1.3695
4893,20001116,1.1584190770589538,0.9796801643192488,1.3355,1.3632
4892,20001117,1.1604859697380525,1.0432504301579855,1.3339,1.2786
4891,20001120,1.1556879800447364,1.1062475129327496,1.39,1.2565
4890,20001121,1.14778323037383,1.025007532389274,1.3608,1.3276
4889,20001122,1.1342585438584036,1.0638545793521321,1.3695,1.2873
4888,20001123,1.123204165019112,1.0486960535425802,1.3632,1.2999
4887,20001124,1.1030348506227114,0.9636719927645463,1.2786,1.3268
4886,20001127,1.071929881302759,0.9174881343556043,1.2565,1.3695
4885,20001128,1.0550994044928994,0.9894172007750781,1.3276,1.3418
4884,20001129,1.0333614948615129,0.9903069466882068,1.2873,1.2999
4883,20001130,1.0152686174817802,0.9761940522679484,1.2999,1.3316
4882,20001201,1.0139023248556718,1.012051868802441,1.3268,1.311
4881,20001204,1.021240113692536,1.06975472582409,1.3695,1.2802
4880,20001205,1.01482340957567,1.0372603586889302,1.3418,1.2936
4879,20001206,1.0100312310987185,1.00487012987013,1.2999,1.2936
4878,20001207,1.0069220607661824,0.991806941754804,1.3316,1.3426
4877,20001208,1.0017275577452174,0.9787234042553191,1.311,1.3395
4876,20001211,0.9896057104523286,0.9424322732626619,1.2802,1.3584
4875,20001212,0.9830730934600587,0.9424449949001894,1.2936,1.3726
4874,20001213,0.984469278811983,0.8593064966121962,1.2936,1.5054
4873,20001214,0.985868115005348,0.9158878504672897,1.3426,1.4659
4872,20001215,0.9899673134694956,0.9287893496047704,1.3395,1.4422
4871,20001218,1.0029850294530471,0.8966928510132682,1.3584,1.5149
4870,20001219,1.0144873826279985,0.9032640168465386,1.3726,1.5196
4869,20001220,1.0411744345287364,1.0381353010137233,1.5054,1.4501
4868,20001221,1.0556511245282454,1.0164332270142837,1.4659,1.4422
4867,20001222,1.0645200943160782,0.9812219349571369,1.4422,1.4698
4866,20001225,1.0774674129197213,1.008924408924409,1.5149,1.5015
4865,20001226,1.0914299740257836,1.0131342089472632,1.5196,1.4999
4864,20001227,1.0769034673386964,0.9429704773052412,1.4501,1.5378
4863,20001228,1.0679168447977274,0.9325573876495311,1.4422,1.5465
4862,20001229,1.0663917763584723,1.010866574965612,1.4698,1.454
4861,20010102,1.0594194372300583,1.0204567078972406,1.5015,1.4714
4860,20010103,1.050634040200467,1.0166056662599974,1.4999,1.4754
4859,20010104,1.0542012704970214,1.0834918621855845,1.5378,1.4193
4858,20010105,1.0608938017993979,1.1398142688679245,1.5465,1.3568
4857,20010108,1.053387495066415,1.115116189891863,1.454,1.3039
4856,20010109,1.0422219523619518,1.0959332638164756,1.4714,1.3426
4855,20010110,1.032310116435026,1.138425925925926,1.4754,1.296
4854,20010111,1.0115829585636305,1.0898410504492053,1.4193,1.3023
4853,20010112,0.9850531170221523,1.0238454572894657,1.3568,1.3252
4852,20010115,0.9656309692314032,1.0509389860562588,1.3039,1.2407
4851,20010116,0.9484459538426632,1.0828292604242278,1.3426,1.2399
4850,20010117,0.9262179822989327,1.075429424943988,1.296,1.2051
4849,20010118,0.916503829988095,1.0935426987992274,1.3023,1.1909
4848,20010119,0.9165928416470768,1.0818842354477916,1.3252,1.2249
4847,20010205,0.9142006118742952,1.0162175444344335,1.2407,1.2209
4846,20010206,0.908547290467425,1.0122458976242958,1.2399,1.2249
4845,20010207,0.9057545802786184,0.9676409185803758,1.2051,1.2454
4844,20010208,0.8981217325822193,0.9760675354479142,1.1909,1.2201
4843,20010209,0.8906031623236106,0.9923039533376541,1.2249,1.2344
4842,20010212,0.895849751426993,0.9834071687474829,1.2209,1.2415
4841,20010213,0.9028364783618068,0.9742304939155333,1.2249,1.2573
4840,20010214,0.9175214750656363,1.0167360600865376,1.2454,1.2249
4839,20010215,0.9330424006507969,0.9896982478909799,1.2201,1.2328
4838,20010216,0.945706910414286,0.9886272625340381,1.2344,1.2486
4837,20010219,0.9566977999813817,0.9685598377281948,1.2415,1.2818
4836,20010220,0.9697780385254715,0.9833411543876115,1.2573,1.2786
4835,20010221,0.9761346131058178,0.9651721692538021,1.2249,1.2691
4834,20010222,0.9854002108991062,0.9647832211613709,1.2328,1.2778
4833,20010223,0.9919311973719437,0.9646168108776266,1.2486,1.2944
4832,20010226,0.9992560059519517,0.9975873608841156,1.2818,1.2849
4831,20010227,1.0052373657574123,1.0043201633807242,1.2786,1.2731
4830,20010228,1.0134206902642784,0.9993700291361524,1.2691,1.2699
4829,20010301,1.0216517713624376,0.9981252929229808,1.2778,1.2802
4828,20010302,1.0302888871006672,1.0018575851393188,1.2944,1.292
4827,20010305,1.0289579166365432,1.0118119536971415,1.2849,1.2699
4826,20010306,1.0267052792863611,1.0075182019626463,1.2731,1.2636
4825,20010307,1.0241716740944617,0.9981136524404622,1.2699,1.2723
4824,20010308,1.0209084929540961,1.017000317762949,1.2802,1.2588
4823,20010309,1.0178033284829393,1.0380845251486421,1.292,1.2446
4822,20010312,1.0134435908831179,1.0106645443692799,1.2699,1.2565
4821,20010313,1.010384187192703,1.0120134550696782,1.2636,1.2486
4820,20010314,1.0096884498480239,1.011286861139814,1.2723,1.2581
4819,20010315,1.0047617354055767,0.9712962962962962,1.2588,1.296
4818,20010316,0.9968676059898637,0.9776136988453382,1.2446,1.2731
4817,20010319,0.9941613273801764,0.9509573904488005,1.2565,1.3213
4816,20010320,0.9921334470666281,0.939362022269034,1.2486,1.3292
4815,20010321,0.9885942355929256,0.9527451722832261,1.2581,1.3205
4814,20010322,0.9919901804963249,0.9963865610824941,1.296,1.3007
4813,20010323,0.9955155188202784,0.975779872767686,1.2731,1.3047
4812,20010326,1.0041439716200729,1.0195216049382716,1.3213,1.296
4811,20010327,1.0147806402594246,1.0256172839506172,1.3292,1.296
4810,20010328,1.0224977330289857,1.0378841468207185,1.3205,1.2723
4809,20010329,1.0223175060626293,1.0116667962977366,1.3007,1.2857
4808,20010330,1.0268405027714884,1.0073347745521928,1.3047,1.2952
4807,20010402,1.0224471401648907,1.014878621769773,1.296,1.277
4806,20010403,1.0163573990332135,1.013608634443923,1.296,1.2786
4805,20010404,1.0087470375452163,0.977564348828275,1.2723,1.3015
4804,20010405,1.0061925416700763,0.9672735479987964,1.2857,1.3292
4803,20010406,1.0045863516098987,0.9790611535263436,1.2952,1.3229
4802,20010409,1.0013478663976125,0.9488779907861493,1.277,1.3458
4801,20010410,0.9980533536822759,0.9585426193867606,1.2786,1.3339
4800,20010411,1.0014622157234854,0.9921481933221528,1.3015,1.3118
4799,20010412,1.0054760944432375,1.026250772081532,1.3292,1.2952
4798,20010413,1.0067161322501939,1.0251065478496706,1.3229,1.2905
4797,20010416,1.0138561366193488,1.0259185851501753,1.3458,1.3118
4796,20010417,1.0190300986646283,1.0432504301579855,1.3339,1.2786
4795,20010419,1.0185118468154253,1.0374881366656121,1.3118,1.2644
4794,20010420,1.0133304715108116,1.0199228285691786,1.2952,1.2699
4793,20010423,1.0076911291558135,1.0251827136955831,1.2905,1.2588
4792,20010424,1.002846906910358,1.042683411493522,1.3118,1.2581
4791,20010425,0.9963029649223155,1.0201867070932737,1.2786,1.2533
4790,20010426,0.9911587500673282,0.976823238566131,1.2644,1.2944
4789,20010427,0.9884365009052032,0.9950634696755994,1.2699,1.2762
4788,20010430,0.9852942878862123,0.990011797090051,1.2588,1.2715
4787,20010508,0.978436616017188,0.9785330948121646,1.2581,1.2857
4786,20010509,0.9761365615746378,0.9346010439970173,1.2533,1.341
4785,20010510,0.9799432253273817,0.982019573628708,1.2944,1.3181
4784,20010511,0.9812783639170345,0.9630244491397525,1.2762,1.3252
4783,20010514,0.9841461620081003,0.9704625248053732,1.2715,1.3102
4782,20010515,0.9880884635782606,0.9813005647992673,1.2857,1.3102
4781,20010516,0.9992546679796862,1.0417152178979259,1.341,1.2873
4780,20010517,1.0022731570639603,1.0264776886535316,1.3181,1.2841
4779,20010518,1.0099933994928025,1.0383952358564488,1.3252,1.2762
4778,20010521,1.0164668808699941,1.033036347867224,1.3102,1.2683
4777,20010522,1.021656070660664,1.0234338384627402,1.3102,1.2802
4776,20010523,1.01517886890695,0.9945148331273178,1.2873,1.2944
4775,20010524,1.0109949776028226,0.995040681906238,1.2841,1.2905
4774,20010525,1.0041334342434645,0.999373531714957,1.2762,1.277
4773,20010528,0.9984889272160131,0.9846285226302306,1.2683,1.2881
4772,20010529,0.9950489465885176,0.9853756157635468,1.2802,1.2992
4771,20010530,0.9955417354970358,1.0098299266656263,1.2944,1.2818
4770,20010531,0.9955268389662021,1.0118394229261407,1.2905,1.2754
4769,20010601,0.9953766784287688,0.9886196485251992,1.277,1.2917
4768,20010604,0.997316789453276,1.0071936820705294,1.2881,1.2789
4767,20010605,0.9986721432691594,1.013970186529306,1.2992,1.2813
4766,20010606,0.9956225154294724,0.9911846582121869,1.2818,1.2932
4765,20010607,0.9940171667840526,1.0028306337474446,1.2754,1.2718
4764,20010608,0.9956954064998198,1.0272785112136154,1.2917,1.2574
4763,20010611,0.9939876660158133,1.0503449408672798,1.2789,1.2176
4762,20010612,0.9913879446693807,1.047498364944408,1.2813,1.2232
4761,20010613,0.9949905661473846,1.0530944625407166,1.2932,1.228
4760,20010614,0.9962196778575583,1.032305194805195,1.2718,1.232
4759,20010615,0.993509020438024,1.0259464751958225,1.2574,1.2256
4758,20010618,0.9875256789795581,0.974469787915166,1.2176,1.2495
4757,20010619,0.9817851208577606,0.9814651368049427,1.2232,1.2463
4756,20010620,0.973827788972555,1.001958224543081,1.228,1.2256
4755,20010621,0.9695586116774644,1.0052219321148825,1.232,1.2256
4754,20010622,0.966476833520011,1.0019620667102682,1.2256,1.2232
4753,20010625,0.9722301158788794,1.031536365887889,1.2495,1.2113
4752,20010626,0.9771844334048662,1.018218954248366,1.2463,1.224
4751,20010627,0.9794682592206574,1.0104707725286504,1.2256,1.2129
4750,20010628,0.9809767493603289,1.0205679074027811,1.2256,1.2009
4749,20010629,0.9826958758371356,1.0308444294623293,1.2232,1.1866
4748,20010702,0.9796074860415512,1.0382274792148796,1.2113,1.1667
4747,20010703,0.9789852343831364,1.0392256749872644,1.224,1.1778
4746,20010704,0.9796541404727949,1.0332225913621265,1.2129,1.1739
4745,20010705,0.9786140209508457,1.037763567231248,1.2009,1.1572
4744,20010706,0.9768520204411101,1.028249566724437,1.1866,1.154
4743,20010709,0.974055693074337,1.0397469031280635,1.1667,1.1221
4742,20010710,0.9706276123301982,1.0392658607606107,1.1778,1.1333
4741,20010711,0.9689785438004255,1.0229173928197979,1.1739,1.1476
4740,20010712,0.9663511269178615,1.0147316730971587,1.1572,1.1404
4739,20010713,0.9650896659616994,0.9932007918065238,1.154,1.1619
4738,20010716,0.9615064986869654,0.972357019064125,1.1221,1.154
4737,20010717,0.9576877359080762,1.0007064017660043,1.1333,1.1325
4736,20010718,0.9565075472566648,1.032943294329433,1.1476,1.111
4735,20010719,0.9573652040580557,1.0428898033836307,1.1404,1.0935
4734,20010720,0.9612649952823824,1.0672361532102508,1.1619,1.0887
4733,20010723,0.9705438290061866,1.1240989674654198,1.154,1.0266
4732,20010724,0.9751014597454469,1.1293378540087755,1.1325,1.0028
4731,20010725,0.9736216151582825,1.0721868365180467,1.111,1.0362
4730,20010726,0.971088435374149,1.0635090449328923,1.0935,1.0282
4729,20010727,0.9640825388871845,1.0604909409701928,1.0887,1.0266
4728,20010730,0.9496464277005604,1.0470168281489036,1.0266,0.9805
4727,20010731,0.9360721760081598,1.0137484836231296,1.0028,0.9892
