,date,lable,text
2474,20100317,1.1019643951511813,
2473,20100318,1.0937944996701623,
2472,20100319,1.0876968502605735,
2471,20100322,1.0884906068189255,
2470,20100323,1.1019723797143042,
2469,20100324,1.1097868610082562,
2468,20100325,1.1165638567393166,
2467,20100326,1.115841629112638,
2466,20100329,1.1020885178183,
2465,20100330,1.080396531085459,
2464,20100331,1.065477158455437,
2463,20100401,1.0460848777729224,
2462,20100402,1.0338675528718173,
2461,20100406,1.0358304763560182,1.9920779802293942
2460,20100407,1.0389876069374766,1.837016084419719
2459,20100408,1.047155008407154,1.9765519009518113
2458,20100409,1.0638538240473026,1.9630860978067761
2457,20100412,1.0880949253383452,1.8380670816370868
2456,20100413,1.0893343324689597,1.6154818238001678
2455,20100415,1.0788697706136405,1.6412122410639245
2454,20100416,1.0619691888424698,1.5447918164820942
2453,20100419,1.0383898863035819,1.4091091871486603
2452,20100420,1.0039272898202325,1.3702909446457474
2451,20100421,0.9985730803517576,1.350810721765938
2450,20100422,1.004231544547011,1.3474069174804497
2449,20100423,0.9963606530567958,1.1819873096267162
2448,20100426,0.9887600403436736,1.089012380508736
2447,20100427,0.9820019504238362,1.0498007189746796
2446,20100428,0.9558127037329114,0.9669710269874859
2445,20100429,0.9225341323840851,0.872654565941603
2444,20100430,0.892976770292046,0.7710786360473209
2443,20100504,0.8677070866297371,0.7156030630165551
2442,20100505,0.8599467855055062,0.7053662217437114
2441,20100506,0.8620871659800188,0.6619953361869494
2440,20100507,0.8736524884897611,0.7418746961625011
2439,20100510,0.883381108393483,0.7490182985962067
2438,20100511,0.8916872219206439,0.7610364018853355
2437,20100512,0.8843396540660226,0.790110709257061
2436,20100513,0.8890373345656921,0.7710790009848418
2435,20100514,0.8958726086217553,0.8531698564593303
2434,20100517,0.9010810365736849,0.8251647398166169
2433,20100518,0.9062714257326238,0.8305101495105448
2432,20100519,0.9162092954983061,0.9090920258964877
2431,20100520,0.9198340199439982,0.8912537877177747
2430,20100524,0.9356000920630988,1.0007624502547698
2429,20100525,0.9688100176854673,1.043929528916124
2428,20100526,1.0016323351330876,1.1143582281479476
2427,20100527,1.0322363955243963,1.1217541177101777
2426,20100528,1.066534373744495,1.135234210543573
2425,20100531,1.0736159225113586,1.1393752683701497
2424,20100601,1.0791757228885068,1.1098365776339312
2423,20100602,1.0882997807454662,1.1505241651873932
2422,20100603,1.1011073369623305,1.198355710968155
2421,20100604,1.1117657519274264,1.2068099321374086
2420,20100607,1.1363182515035972,1.2757533923701132
2419,20100608,1.1573830043594031,1.317208230267596
2418,20100609,1.1816649332895022,1.4037596824650294
2417,20100610,1.214290908501602,1.6421587946401504
2416,20100611,1.248460638015849,1.6984699478034901
2415,20100617,1.2744279650166155,1.6927643153895058
2414,20100618,1.279528324375674,1.5728262777510664
2413,20100621,1.274560282952614,1.4340070353641527
2412,20100622,1.2508295548576602,1.374389090596459
2411,20100623,1.2126886233594476,1.3795745135200064
2410,20100624,1.1735003022046748,1.4257952117914647
2409,20100625,1.1510019952828554,1.4735869386289153
2408,20100628,1.1256835162535797,1.448362249476518
2407,20100629,1.082145390417545,1.411829968497688
2406,20100630,1.0464070950535789,1.4578929893183679
2405,20100701,1.0004988918896336,1.325430931954774
2404,20100702,0.9527452597588694,1.2707777641828788
2403,20100705,0.9001257210741315,1.225319025765368
2402,20100706,0.872743448041448,1.2170837335764642
2401,20100707,0.8418532171057346,1.2607919613935348
2400,20100708,0.8233863730876139,1.1790430811991264
2399,20100709,0.8316481366163935,1.3032527851374214
2398,20100712,0.8565483397615286,1.374224672639559
2397,20100713,0.880024415319739,1.4112311690020394
2396,20100714,0.896291591203199,1.377312440017209
2395,20100715,0.9071907984083162,1.2571440019232312
2394,20100716,0.9029186162986952,1.2138660850733776
2393,20100719,0.8941879794622655,1.2394537766225704
2392,20100720,0.8875555187729318,1.2496744841531224
2391,20100721,0.8846536595528707,1.1656325830778396
2390,20100722,0.8944170573298859,1.154909839699132
2389,20100723,0.9132691309935121,1.122887525349696
2388,20100726,0.9303617209736063,1.038536043284733
2387,20100727,0.9448242690761676,1.0538656923712164
2386,20100728,0.9690125275079912,1.0062409482984254
2385,20100729,0.9917404518860214,0.9966211908708403
2384,20100730,0.9937357629873319,1.0147319651065985
2383,20100802,1.0013445731171042,1.098525413428014
2382,20100803,1.0104269578969067,1.0701445877295819
2381,20100804,1.0138611966881441,1.0435726764930238
2380,20100805,1.0202156479692612,1.077778406696729
2379,20100806,1.0357342923365351,1.1446288704248377
2378,20100809,1.0484603939628976,1.1150122116016414
2377,20100810,1.0495686248291587,1.062326133841778
2376,20100811,1.0524103532602118,1.0704375868290197
2375,20100812,1.046727229359709,1.0592679266400427
2374,20100813,1.034144454878954,1.0509950941271815
2373,20100816,1.0205572620843286,1.0598343406660629
2372,20100818,1.0165990791731334,1.0455053832161645
2371,20100819,1.01219113952413,1.007204465341885
2370,20100820,1.0061699132077493,0.9292855525362318
2369,20100823,0.9993337925182427,0.9275294409881785
2368,20100824,0.9948199638482421,0.9465554612084376
2367,20100825,0.9877489771972708,0.9491297043794769
2366,20100826,0.9760364796661304,0.9550427546420618
2365,20100827,0.9687543816514215,0.9468661752740152
2364,20100830,0.9639998793141232,0.9300936829131392
2363,20100831,0.9509672408082936,0.9270325679475164
2362,20100901,0.9411645329053276,0.9100558393161171
2361,20100902,0.9365884973816387,0.8836364893837748
2360,20100903,0.9371981735800725,0.8992267001517054
2359,20100906,0.9335399551007831,0.8371751149832186
2358,20100907,0.9333662212613631,0.8242488713885757
2357,20100908,0.9376543525455413,0.7924439100093525
2356,20100909,0.9448194098036494,0.8946247487666728
2355,20100910,0.948755961769366,0.9612312030075187
2354,20100913,0.9553190721191542,0.9240755287888044
2353,20100914,0.9576632471657078,0.9026947066805663
2352,20100915,0.954748238953304,0.8899528703514937
2351,20100916,0.9445747237201538,0.8386469221835076
2350,20100917,0.9310226201375194,0.8337048544137861
2349,20100920,0.913409812919902,0.829646785641615
2348,20100921,0.8943220442920976,0.7994385000963947
2347,20100927,0.8871661637639359,0.8563018381007326
2346,20100928,0.8794878270543157,0.8976096075001182
2345,20100929,0.8663589213359715,0.9027234896597216
2344,20100930,0.8629778366292571,0.9409046604815711
2343,20101008,0.8720306013446215,0.9472314362300289
2342,20101011,0.884952396555323,0.9394344607155669
2341,20101012,0.9017038112406869,0.9630712207618776
2340,20101013,0.9270092062425308,0.9772744161538098
2339,20101014,0.9510378239966529,1.0280454500431577
2338,20101015,0.966104828729177,0.9832885455156198
2337,20101018,0.9564360431918162,0.9221415443103436
2336,20101019,0.9644741801091661,0.9809429843827081
2335,20101020,0.9740899295711979,0.9949738441494884
2334,20101021,0.9763867159258256,1.0253357015985791
2333,20101022,0.9899683329796456,1.041967929110876
2332,20101025,1.0259121011604035,1.0756814097106795
2331,20101026,1.0596692241369299,1.1807534288575925
2330,20101027,1.0841694762490628,1.056880052030103
2329,20101028,1.1159006831094396,1.0427229702461753
2328,20101029,1.1461790654038952,1.0618273692393656
2327,20101101,1.171581824000829,1.0987403373050273
2326,20101102,1.1624999749077318,0.9756459653521111
2325,20101103,1.147887737025026,0.9556075325421134
2324,20101104,1.1342947846209401,0.9625140721933458
2323,20101105,1.1124010375439262,0.9272048720277604
2322,20101108,1.0875483059922704,0.9405321423798282
2321,20101109,1.0882655875794858,0.9534551715870577
2320,20101110,1.0968865820533433,0.9035541033450696
2319,20101111,1.098891292349388,0.8939256524615352
2318,20101112,1.087217393545045,0.7828174891238685
2317,20101115,1.0739730204869335,0.7532502896069192
2316,20101116,1.0488033913546144,0.7047183166706235
2315,20101117,1.0278601006475054,0.7000004367060139
2314,20101118,1.0142168822810376,0.7873734163395427
2313,20101119,1.024073169145975,0.81167687558665
2312,20101122,1.028186331756211,0.8234144933115196
2311,20101123,1.0304201622444609,0.8047810692103786
2310,20101124,1.040834860705324,0.8422058117602563
2309,20101125,1.0462189114324532,0.8689086468398846
2308,20101126,1.0439536987040205,0.8843216729056408
2307,20101129,1.0344433362103365,0.974468988223957
2306,20101130,1.0263574960005915,0.9038466879600054
2305,20101201,1.0090924613762957,0.964496368878839
2304,20101202,0.9953137795959549,1.0447586831074964
2303,20101203,0.9778839548123157,1.0839866618280418
2302,20101206,0.9630718497208006,1.051608933241477
2301,20101207,0.9621679443464966,1.0473272336409396
2300,20101208,0.9608798548217008,1.0652922119471142
2299,20101209,0.9560508711408562,0.9585078501971734
2298,20101210,0.958186739986616,0.9279249513245618
2297,20101213,0.971260510860587,0.9610935979535827
2296,20101214,0.9825051307000237,1.015449952845206
2295,20101215,0.9940918683546184,1.0788123330719852
2294,20101216,1.0091676463582282,1.0791568079156808
2293,20101217,1.0272492515272065,1.0944305683361815
2292,20101220,1.0395616521801656,1.0812331453787694
2291,20101221,1.0439205572232992,1.0730553477935678
2290,20101222,1.0503485707461564,1.0851183695706008
2289,20101223,1.0482816490596405,0.9791032334996584
2288,20101224,1.034887436782802,0.9690567935306947
2287,20101227,1.013525015638732,0.9365813406786504
2286,20101228,0.98674082040128,0.8550594790811666
2285,20101229,0.9614329868042518,0.8909998080982536
2284,20101230,0.9399210870117389,0.8879753156880931
2283,20101231,0.9326447376185484,0.9216555242376947
2282,20110104,0.9358895226570765,0.9332928905039845
2281,20110105,0.9484369127537279,0.9236142632295641
2280,20110106,0.9523070757852004,0.8935052809709984
2279,20110107,0.9605601657961975,0.8615117318624226
2278,20110110,0.9519796286965997,0.8201816807133803
2277,20110111,0.938490875573971,0.8440050607585252
2276,20110112,0.9408104644005529,0.926516014611057
2275,20110113,0.9612664738359428,1.027315515212641
2274,20110114,0.9769961226023037,0.9799100573325642
2273,20110117,0.987363694117851,0.8969460141184077
2272,20110118,1.0000103696962626,0.8985499579740556
2271,20110119,1.0025339389788994,0.9430834331714284
2270,20110120,0.9957006168680138,1.0180750415780786
2269,20110121,0.9939122664010395,1.0147537690889061
2268,20110124,0.9913286108284007,0.9001717411960506
2267,20110125,0.9866635998731204,0.8972620840119228
2266,20110126,0.9768831750391819,0.9390634576622457
2265,20110127,0.9642267453142661,0.9771898674990364
2264,20110128,0.9547695614563938,0.9769248954807884
2263,20110131,0.9657097683003728,1.0021925529024474
2262,20110201,0.9849564408485217,1.0352580246348275
2261,20110209,1.0027858019592713,1.0487092187479619
2260,20110210,1.0204349484152546,1.056254462508609
2259,20110211,1.0358550138013203,1.0919561007101355
2258,20110214,1.0524946383799862,1.110510398674723
2257,20110215,1.0640677750551943,1.09878216434945
2256,20110216,1.0744771267029976,1.107951825684033
2255,20110217,1.075316963256816,1.071915211001009
2254,20110218,1.065948097677915,1.034885112117224
2253,20110221,1.065432686339907,1.1330589229607932
2252,20110222,1.0665490029994278,1.1649497038828736
2251,20110223,1.0764047614976509,1.2945261918775752
2250,20110224,1.0869633640391252,1.2843467298394358
2249,20110225,1.1087948176574125,1.3610427832560286
2248,20110228,1.1125131673781665,1.3999276530965983
2247,20110301,1.117217053992311,1.3360814286231752
2246,20110302,1.1081388567777921,1.3866748938988052
2245,20110303,1.095374761083176,1.3644695621079144
2244,20110304,1.0781363525737104,1.3499079189686924
2243,20110307,1.0622436147402925,1.3146270439781975
2242,20110308,1.049366655658819,1.2355714484099432
2241,20110309,1.0387244431718607,1.2627680422217349
2240,20110310,1.0374970893728228,1.216752037494038
2239,20110311,1.0331889565528263,1.1933230561711148
2238,20110314,1.0261191069545164,1.2358371053605488
2237,20110315,1.0098160732802308,1.270242209288226
2236,20110316,0.9967678497061676,1.1778557010684982
2235,20110317,0.9858216410902451,1.12261962525507
2234,20110318,0.9813971590549607,1.1919191219268828
2233,20110321,0.9754401603782965,1.1445115438612992
2232,20110322,0.9755017640264579,1.0646156165398895
2231,20110323,0.9720920854842099,0.977455019677088
2230,20110324,0.9722925695276355,0.9930433457580232
2229,20110325,0.9692981620725455,0.9936198535146513
2228,20110328,0.9638401996455063,0.9391758945730758
2227,20110329,0.9530205089298269,0.8611405842760212
2226,20110330,0.9411485305932331,0.9256233088805602
2225,20110331,0.9283904339991761,0.9767820365953663
2224,20110401,0.9160275610504538,0.9812300915787379
2223,20110406,0.9081303164094795,0.9676991956195488
2222,20110407,0.9089514399011891,0.9264995825858363
2221,20110408,0.9186507568861509,0.9180306320722368
2220,20110412,0.917089853341557,0.8714217278526861
2219,20110414,0.91823122060527,0.9146997212955282
2218,20110415,0.9206164875808512,0.9775498028636647
2217,20110418,0.9199315289357624,0.9236377895826823
2216,20110419,0.9124501304474798,0.9299586377276329
2215,20110420,0.9218727653480835,0.95803881690176
2214,20110421,0.9256176685017853,0.9414860509401056
2213,20110422,0.9324224029883755,0.9100853009376546
2212,20110425,0.934291656431401,0.8621392924346372
2211,20110426,0.94108184794893,0.9022022671811702
2210,20110427,0.9386015072780031,0.8465289532165763
2209,20110428,0.9272595493296245,0.8080959783078738
2208,20110429,0.9178912545636422,0.8180777831623568
2207,20110503,0.9155567071761992,0.8343536253723084
2206,20110504,0.9061819814812869,0.8465046246504625
2205,20110505,0.9026314002334852,0.867792173961583
2204,20110506,0.9106094320971463,0.857185864196014
2203,20110509,0.9187195782522555,0.8969067606576844
2202,20110510,0.9249288292125258,0.9050023851168707
2201,20110511,0.9377787827087913,0.8975512681714926
2200,20110512,0.9453850956280718,0.8927449182815415
2199,20110516,0.9426463651222928,0.8401285360181944
2198,20110517,0.9206929208375039,0.7547210600607857
2197,20110518,0.8957893831637533,0.7151449011761853
2196,20110519,0.8727319003312195,0.7191339584134402
2195,20110520,0.8498597321868246,0.7060203376210538
2194,20110523,0.8381707875189223,0.688898920142105
2193,20110524,0.8483905147987493,0.6939175894573075
2192,20110525,0.8515483709745008,0.6472105388461233
2191,20110526,0.8454507664818444,0.6401333635376188
2190,20110527,0.8356380054678854,0.6094924034528204
2189,20110530,0.8311660591974883,0.6398098661495529
2188,20110531,0.8216525072702262,0.6589774996832216
2187,20110601,0.8301264187319845,0.7281024789407298
2186,20110602,0.8397640441124309,0.7523846221447065
2185,20110603,0.8565659358875054,0.7302880191099015
2184,20110607,0.8723115790982555,0.7538045406766157
2183,20110608,0.8846698473552977,0.7013641849326754
2182,20110609,0.8903056615868761,0.7155262178075362
2181,20110610,0.8999591337861355,0.7122497303438196
2180,20110613,0.9091858962445595,0.7339994775339603
2179,20110614,0.9154034541093748,0.7341778761119705
2178,20110615,0.9221580564866275,0.7496932848011604
2177,20110616,0.9190694680918235,0.7393080752443769
2176,20110617,0.9139393044649695,0.6544758475999721
2175,20110620,0.9050634915071418,0.5918000023375136
2174,20110621,0.8974567941226126,0.6154871961218936
2173,20110622,0.8937401699010897,0.6600019305640464
2172,20110623,0.902313036891375,0.6897228418360338
2171,20110624,0.9225559871682159,0.6859327772110866
2170,20110627,0.9476230229059434,0.6618336963546279
2169,20110628,0.9681837334811558,0.6634017310356823
2168,20110629,0.9853217040475858,0.726446638605877
2167,20110630,1.0005543573873534,0.774565405005548
2166,20110701,1.0085008944026133,0.7569018766106622
2165,20110705,1.0207725070185951,0.7562543241967502
2164,20110706,1.0345288728864321,0.7536729352276996
2163,20110707,1.0480839750780133,0.741769119223252
2162,20110708,1.052288191222074,0.730853073681151
2161,20110711,1.0599945564598685,0.7348214396775837
2160,20110712,1.0530869059387873,0.6847983441608939
2159,20110713,1.052100951018221,0.7084909899257438
2158,20110714,1.070348562870566,0.7623502474675055
2157,20110715,1.1089254384477387,0.8402570806357376
2156,20110718,1.1441499302973774,0.8315907716236066
2155,20110719,1.1761359683501151,0.8057805090543377
2154,20110720,1.199863285475578,0.8439521256852879
2153,20110721,1.1920267947291496,0.7479316490436901
2152,20110722,1.1684796167926872,0.765434954859083
2151,20110725,1.1267320379905934,0.6516322633445485
2150,20110726,1.0983829177839453,0.663982612072313
2149,20110727,1.0752019408623785,0.6772259910960357
2148,20110728,1.0611304858373838,0.6766400017226343
2147,20110729,1.0410273566866277,0.6691626994024704
2146,20110801,1.0412658872251712,0.6831689078457547
2145,20110802,1.0451655383968828,0.7438242063763361
2144,20110803,1.0457312608351683,0.7590836743974534
2143,20110804,1.046373655278194,0.7443487743371879
2142,20110805,1.0443564318064138,0.706356387014111
2141,20110808,1.0244447227901134,0.6407942137138567
2140,20110809,0.9954665562831191,0.641896613433777
2139,20110810,0.9664228330206632,0.6716436847234958
2138,20110811,0.9464786607265393,0.691836793457917
2137,20110812,0.9436984553466738,0.7516929079833663
2136,20110815,0.9622836251426218,0.7520090774035818
2135,20110816,0.9803842634465059,0.7447971248749237
2134,20110817,0.9923361163787257,0.727264799753507
2133,20110818,0.9948365797013896,0.7190808780373283
2132,20110819,0.9901676602793072,0.7345743111688005
2131,20110822,0.986671052635036,0.755518297902486
2130,20110823,0.9935108430622754,0.7863504110575363
2129,20110824,0.9984988144623853,0.7670162475433927
2128,20110825,1.011937951135541,0.7975493002350821
2127,20110826,1.0249602491316026,0.8268325508804963
2126,20110829,1.0355880514581433,0.8490996897687658
2125,20110830,1.030478941262814,0.8227162614234994
2124,20110831,1.0281663824376555,0.8013555754221114
2123,20110901,1.0243635332036214,0.8304381963415505
2122,20110902,1.0160058512087178,0.7937283922215193
2121,20110905,0.9932645415756952,0.7330316178713496
2120,20110906,0.9752469424747431,0.7767676970830567
2119,20110907,0.9680436377488022,0.7877051961270455
2118,20110908,0.9533365644079537,0.7791516856168654
2117,20110909,0.9409519473617978,0.7640003714858106
2116,20110913,0.9376190118797444,0.7632963022594322
2115,20110914,0.9486154090892968,0.7894181616904894
2114,20110915,0.9487820323087977,0.7753086258132929
2113,20110916,0.9511899022183699,0.7641002128704766
2112,20110919,0.9500956343126561,0.7618059933166589
2111,20110920,0.9514767209927764,0.7639687414641945
2110,20110921,0.9448572664852986,0.8021790433700361
2109,20110922,0.9369827104167334,0.8177794812088254
2108,20110923,0.9330810421466201,0.8078122658140215
2107,20110926,0.9357254977405735,0.7887050689618682
2106,20110927,0.9363972891988719,0.8174082866871403
2105,20110928,0.9296940526587845,0.7983061144266161
2104,20110929,0.9235854138480644,0.7635662526250905
2103,20110930,0.9165877541936733,0.750267620711026
2102,20111010,0.9127881897452824,0.7507959153553683
2101,20111011,0.9102056158001901,0.7531549370407039
2100,20111012,0.9173221422274043,0.798769130530237
2099,20111013,0.9344634831947336,0.868219942664649
2098,20111014,0.9511713715909735,0.956899021045005
2097,20111017,0.9663575379147271,0.9561785750618875
2096,20111018,0.9770071199100488,0.9098185347876874
2095,20111019,0.9783876295756894,0.926461850044774
2094,20111020,0.9744567129228545,0.9285428598173789
2093,20111021,0.9678822680553988,0.8764826614132988
2092,20111024,0.9628884884573029,0.939129597029174
2091,20111025,0.9640362266409329,0.9981942906919768
2090,20111026,0.9655102156855302,1.0362445006084433
2089,20111027,0.977733440241771,1.0633062280539642
2088,20111028,0.9944292471647564,1.0563669160264804
2087,20111031,1.025873033714511,1.104585973953618
2086,20111101,1.0540661370534652,1.1543244263149384
2085,20111102,1.0873168914020324,1.173914597744294
2084,20111103,1.1088077654056925,1.1481494639796073
2083,20111104,1.1338417092805886,1.194990990990991
2082,20111107,1.1342582328489725,1.1514865544217385
2081,20111108,1.128903365204451,1.1459102476791283
2080,20111109,1.129002106988344,1.197001512590088
2079,20111110,1.1283408142733402,1.1782825140012445
2078,20111111,1.1187966307435107,1.1777347811542183
2077,20111114,1.1162873911316913,1.254677656644913
2076,20111115,1.1180306675360276,1.284613000697296
2075,20111116,1.0998966121590124,1.2490273526217042
2074,20111117,1.0834016197234826,1.2325545080127267
2073,20111118,1.070067228258791,1.225553572995583
2072,20111121,1.0461348899431362,1.14877655538695
2071,20111122,1.0209350461265978,1.0887692728765623
2070,20111123,1.0065114180366588,1.07360559840149
2069,20111124,0.9928402119181026,1.07360559840149
2068,20111125,0.977839498278418,1.0573455352791465
2067,20111128,0.9771099248597163,1.0807711013839147
2066,20111129,0.9814367250391246,1.1041425904524846
2065,20111130,0.9760439488180369,0.9949126602084527
2064,20111201,0.9737677196614718,1.0050360380913754
2063,20111202,0.9690307611050216,0.9839696732737224
2062,20111205,0.9536549926539912,0.9836859259771585
2061,20111206,0.9375863443199264,0.9739481502170987
2060,20111207,0.9410231661009988,1.0477047390259884
2059,20111208,0.941393589383606,1.0008261221492527
2058,20111209,0.9461414142172532,0.9051194539249146
2057,20111212,0.9582345778206852,0.8444940789750939
2056,20111213,0.9657390106870605,0.8177403712939872
2055,20111214,0.9669628644095861,0.860950459700886
2054,20111215,0.9599159417456729,0.8146011924932048
2053,20111216,0.9658471697820274,0.9221416934391035
2052,20111219,0.9768793692707622,0.9542411557583909
2051,20111220,0.9860383200766707,1.008151237050779
2050,20111221,0.9925161999148557,0.9766149797340655
2049,20111222,1.014372606591405,0.9782436863647391
2048,20111223,1.0265782977158504,1.0197463681639538
2047,20111226,1.0283511201333189,1.0225263550250787
2046,20111228,1.0222728718622478,0.9242928518662674
2045,20111229,1.0143067108723984,0.8669260640783095
2044,20111230,1.0039252294309522,0.8780646707304288
2043,20120104,0.9839794750548128,0.8727261628616774
2042,20120105,0.9498774212667346,0.819116266488456
2041,20120106,0.9320166660088947,0.9027768063230048
2040,20120109,0.9235179843109875,0.9402492344184235
2039,20120110,0.9116115392515423,0.9335056370802243
2038,20120111,0.9044302632997028,0.9066126159122313
2037,20120112,0.9135984681934999,0.8400295256841704
2036,20120113,0.9134386077989022,0.7729712072425218
2035,20120116,0.8990073013328616,0.7521662400432454
2034,20120117,0.8890027544135078,0.800789774498597
2033,20120118,0.8696805004947396,0.7739089269244268
2032,20120119,0.8550621969938169,0.761563978378031
2031,20120120,0.8579739811996635,0.7711403522480426
2030,20120130,0.8706792044821572,0.7406859801861303
2029,20120131,0.8767484245755406,0.7753993413560679
2028,20120201,0.8968448388107464,0.7915101255383488
2027,20120202,0.9205835007323208,0.8080423668584792
2026,20120203,0.9380751645407392,0.8025372144880372
2025,20120206,0.9543389161595336,0.8221226874391432
2024,20120207,0.9606546818465943,0.8114709349706066
2023,20120208,0.9684200701721613,0.8231180359124225
2022,20120209,0.9741067063995019,0.8489191256390645
2021,20120210,0.9788782260318619,0.9038742441741966
2020,20120213,0.9867817758364252,0.9297371941483623
2019,20120214,0.9988777465099712,0.876642093928601
2018,20120215,1.0089012938955135,0.9120847310436426
2017,20120216,1.0193272891490481,0.9362073456629331
2016,20120217,1.0227086361119597,0.9362981191773598
2015,20120220,1.0219666327365957,0.8755062816039332
2014,20120221,1.0279207816768203,0.9052740888329801
2013,20120222,1.0347445785575042,0.9421304828603022
2012,20120223,1.0354998255324437,0.9726132218168876
2011,20120224,1.0441711439534105,0.9826813401468512
2010,20120227,1.0518877229255543,0.9410767274268758
2009,20120228,1.0623917384592056,1.0043949241720829
2008,20120229,1.0619006751817708,0.9701727260679418
2007,20120301,1.062130830671685,0.9857864841898116
2006,20120302,1.057195216507053,0.9982325093925695
2005,20120305,1.0532906129188118,1.0026679797663278
2004,20120306,1.040227973160426,1.0139864078398977
2003,20120307,1.0290351647863567,0.9925468403859873
2002,20120308,1.0202587528129343,1.0083684358326312
2001,20120309,1.0097760860747735,1.0036751772787027
2000,20120312,0.9996327411568319,0.9586299839520511
1999,20120313,0.998928517706636,0.9547894935056973
1998,20120314,0.9998182462833808,0.9396823440333856
1997,20120315,0.9892326788890956,0.8978871678473583
1996,20120316,0.9798828056721759,0.9290887227290399
1995,20120319,0.9743192265135908,0.9488807790283825
1994,20120320,0.9610995327313927,0.9326667522041168
1993,20120321,0.9527793510902103,0.956109993040796
1992,20120322,0.9547899028808166,0.9490799891818292
1991,20120323,0.9516758318862593,0.9097511976510585
1990,20120326,0.9432549320977592,0.8959639392242236
1989,20120327,0.9373947768049625,0.8455562218108821
1988,20120328,0.9249611508695876,0.8046442285189263
1987,20120329,0.914496608499334,0.7417839635578394
1986,20120330,0.9027734405928819,0.7132960754705232
1985,20120405,0.8952749167393546,0.7105074835939522
1984,20120406,0.890828103980291,0.7181226744231022
1983,20120409,0.8919687536062846,0.6826392448961129
1982,20120410,0.8899539915745536,0.6912583582901217
1981,20120411,0.8930820888956934,0.7026407776100846
1980,20120412,0.8957619905122498,0.6826530688094194
1979,20120413,0.900728507830252,0.6951299558640461
1978,20120416,0.9090131235862481,0.7065583712699887
1977,20120417,0.9189575323503281,0.6955224329342082
1976,20120418,0.9327040910498365,0.7073369319381201
1975,20120419,0.9451844298667463,0.7543185573449075
1974,20120420,0.9542057252438597,0.7476443107134374
1973,20120423,0.9465112834575969,0.6761500151160755
1972,20120424,0.9334678664684997,0.6786926118866975
1971,20120425,0.91894776749952,0.69467906820848
1970,20120426,0.8978767219567031,0.6847840733005457
1969,20120427,0.8797003685784375,0.6889695479350536
1968,20120502,0.8816330299659385,0.7025419099320565
1967,20120503,0.8860417531838293,0.6653139037301892
1966,20120504,0.8904040475585933,0.6586771869087397
1965,20120507,0.9022244741210188,0.717571028342586
1964,20120508,0.9120299507638959,0.7020001177034378
1963,20120509,0.9165237238102601,0.7015444949294266
1962,20120510,0.9241044268488954,0.7172789593953243
1961,20120511,0.9298951048951021,0.7083713533383739
1960,20120514,0.9380907445801385,0.7077774813233724
1959,20120515,0.9594115970227572,0.7673842716115261
1958,20120516,0.9777283697531611,0.7420982068040891
1957,20120517,0.9951188731569999,0.7341018347555599
1956,20120518,1.0061809598019864,0.7224627061643895
1955,20120521,1.0050653602918218,0.6962366724261453
1954,20120522,0.989148156872523,0.7398969783867028
1953,20120523,0.9778044460610129,0.6795099358524525
1952,20120524,0.9677430597642298,0.6548737033811071
1951,20120525,0.9615003386229456,0.6612791597117615
1950,20120528,0.9604736973985014,0.6680389906349286
1949,20120529,0.9601581931619669,0.6544932359458876
1948,20120530,0.9626522383907677,0.6374906378729246
1947,20120531,0.9665864984885979,0.65617199324833
1946,20120601,0.977164832628937,0.7226929753699661
1945,20120604,0.98364374807806,0.7122763617087069
1944,20120605,0.9844235385307257,0.6799368896848749
1943,20120606,0.9857194851815718,0.7144068685738266
1942,20120607,0.9812812729120267,0.7839895879873346
1941,20120608,0.9725887924484529,0.7749961261331061
1940,20120611,0.9736641500959071,0.7626111921683061
1939,20120612,0.9760887397329409,0.7406385385910207
1938,20120613,0.9785317112508479,0.760253408621402
1937,20120614,0.9841819100458227,0.7879947466386991
1936,20120615,0.9902970949190906,0.8321661434436127
1935,20120618,0.9950880585764664,0.8761863493204253
1934,20120619,0.9978808390653434,0.8116951825750165
1933,20120620,0.9948450309310185,0.8607317253235178
1932,20120621,0.9879248103586279,0.8471160234978959
1931,20120625,0.9788228368205187,0.794769427190467
1930,20120626,0.9687202120126158,0.7857106668423026
1929,20120627,0.9637996786968143,0.7625578026078154
1928,20120628,0.9540631445629024,0.7289321100209353
1927,20120629,0.9483224340678688,0.7192494656604059
1926,20120702,0.9470699011691974,0.7185446626365787
1925,20120703,0.9482236903321822,0.7309456130377109
1924,20120704,0.949008268234295,0.7405641520656
1923,20120705,0.9435283754068522,0.6804947741145423
1922,20120706,0.9383824611359248,0.6864472685887708
1921,20120709,0.9247962623992214,0.6511232418516814
1920,20120710,0.9109254176202644,0.6506906538932828
1919,20120711,0.9020608734511373,0.6689532016213612
1918,20120712,0.9057334776789865,0.6683593458292884
1917,20120713,0.9058957154125235,0.6547768101425484
1916,20120716,0.9066205480285671,0.6289190102504412
1915,20120717,0.9050249066326788,0.6359824751495736
1914,20120718,0.9012130505703895,0.629505628246617
1913,20120719,0.8984988591013132,0.624158387014594
1912,20120720,0.8975579275678659,0.625731850117096
1911,20120723,0.9083952747485584,0.6167471248047707
1910,20120724,0.9181777264807159,0.6252252252252253
1909,20120725,0.9260379285781449,0.6039689387402933
1908,20120726,0.9294533033620241,0.6147037128104254
1907,20120727,0.9330233555758696,0.6097671633123424
1906,20120730,0.9286862072187747,0.5801227867247976
1905,20120731,0.9173645793493034,0.5544989418981544
