,ts_code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma30,ma5_rank,ma5_rank_standard,ma30_rank,ma30_rank_standard,signal,close5v,close10v,close20v,close30v,assets,bmoney,count,bprice,sdate,smoney,sprice,free,earnings
0,002028.SZ,20040917,1.0315,1.0973,1.0138,1.0927,1.0229,0.0698,6.8237,15120.84,31466.6421,0.9921000000000001,1.0631766666666664,3.0,1.0,1.0,-1.0,-1.0,10.379793172874532,11.672005124919924,10.157408254781735,10.143680790701932,10000.0,,,,,,,,
1,002028.SZ,20040920,1.1008,1.157,1.0882,1.1312,1.0927,0.0384999999999999,3.5234,19615.96,43650.376,1.03604,1.0573399999999997,3.0,1.0,1.0,-1.0,-1.0,9.754243281471004,10.80533946251768,10.178571428571427,9.887729844413013,10000.0,,,,,,,,
2,002028.SZ,20040921,1.1312,1.1889,1.113,1.1555,1.1312,0.0242999999999999,2.1482,13259.57,30202.1678,1.08088,1.05137,3.0,1.0,1.0,-1.0,-1.0,9.736910428385979,10.433578537429684,10.393768931198617,10.083080917351797,10000.0,,,,,,,,
3,002028.SZ,20040922,1.1489,1.2147,1.1408,1.1843,1.1555,0.0287999999999999,2.4924,15108.39,35212.5098,1.11732,1.0478433333333332,3.0,1.0,1.0,-1.0,-1.0,9.636916321877903,10.132567761546907,9.615806805708013,9.765262180190831,10000.0,,,,,,,,
4,002028.SZ,20040923,1.1833,1.198,1.1312,1.1641,1.1843,-0.0201999999999999,-1.7056,9258.67,21111.0134,1.1455600000000001,1.0433066666666666,3.0,1.0,1.0,-1.0,-1.0,10.06528648741517,9.278412507516538,9.751739541276523,10.034361309165881,10000.0,,,,,,,,
5,002028.SZ,20040924,1.1697,1.2274,1.1342,1.1342,1.1641,-0.0298999999999998,-2.5685,12856.13,30215.9775,1.15386,1.0397133333333333,3.0,1.0,1.0,-1.0,-1.0,11.244930347381414,9.31317228002116,9.960324457767587,10.397637101040381,10000.0,,,,,,,,
6,002028.SZ,20040927,1.155,1.1788,1.0932,1.1034,1.1342,-0.0308000000000001,-2.7156,7578.48,16953.9894,1.1483,1.0374366666666666,2.0,0.0,1.0,-1.0,-1.0,11.07757839405474,9.408192858437557,9.990030813848106,10.586369403661411,10000.0,,,,,,,,
7,002028.SZ,20040928,1.1084,1.1337,1.0983,1.1251,1.1034,0.0217,1.9666,4331.62,9551.5588,1.14222,1.0352933333333332,1.0,-1.0,1.0,-1.0,-1.0,10.715491956270553,9.532486001244333,10.108434805795042,10.252422006932719,10000.0,,,,,,,,
8,002028.SZ,20040929,1.1236,1.1438,1.117,1.1413,1.1251,0.0161999999999999,1.4399,5156.1,11549.1211,1.13362,1.03639,1.0,-1.0,2.0,0.0,0.0,10.514325768860072,9.228073249802856,9.844913694909312,10.155086305090686,10000.0,,,,,,,,
9,002028.SZ,20040930,1.1388,1.197,1.1388,1.1717,1.1413,0.0303999999999999,2.6636,12628.75,29470.691,1.1351399999999998,1.0378766666666668,2.0,0.0,3.0,1.0,1.0,9.21822992233507,9.44269010838952,9.545958863190236,9.904412392250578,9959.449999999999,9959.449999999999,8500.0,1.1717,20041109,9507.25,1.1185,19.014500000000016,-452.1999999999989
10,002028.SZ,20041008,1.1843,1.2805,1.1843,1.2754,1.1717,0.1037000000000001,8.8504,14343.15,35003.8581,1.1633799999999999,1.0452833333333333,3.0,1.0,3.0,1.0,1.0,8.282107574094402,8.702367884585229,8.690606868433433,9.052062098165282,10840.900000000001,9948.12,7800.0,1.2754,20041111,9020.7,1.1565,18.041400000000017,-927.4200000000001
11,002028.SZ,20041011,1.2805,1.2997,1.2198,1.2223,1.2754,-0.0531000000000001,-4.1634,14968.09,37374.3447,1.18716,1.0519633333333336,3.0,1.0,3.0,1.0,1.0,8.493004990591508,9.419946003436145,9.150781313916388,9.337314898142846,10389.55,,,,,,,,
12,002028.SZ,20041012,1.2066,1.2344,1.1894,1.2056,1.2223,-0.0166999999999999,-1.3663,6545.64,15643.0442,1.2032599999999998,1.0579033333333334,3.0,1.0,3.0,1.0,1.0,8.895985401459853,9.961844724618448,9.664067684140678,9.65577305905773,10247.6,,,,,,,,
13,002028.SZ,20041013,1.197,1.2147,1.1833,1.2,1.2056,-0.0056,-0.4645,4909.74,11621.5622,1.2149999999999999,1.0646333333333335,3.0,1.0,3.0,1.0,1.0,8.776666666666666,9.49,9.637500000000001,9.65,10200.0,,,,,,,,
14,002028.SZ,20041014,1.202,1.2031,1.0801,1.0801,1.2,-0.1198999999999999,-9.9917,10973.61,24198.4377,1.19668,1.0676700000000001,1.0,-1.0,3.0,1.0,1.0,10.24349597259513,10.510137950189797,10.814739375983704,10.721229515785573,9180.85,,,,,,,,
15,002028.SZ,20041018,1.0401,1.0791,1.0062,1.0563,1.0801,-0.0238,-2.2035,8453.13,17571.5198,1.15286,1.0701833333333335,1.0,-1.0,3.0,1.0,1.0,10.507431600870964,10.694878348953896,11.164441919909116,10.75641389756698,8978.55,,,,,,,,
16,002028.SZ,20041019,1.0583,1.1028,1.0365,1.0381,1.0563,-0.0181999999999999,-1.723,5525.96,11758.0083,1.11602,1.0711800000000002,1.0,-1.0,3.0,1.0,1.0,11.09141701184857,10.618437530103073,11.252287833542047,10.994123880165688,8823.85,,,,,,,,
17,002028.SZ,20041020,1.035,1.0725,1.0148,1.0725,1.0381,0.0343999999999999,3.3137,4793.19,9882.939,1.0894,1.0732733333333335,1.0,-1.0,3.0,1.0,1.0,11.1981351981352,10.604195804195804,10.755244755244755,10.428904428904428,9116.25,,,,,,,,
18,002028.SZ,20041021,1.0755,1.0872,1.0527,1.0532,1.0725,-0.0193,-1.7995,2812.09,5910.4147,1.0600399999999996,1.0759366666666668,1.0,-1.0,3.0,1.0,1.0,10.81276110900114,10.668439042916823,11.004557538928978,10.582035700721612,8952.199999999999,,,,,,,,
19,002028.SZ,20041022,1.0477,1.112,1.0239,1.1064,1.0532,0.0532000000000001,5.0513,5823.25,12427.3862,1.0652999999999997,1.0800033333333334,2.0,0.0,3.0,1.0,1.0,10.260303687635574,10.109363702096893,10.488973246565438,10.347975415762834,9404.4,,,,,,,,
20,002028.SZ,20041025,1.1185,1.153,1.1034,1.1099,1.1064,0.0035,0.3163,6764.04,15033.1076,1.0760199999999998,1.0848600000000002,3.0,1.0,3.0,1.0,1.0,10.178394449950446,9.986485268943147,10.40183800342373,10.328858455716732,9434.150000000001,,,,,,,,
21,002028.SZ,20041026,1.1074,1.1519,1.0983,1.1514,1.1099,0.0414999999999998,3.7391,4923.24,10988.5196,1.0986799999999997,1.0907633333333338,3.0,1.0,3.0,1.0,1.0,9.573562619419837,9.714260899774189,9.912280701754385,9.815876324474553,9786.9,,,,,,,,
22,002028.SZ,20041027,1.1884,1.2182,1.1762,1.201,1.1514,0.0496,4.3078,9891.71,23410.4362,1.1243799999999997,1.0981700000000003,3.0,1.0,3.0,1.0,1.0,9.469608659450458,9.701082431307244,9.692756036636135,9.612822647793505,10208.5,,,,,,,,
23,002028.SZ,20041028,1.2091,1.2091,1.1292,1.1388,1.201,-0.0622,-5.179,9362.5,21529.3399,1.1414999999999995,1.1039400000000006,3.0,1.0,3.0,1.0,1.0,9.86652616789603,10.155426765015807,10.168598524762906,10.826308394801547,9679.800000000001,,,,,,,,
24,002028.SZ,20041029,1.1054,1.1778,1.0932,1.1352,1.1388,-0.0036,-0.3161,5492.61,12360.2589,1.1472599999999997,1.1097433333333337,3.0,1.0,3.0,1.0,1.0,9.852889358703314,10.28981677237491,10.200845665961944,11.065891472868216,9649.2,,,,,,,,
25,002028.SZ,20041101,1.1302,1.154,1.1201,1.1297,1.1352,-0.0055,-0.4845,2809.85,6317.7526,1.1512199999999997,1.114906666666667,3.0,1.0,3.0,1.0,1.0,9.811454368416396,10.439054616269807,10.057537399309552,11.012658227848103,9602.449999999999,,,,,,,,
26,002028.SZ,20041102,1.1241,1.1312,1.0958,1.1023,1.1297,-0.0273999999999998,-2.4254,3431.18,7521.0894,1.1413999999999997,1.121266666666667,1.0,-1.0,3.0,1.0,1.0,10.14696543590674,10.596933684115031,10.353805679034744,11.616619794974143,9369.550000000001,,,,,,,,
27,002028.SZ,20041103,1.1059,1.1413,1.0983,1.1373,1.1023,0.0349999999999999,3.1752,2334.18,5168.5674,1.1286599999999996,1.1281333333333339,1.0,-1.0,3.0,1.0,1.0,10.24443858260793,10.142442627275125,9.834696210322694,10.814209091708433,9667.05,,,,,,,,
28,002028.SZ,20041104,1.1388,1.1712,1.118,1.1236,1.1373,-0.0137,-1.2046,4449.43,10097.9005,1.1256199999999996,1.132183333333334,1.0,-1.0,3.0,1.0,1.0,10.292808828764686,10.315058739765043,9.919010323958705,10.856176575293699,9550.599999999999,,,,,,,,
29,002028.SZ,20041105,1.1398,1.1489,1.1084,1.1185,1.1236,-0.0050999999999998,-0.4539,2080.95,4606.1288,1.1222799999999995,1.1353700000000007,1.0,-1.0,3.0,1.0,1.0,10.443451050514081,10.375502905677248,10.23603039785427,10.497988377291014,9507.25,,,,,,,,
30,002028.SZ,20041108,1.1074,1.1206,1.0947,1.1084,1.1185,-0.0100999999999999,-0.903,1292.28,2823.359,1.1180199999999996,1.135893333333334,1.0,-1.0,3.0,1.0,1.0,10.639660772284374,10.415914832190545,10.342836521111511,10.183146878383255,9421.4,,,,,,,,
31,002028.SZ,20041109,1.1084,1.1352,1.1023,1.1185,1.1084,0.0100999999999999,0.9112,2045.16,4528.2111,1.1212599999999997,1.1354700000000006,2.0,0.0,2.0,0.0,0.0,10.443451050514081,10.203844434510504,10.104604380867233,10.109074653553867,9528.785500000002,,,,,,,,
32,002028.SZ,20041110,1.1312,1.1869,1.1094,1.1651,1.1185,0.0465999999999999,4.1663,7260.91,16668.6781,1.1268199999999997,1.1357900000000007,3.0,1.0,2.0,0.0,0.0,9.900437730666896,9.991417045747145,9.909020684919751,10.286670672045318,9528.785500000002,,,,,,,,
33,002028.SZ,20041111,1.1691,1.2091,1.155,1.1565,1.1651,-0.0085999999999999,-0.7381,7725.0,18108.8446,1.1333999999999997,1.1348633333333342,3.0,1.0,1.0,-1.0,-1.0,10.021616947686987,10.01297016861219,10.66061392131431,10.034587116299178,9528.785500000002,,,,,,,,
34,002028.SZ,20041112,1.1565,1.1783,1.154,1.1681,1.1565,0.0115999999999998,1.003,3439.47,7920.1621,1.1433199999999997,1.1349966666666675,3.0,1.0,2.0,0.0,0.0,9.934937077305028,9.913534800102731,10.754216248608852,10.481123191507578,9528.785500000002,,,,,,,,
35,002028.SZ,20041115,1.1717,1.1894,1.1646,1.1793,1.1681,0.0112,0.9588,3075.8,7151.5632,1.1574999999999995,1.136500000000001,3.0,1.0,3.0,1.0,1.0,9.789705757652845,9.634528957856357,10.549478504197404,10.48079369117273,9434.4,8962.68,7600.0,1.1793,20041122,8774.2,1.1545,17.54840000000002,-188.47999999999956
36,002028.SZ,20041115,1.1717,1.1894,1.1646,1.1793,1.1681,0.0112,0.9588,3075.8,7151.5632,1.1574999999999995,1.136500000000001,3.0,1.0,3.0,1.0,1.0,9.789705757652845,9.634528957856357,10.549478504197404,10.48079369117273,9434.4,9434.4,8000.0,1.1793,20041119,9284.0,1.1605,18.568000000000016,-150.39999999999964
37,002028.SZ,20041116,1.1894,1.1894,1.1464,1.1681,1.1793,-0.0112,-0.9497,4397.18,10077.8151,1.1674199999999995,1.1386566666666675,3.0,1.0,3.0,1.0,1.0,9.770567588391405,9.770567588391405,10.962246383015152,10.516222926119339,9344.8,,,,,,,,
38,002028.SZ,20041117,1.1702,1.1702,1.1479,1.1535,1.1681,-0.0145999999999999,-1.2499,2542.0,5789.322,1.1650999999999996,1.1396033333333342,2.0,0.0,3.0,1.0,1.0,10.091894234937147,9.696575639358475,10.662332032943215,10.35543996532293,9228.0,,,,,,,,
39,002028.SZ,20041118,1.1641,1.1651,1.154,1.159,1.1535,0.0055,0.4768,1778.99,4077.9195,1.1655999999999995,1.140193333333334,2.0,0.0,3.0,1.0,1.0,9.99137187230371,9.6160483175151,10.524590163934427,10.484900776531493,9272.0,,,,,,,,
40,002028.SZ,20041119,1.1631,1.1742,1.1484,1.1605,1.159,0.0015,0.1294,2417.07,5537.483,1.1640799999999996,1.1398200000000007,1.0,-1.0,2.0,0.0,0.0,9.978457561395949,9.865575183110728,10.118052563550194,10.68504954760879,9359.817500000003,,,,,,,,
41,002028.SZ,20041122,1.1605,1.1691,1.1489,1.1545,1.1605,-0.006,-0.517,2227.93,5093.7455,1.1591199999999997,1.1357900000000007,1.0,-1.0,1.0,-1.0,-1.0,9.841489822433955,9.929839757470766,9.776526634906887,10.8722390645301,9359.817500000003,,,,,,,,
42,002028.SZ,20041123,1.154,1.154,1.1368,1.1413,1.1545,-0.0132000000000001,-1.1434,3364.11,7598.4277,1.1537599999999997,1.1330900000000008,1.0,-1.0,1.0,-1.0,-1.0,10.0,9.902742486638045,9.907123455708403,11.033032506790503,9359.817500000003,,,,,,,,
43,002028.SZ,20041124,1.1413,1.2036,1.1378,1.1641,1.1413,0.0227999999999999,1.9977,5696.85,13204.0897,1.1558799999999998,1.1317066666666675,2.0,0.0,1.0,-1.0,-1.0,9.608281075508977,9.917532858001891,10.29550725882656,10.569538699424449,9359.817500000003,,,,,,,,
44,002028.SZ,20041125,1.158,1.1717,1.1469,1.158,1.1641,-0.0060999999999999,-0.524,1851.44,4229.6921,1.1556799999999998,1.1303066666666675,2.0,0.0,1.0,-1.0,-1.0,9.624352331606218,10.646804835924009,10.021588946459413,10.315198618307427,9359.817500000003,,,,,,,,
45,002028.SZ,20041126,1.1494,1.1767,1.1484,1.158,1.158,0.0,0.0,2171.73,5000.2285,1.15518,1.1329033333333343,1.0,-1.0,3.0,1.0,1.0,9.886873920552677,10.848013816925734,10.572538860103627,10.67357512953368,9264.0,9264.0,8000.0,1.158,20041207,9041.6,1.1302,18.083200000000016,-222.39999999999964
46,002028.SZ,20041129,1.1641,1.1641,1.1347,1.1362,1.158,-0.0217999999999998,-1.8826,2052.21,4649.3075,1.15152,1.1355666666666677,1.0,-1.0,3.0,1.0,1.0,10.08977292730153,10.949656750572082,10.878366484773807,10.695300123217743,9089.6,,,,,,,,
47,002028.SZ,20041130,1.1292,1.1484,1.1246,1.1413,1.1362,0.0050999999999998,0.4489,1265.74,2849.6058,1.15152,1.1390066666666676,1.5,-0.5,3.0,1.0,1.0,9.902742486638045,11.21966178918777,10.763164812056427,10.55463068430737,9130.4,8788.01,7700.0,1.1413,20041208,8889.650000000001,1.1545,17.779300000000017,101.64000000000124
48,002028.SZ,20041201,1.1383,1.1388,1.1185,1.1185,1.1413,-0.0227999999999999,-1.9977,1313.56,2932.9301,1.1424,1.140540000000001,1.0,-1.0,3.0,1.0,1.0,10.32185963343764,10.995976754582028,10.67948144836835,10.846669646848458,8948.0,,,,,,,,
49,002028.SZ,20041202,1.1226,1.1383,1.1084,1.1145,1.1185,-0.004,-0.3576,1754.59,3872.5251,1.1337,1.1425833333333344,1.0,-1.0,3.0,1.0,1.0,11.062359802602064,10.944818304172275,10.90354419021983,10.630776132794974,8916.0,,,,,,,,
50,002028.SZ,20041203,1.1195,1.1691,1.119,1.1449,1.1145,0.0303999999999999,2.7277,2581.25,5877.0721,1.13108,1.1438666666666677,1.0,-1.0,3.0,1.0,1.0,10.972137304568083,10.255917547384051,10.830640230587825,10.167700235828455,9159.2,,,,,,,,
51,002028.SZ,20041206,1.1423,1.1616,1.1327,1.1464,1.1449,0.0015,0.131,1464.1,3325.8453,1.13312,1.1450833333333343,2.0,0.0,3.0,1.0,1.0,10.852233077459875,9.845603628750872,10.949057920446617,10.034891835310537,9171.2,,,,,,,,
52,002028.SZ,20041207,1.1438,1.1565,1.1226,1.1302,1.1464,-0.0161999999999999,-1.4131,1117.13,2506.955,1.1309,1.1443766666666675,1.0,-1.0,2.0,0.0,0.0,11.329853123341,10.004423995752965,11.141390904264732,9.798265793664836,9119.334300000004,,,,,,,,
53,002028.SZ,20041208,1.1312,1.1671,1.1312,1.1545,1.1302,0.0242999999999999,2.1501,3002.34,6847.877,1.1381000000000001,1.1428266666666675,3.0,1.0,1.0,-1.0,-1.0,10.653096578605457,10.381117366825464,10.657427457773927,9.206582936336074,9119.334300000004,,,,,,,,
54,002028.SZ,20041209,1.1626,1.2628,1.1489,1.2329,1.1545,0.0784,6.7908,16817.22,40442.2183,1.16178,1.145963333333334,3.0,1.0,3.0,1.0,1.0,9.893746451455916,9.412766647741098,9.688539216481464,9.010463135696325,9000.17,8876.880000000001,7200.0,1.2329,20050119,7973.28,1.1074,15.946560000000014,-903.6000000000013
55,002028.SZ,20041209,1.1626,1.2628,1.1489,1.2329,1.1545,0.0784,6.7908,16817.22,40442.2183,1.16178,1.145963333333334,3.0,1.0,3.0,1.0,1.0,9.893746451455916,9.412766647741098,9.688539216481464,9.010463135696325,9000.17,9000.17,7300.0,1.2329,20050119,8084.0199999999995,1.1074,16.168040000000012,-916.1500000000005
