,ts_code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30
0,601318.SH,20210519,70.7,70.7,69.89,69.97,70.9,-0.9300000000000068,-1.3117,465849.51,3262720.507,70.312,568429.36,70.243,576776.238,71.9995,611063.324,73.3459,577045.8597
1,601318.SH,20210518,70.68,71.39,70.45,70.9,70.37,0.5300000000000011,0.7532,418073.41,2965118.195,70.304,557250.834,70.496,582654.33,72.2169,615357.9805,73.6053,573541.321
2,601318.SH,20210517,70.4,70.82,70.0,70.37,71.18,-0.8100000000000023,-1.138,633003.66,4455919.019,70.18,575542.62,70.788,595288.605,72.3932,634133.432,73.8174,575725.0353
3,601318.SH,20210514,69.4,71.18,69.04,71.18,69.14,2.0400000000000063,2.9505,818771.85,5771742.191,70.112,553855.8,71.032,589050.981,72.6617,621522.726,74.0691,571660.255
4,601318.SH,20210513,69.49,69.83,68.88,69.14,69.93,-0.7900000000000063,-1.1297,506448.37,3506048.01,69.896,502393.806,71.241,583143.064,72.8608,608209.2885,74.2859,565446.0233
5,601318.SH,20210512,70.0,70.52,69.66,69.93,70.28,-0.3499999999999943,-0.498,409956.88,2870375.902,70.174,585123.116,71.616,638691.177,73.1914,605555.171,74.5996,563680.57
6,601318.SH,20210511,69.85,70.53,69.37,70.28,70.03,0.25,0.357,509532.34,3559079.175,70.688,608057.826,72.049,684480.003,73.4824,619457.8905,74.8604,564565.5457
7,601318.SH,20210510,70.18,70.49,69.5,70.03,70.1,-0.06999999999999318,-0.0999,524569.56,3669862.808,71.396,615034.59,72.458,689592.132,73.8281,612683.674,75.1033,568686.4057
8,601318.SH,20210507,70.75,71.09,70.02,70.1,70.53,-0.4300000000000068,-0.6097,561461.88,3961363.207,71.952,624246.162,72.8789,678890.027,74.1775,610205.782,75.3885,568239.736
9,601318.SH,20210506,71.2,71.8,70.36,70.53,72.5,-1.9699999999999989,-2.7172,920094.92,6525763.344,72.586,663892.322,73.3301,671992.306,74.5518,599719.489,75.664,567615.3703
10,601318.SH,20210430,73.98,73.98,72.36,72.5,73.82,-1.3199999999999932,-1.7881,524630.43,3825446.895,73.058,692259.238,73.756,645350.41,74.8973,577180.6705,75.9191,568979.6667
11,601318.SH,20210429,72.81,73.96,72.56,73.82,72.81,1.009999999999991,1.3872,544416.16,4003254.829,73.41,760902.18,73.9378,648061.631,75.16,568984.8165,76.1669,578262.684
12,601318.SH,20210428,73.0,73.11,72.39,72.81,73.27,-0.45999999999999375,-0.6278,570627.42,4147666.503,73.52,764149.674,73.9983,672978.259,75.3321,565943.2505,76.4073,595608.296
13,601318.SH,20210427,72.72,73.46,72.03,73.27,72.89,0.37999999999999545,0.5213,759692.68,5520922.253,73.8058,733533.892,74.2914,653994.471,75.5877,562964.892,76.775,594705.367
14,601318.SH,20210426,74.02,74.03,72.76,72.89,74.26,-1.3700000000000045,-1.8449,1061929.5,7769915.592,74.0742,680092.29,74.4806,633275.513,75.8084,556597.503,77.1179,587566.0293
15,601318.SH,20210423,74.37,75.58,73.88,74.26,74.37,-0.10999999999999943,-0.1479,867845.14,6466806.593,74.454,598441.582,74.7667,572419.165,76.0914,526175.2665,77.4878,573728.7793
16,601318.SH,20210422,74.9,74.93,73.98,74.37,74.23,0.14000000000000057,0.1886,560653.63,4167214.25,74.4655,535221.082,74.9158,554435.778,76.266,504608.317,77.8386,575217.974
17,601318.SH,20210421,74.2293,74.4747,73.9053,74.2391,74.6121,-0.37300000000000466,-0.4999,417548.51,3156222.891,74.4767,581806.844,75.1982,535775.216,76.4259,508233.5425,78.0849,578129.5647
18,601318.SH,20210420,74.6612,74.7594,74.1016,74.6121,74.7889,-0.17680000000000007,-0.2364,492484.67,3730599.99,74.7771,574455.05,75.4761,541521.537,76.6434,512914.5905,78.3608,596950.446
19,601318.SH,20210419,74.0722,74.7987,73.6304,74.7889,74.3176,0.4712999999999994,0.6342,653675.96,4949470.614,74.887,586458.736,75.7735,527446.672,76.8309,515426.9025,78.6536,615546.1747
20,601318.SH,20210416,74.406,74.4943,73.6304,74.3176,74.4256,-0.10800000000000409,-0.1451,551742.64,4158750.98,75.0794,546396.748,76.0386,509010.931,77.0007,530794.295,78.9259,620896.177
21,601318.SH,20210415,74.7594,75.0048,73.8071,74.4256,75.7411,-1.3155000000000001,-1.7368,793582.44,6004162.228,75.3661,573650.474,76.3822,489908.002,77.2815,543363.2105,79.2728,634162.9553
22,601318.SH,20210414,75.5841,76.0651,75.3975,75.7411,75.1619,0.5792000000000002,0.7706,380789.54,2936032.854,75.9198,489743.588,76.6659,458908.242,77.6118,556923.3145,79.6308,646609.2563
23,601318.SH,20210413,76.0553,76.3989,74.8085,75.1619,75.751,-0.589100000000002,-0.7777,552503.1,4254139.273,76.1751,508588.024,76.8839,471935.313,78.0168,565060.815,79.8298,662325.4033
24,601318.SH,20210412,75.7411,76.0848,75.2208,75.751,75.751,0.0,0.0,453366.02,3488299.461,76.6601,468434.608,77.1362,479919.493,78.4365,564711.2875,80.1007,671342.2337
25,601318.SH,20210409,77.1745,77.1843,75.5743,75.751,77.1941,-1.4431000000000012,-1.8694,688011.27,5322377.558,76.9978,471625.114,77.416,479931.368,78.8484,574383.5865,80.3632,695578.5373
26,601318.SH,20210408,76.9978,77.5475,76.5854,77.1941,77.0174,0.17670000000001096,0.2294,374048.01,2937859.212,77.3983,406165.53,77.6163,454780.856,79.3,585609.072,80.6898,735894.48
27,601318.SH,20210407,77.9206,77.9206,76.7523,77.0174,77.5868,-0.5694000000000017,-0.7339,475011.72,3729878.594,77.4121,428072.896,77.6536,480691.869,79.5282,599306.739,80.8583,762544.707
