,code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000333.SZ,20210520,79.0,80.86,77.57,80.7,77.33,3.3700000000000045,4.3579,735330.93,5884598.445
1,000333.SZ,20210519,77.05,77.76,76.5,77.33,77.84,-0.5100000000000051,-0.6552,225052.69,1736145.799
2,000333.SZ,20210518,79.8,80.0,77.2,77.84,78.4,-0.5600000000000023,-0.7143,268555.15,2106345.388
3,000333.SZ,20210517,77.0,79.35,76.88,78.4,76.44,1.960000000000008,2.5641,418092.3,3276114.961
4,000333.SZ,20210514,75.3,76.57,73.62,76.44,75.15,1.289999999999992,1.7166,304811.13,2297770.135
5,000333.SZ,20210513,76.12,76.5,75.0,75.15,77.27,-2.1199999999999903,-2.7436,329507.62,2482149.422
6,000333.SZ,20210512,78.9,78.9,76.45,77.27,78.34,-1.0700000000000074,-1.3658,273410.35,2106351.405
7,000333.SZ,20210511,77.16,79.0,76.59,78.34,78.0,0.3400000000000034,0.4359,273334.64,2127125.363
8,000333.SZ,20210510,75.83,79.2,75.83,78.0,75.08,2.9200000000000017,3.8892,549439.86,4265793.301
9,000333.SZ,20210507,77.4,77.55,75.0,75.08,77.56,-2.480000000000004,-3.1975,437295.14,3308412.782
10,000333.SZ,20210506,78.31,79.77,77.49,77.56,80.17,-2.6099999999999994,-3.2556,491159.46,3841342.54
11,000333.SZ,20210430,84.7,84.7,79.8,80.17,83.43,-3.260000000000005,-3.9075,582377.0,4702118.111
12,000333.SZ,20210429,82.06,84.25,81.87,83.43,81.55,1.8800000000000097,2.3053,298159.63,2474034.002
13,000333.SZ,20210428,81.0,81.7,80.08,81.55,80.72,0.8299999999999983,1.0282,179025.75,1452688.936
14,000333.SZ,20210427,79.97,81.63,79.2,80.72,80.03,0.6899999999999977,0.8622,190000.53,1531692.781
15,000333.SZ,20210426,84.24,85.0,79.91,80.03,83.86,-3.8299999999999983,-4.5671,418029.19,3424838.078
16,000333.SZ,20210423,80.42,84.0,80.26,83.86,80.25,3.6099999999999994,4.4984,451415.58,3741273.48
17,000333.SZ,20210422,79.62,80.29,79.01,80.25,79.6,0.6500000000000057,0.8166,230968.78,1841507.581
