,code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,600887.SH,20210520,38.9,40.11,38.9,39.92,38.8,1.1200000000000045,2.8866,846939.3,3361252.929
1,600887.SH,20210519,39.07,39.07,38.49,38.8,39.18,-0.38000000000000256,-0.9699,382369.84,1478016.176
2,600887.SH,20210518,39.6,39.6,38.7,39.18,39.66,-0.4799999999999969,-1.2103,512361.25,1993691.452
3,600887.SH,20210517,39.2,39.96,39.02,39.66,39.27,0.38999999999999346,0.9931,631303.52,2502771.479
4,600887.SH,20210514,39.0,39.6,38.41,39.27,38.77,0.5,1.2897,626781.21,2454332.589
5,600887.SH,20210513,38.0,38.85,37.88,38.77,38.36,0.4100000000000037,1.0688,450756.87,1738856.466
6,600887.SH,20210512,38.15,38.5,37.88,38.36,38.39,-0.030000000000001137,-0.0781,400105.12,1529690.652
7,600887.SH,20210511,37.55,38.57,37.26,38.39,37.53,0.8599999999999994,2.2915,630123.91,2395695.372
8,600887.SH,20210510,38.6,38.6,37.05,37.53,38.61,-1.0799999999999983,-2.7972,888816.81,3350896.273
9,600887.SH,20210507,39.73,39.8,38.6,38.61,39.65,-1.0399999999999991,-2.623,749089.84,2923669.261
10,600887.SH,20210506,40.66,40.78,39.41,39.65,40.95,-1.3000000000000043,-3.1746,805277.59,3223035.21
11,600887.SH,20210430,42.0,42.06,40.57,40.95,42.08,-1.1299999999999955,-2.6854,876748.77,3619927.688
12,600887.SH,20210429,41.4,42.66,41.2,42.08,39.25,2.8299999999999983,7.2102,1494189.45,6271152.282
13,600887.SH,20210428,39.61,39.61,38.6,39.25,39.73,-0.4799999999999969,-1.2082,591440.78,2303146.834
14,600887.SH,20210427,39.59,39.91,39.16,39.73,39.62,0.10999999999999943,0.2776,252333.15,998009.877
15,600887.SH,20210426,40.65,41.0,39.5,39.62,40.51,-0.8900000000000006,-2.197,447320.85,1801605.645
16,600887.SH,20210423,39.81,40.81,39.58,40.51,39.98,0.5300000000000011,1.3257,415025.42,1677135.643
17,600887.SH,20210422,39.97,40.07,39.45,39.98,39.67,0.30999999999999517,0.7814,305462.25,1214989.201
18,600887.SH,20210421,39.5,39.9,39.06,39.67,40.0,-0.3299999999999983,-0.825,356027.21,1407314.873
19,600887.SH,20210420,40.01,40.24,39.68,40.0,40.1,-0.10000000000000142,-0.2494,290269.18,1161361.919
20,600887.SH,20210419,38.8,40.29,38.3,40.1,39.02,1.0799999999999983,2.7678,485551.83,1925509.063
21,600887.SH,20210416,38.7,39.15,38.54,39.02,38.81,0.21000000000000085,0.5411,290900.89,1129981.712
22,600887.SH,20210415,39.91,39.92,38.13,38.81,39.68,-0.8699999999999974,-2.1925,539545.46,2086830.946
23,600887.SH,20210414,40.19,40.25,39.5,39.68,39.8,-0.11999999999999744,-0.3015,255126.05,1016118.342
24,600887.SH,20210413,39.46,40.46,39.38,39.8,39.31,0.4899999999999949,1.2465,320878.69,1282580.199
25,600887.SH,20210412,39.78,39.95,39.01,39.31,39.8,-0.4899999999999949,-1.2312,392412.25,1547439.584
26,600887.SH,20210409,40.98,41.12,39.45,39.8,40.97,-1.1700000000000017,-2.8557,497460.92,1986825.46
27,600887.SH,20210408,39.46,41.47,39.4,40.97,39.54,1.4299999999999997,3.6166,662002.01,2704322.276
28,600887.SH,20210407,40.88,40.88,39.25,39.54,40.78,-1.240000000000002,-3.0407,464876.27,1851989.088
29,600887.SH,20210406,40.5,40.97,40.24,40.78,40.5,0.28000000000000114,0.6914,284494.64,1156798.302
30,600887.SH,20210402,40.5,41.0,40.05,40.5,40.3,0.20000000000000284,0.4963,383911.48,1555627.474
31,600887.SH,20210401,40.02,40.4,39.8,40.3,40.03,0.269999999999996,0.6745,262204.63,1051656.159
32,600887.SH,20210331,40.3,40.36,39.59,40.03,40.26,-0.22999999999999687,-0.5713,277755.44,1107455.627
33,600887.SH,20210330,40.15,40.73,40.06,40.26,40.4,-0.14000000000000057,-0.3465,347633.95,1402999.889
34,600887.SH,20210329,40.5,40.92,39.98,40.4,40.38,0.01999999999999602,0.0495,359685.71,1452099.258
35,600887.SH,20210326,39.31,40.68,39.3,40.38,39.24,1.1400000000000006,2.9052,563527.6,2265392.415
36,600887.SH,20210325,39.0,39.44,38.7,39.24,39.1,0.14000000000000057,0.3581,267228.92,1046570.847
37,600887.SH,20210324,38.95,40.1,38.85,39.1,38.96,0.14000000000000057,0.3593,463477.83,1824708.124
38,600887.SH,20210323,39.15,39.58,38.59,38.96,39.25,-0.28999999999999915,-0.7389,326196.42,1272674.119
39,600887.SH,20210322,39.1,39.47,38.58,39.25,38.96,0.28999999999999915,0.7444,281695.07,1100235.692
40,600887.SH,20210319,39.66,39.89,38.63,38.96,40.15,-1.1899999999999977,-2.9639,442578.8,1734719.474
41,600887.SH,20210318,39.67,40.38,39.53,40.15,39.59,0.5599999999999952,1.4145,391007.22,1566501.693
42,600887.SH,20210317,39.05,39.82,38.56,39.59,39.02,0.5700000000000003,1.4608,388928.45,1531308.032
43,600887.SH,20210316,38.83,39.43,38.57,39.02,38.28,0.740000000000002,1.9331,423448.05,1654675.922
44,600887.SH,20210315,39.28,39.33,37.91,38.28,39.48,-1.1999999999999957,-3.0395,475683.19,1831435.816
45,600887.SH,20210312,39.5,39.6,38.9,39.48,39.3,0.17999999999999972,0.458,474510.33,1859613.653
46,600887.SH,20210311,38.9,39.65,38.6,39.3,38.42,0.8799999999999955,2.2905,613235.59,2404636.066
47,600887.SH,20210310,39.0,39.33,38.31,38.42,37.95,0.46999999999999886,1.2385,685005.39,2656213.252
48,600887.SH,20210309,39.51,39.65,37.72,37.95,39.8,-1.8499999999999943,-4.6482,991476.46,3833579.022
49,600887.SH,20210308,41.55,41.83,39.5,39.8,41.46,-1.6600000000000037,-4.0039,741166.51,2987113.453
50,600887.SH,20210305,41.0,42.1,40.24,41.46,41.5,-0.03999999999999915,-0.0964,475050.06,1962508.121
51,600887.SH,20210304,43.15,43.4,41.25,41.5,43.67,-2.1700000000000017,-4.9691,688875.78,2901671.105
52,600887.SH,20210303,43.0,43.74,42.76,43.67,43.0,0.6700000000000017,1.5581,393230.3,1707601.216
53,600887.SH,20210302,44.03,44.28,42.51,43.0,43.8,-0.7999999999999972,-1.8265,594165.04,2569828.847
54,600887.SH,20210301,43.6,43.97,43.28,43.8,43.22,0.5799999999999983,1.342,459894.54,2008060.407
55,600887.SH,20210226,43.0,43.8,42.61,43.22,44.1,-0.8800000000000026,-1.9955,577813.16,2498615.218
56,600887.SH,20210225,44.4,45.0,43.82,44.1,44.2,-0.10000000000000142,-0.2262,511445.81,2272170.406
57,600887.SH,20210224,45.34,45.76,43.6,44.2,45.01,-0.8099999999999952,-1.7996,697347.94,3110199.409
58,600887.SH,20210223,45.99,46.31,45.0,45.01,46.58,-1.5700000000000003,-3.3705,720022.19,3282304.918
59,600887.SH,20210222,48.26,48.27,46.1,46.58,48.24,-1.6600000000000037,-3.4411,1020002.29,4811856.219
60,600887.SH,20210219,45.97,48.38,45.28,48.24,45.8,2.440000000000005,5.3275,1133565.73,5329460.614
61,600887.SH,20210218,47.6,47.86,45.24,45.8,46.49,-0.6900000000000048,-1.4842,942511.89,4355426.391
62,600887.SH,20210210,46.02,46.85,45.53,46.49,46.02,0.46999999999999886,1.0213,853235.31,3940105.441
63,600887.SH,20210209,45.84,46.43,45.22,46.02,45.72,0.30000000000000426,0.6562,848013.7,3888251.506
