,code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300059.SZ,20210607,31.0,31.6,30.5,31.2,31.02,0.17999999999999972,0.5803,2243388.04,6960569.437
1,300059.SZ,20210604,30.6,31.97,30.42,31.02,30.86,0.16000000000000014,0.5185,2994960.55,9319942.883
2,300059.SZ,20210603,30.76,31.94,30.76,30.86,30.64,0.21999999999999886,0.718,2666024.22,8370516.849
3,300059.SZ,20210602,31.42,31.66,30.43,30.64,31.36,-0.7199999999999989,-2.2959,2104028.33,6504536.872
4,300059.SZ,20210601,31.5,31.68,30.76,31.36,31.8,-0.4400000000000013,-1.3836,2131901.08,6656828.859
5,300059.SZ,20210531,31.04,31.8,30.62,31.8,31.31,0.490000000000002,1.565,2328289.56,7280031.144
6,300059.SZ,20210528,31.3,32.4,30.85,31.31,31.42,-0.11000000000000298,-0.3501,2784335.69,8776555.853
7,300059.SZ,20210527,31.32,31.8,30.56,31.42,31.3,0.120000000000001,0.3834,2310736.57,7196577.117
8,300059.SZ,20210526,31.8657,32.0487,31.0919,31.2999,31.5995,-0.2995999999999981,-0.9481,2424144.08,9162085.748
9,300059.SZ,20210525,29.4529,31.8574,29.403,31.5995,29.4113,2.1881999999999984,7.44,3681035.24,13744301.625
10,300059.SZ,20210524,29.4529,30.0187,29.2033,29.4113,28.6958,0.7155000000000022,2.4934,2293171.51,8155786.351
11,300059.SZ,20210521,29.7857,29.7857,28.6043,28.6958,29.7191,-1.0233000000000025,-3.4432,2277526.39,7930721.726
12,300059.SZ,20210520,29.4529,30.3431,29.2865,29.7191,29.3031,0.41600000000000037,1.4196,2302024.81,8232709.774
13,300059.SZ,20210519,28.4795,30.0353,28.4545,29.3031,28.6292,0.6738999999999997,2.3539,2297210.21,8110703.057
14,300059.SZ,20210518,28.5377,29.5527,28.4545,28.6292,28.5543,0.07489999999999952,0.2623,2182175.63,7574287.902
15,300059.SZ,20210517,28.2049,28.9121,28.1217,28.5543,28.6209,-0.06659999999999755,-0.2327,3163581.02,10872204.642
16,300059.SZ,20210514,25.7089,29.0286,25.6756,28.6209,25.3761,3.244799999999998,12.7868,4533814.6,14990641.638
17,300059.SZ,20210513,24.9601,25.7505,24.8935,25.3761,25.3428,0.03330000000000055,0.1314,1140028.75,3466521.448
18,300059.SZ,20210512,25.1265,25.401,24.9601,25.3428,25.5092,-0.16639999999999944,-0.6523,1135110.07,3439101.613
19,300059.SZ,20210511,24.7188,25.7838,24.4609,25.5092,24.9518,0.5574000000000012,2.2339,1713750.31,5172819.538
20,300059.SZ,20210510,25.0849,25.2097,24.5607,24.9518,25.1182,-0.166400000000003,-0.6625,1376235.18,4108786.498
21,300059.SZ,20210507,26.283,26.3412,24.9684,25.1182,26.0417,-0.9234999999999971,-3.5462,1614686.38,4956421.411
22,300059.SZ,20210506,26.7239,26.8737,25.609,26.0417,26.8238,-0.7820999999999998,-2.9157,1951784.51,6145861.577
23,300059.SZ,20210430,26.5409,27.1982,26.441,26.8238,26.6158,0.2079999999999984,0.7815,1727811.43,5583293.691
24,300059.SZ,20210429,26.3578,27.2481,26.2913,26.6158,26.4161,0.1997,0.756,2261600.32,7277421.468
25,300059.SZ,20210428,24.9684,26.6906,24.9268,26.4161,25.1348,1.2813000000000017,5.0977,2317615.73,7278688.42
26,300059.SZ,20210427,25.0433,25.7089,24.4193,25.1348,25.8087,-0.6739000000000033,-2.6111,3059493.39,9181857.444
27,300059.SZ,20210426,26.6241,26.7905,25.6673,25.8087,26.283,-0.4742999999999995,-1.8046,2567584.46,8114130.229
28,300059.SZ,20210423,25.2929,26.6574,25.218,26.283,25.3844,0.8986000000000018,3.54,2521035.13,7932986.814
29,300059.SZ,20210422,25.243,25.7338,24.9601,25.3844,24.9018,0.4825999999999979,1.938,1633340.06,4979345.292
30,300059.SZ,20210421,24.5108,25.2014,24.4775,24.9018,24.777,0.12480000000000047,0.5037,1269480.17,3802703.603
31,300059.SZ,20210420,24.7687,25.2513,24.7188,24.777,25.0599,-0.28289999999999793,-1.1289,1868420.16,5613619.445
32,300059.SZ,20210419,23.5873,25.1681,23.4042,25.0599,23.7703,1.2896,5.4253,2877403.22,8482150.138
33,300059.SZ,20210416,23.7953,23.9783,23.3377,23.7703,23.7454,0.024899999999998812,0.1049,1399280.95,3982003.801
34,300059.SZ,20210415,23.3044,23.7537,23.2628,23.7454,23.6122,0.13319999999999865,0.5641,1381111.45,3898653.299
