,ts_code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma10,ma20,ma30,ma20_rank,ma20_rank_standard,signal,close5v,close10v,close20v,close30v,assets,bmoney,count,bprice,sdate,smoney,sprice,free,earnings
25,000001.SZ,20040623,2.0612,2.0679,2.0274,2.0386,2.0521,-0.0134999999999996,-0.6579,17311.62,15688.7374,2.042679999999999,2.047640000000004,2.090549999999994,2.0789533333333345,6.0,1.0,1.0,9.67968213479839,9.40351221426469,9.093986068870793,8.93946826253311,10396.86,10396.86,5100,2.0386,20040624,10247.43,2.0093,20.49486000000002,-149.4300000000003
26,000001.SZ,20040915,1.8224,1.9102,1.8089,1.8764,1.8224,0.054,2.9631,104848.71,86959.5302,1.8169599999999986,1.8131400000000049,1.8160649999999936,1.8174166666666671,6.0,1.0,1.0,10.468450223832871,9.73619697292688,9.171818375612876,8.53549349818802,10320.2,10320.2,5500,1.8764,20041014,9750.4,1.7728,19.500800000000016,-569.8000000000011
27,000001.SZ,20041122,1.6669,1.6782,1.6467,1.6624,1.6692,-0.0067999999999999,-0.4074,44725.57,32959.2536,1.6331399999999985,1.607930000000005,1.596324999999991,1.6342833333333329,6.0,1.0,1.0,9.56689124157844,9.458012512030798,9.295596727622712,8.753609239653512,9808.16,9808.16,5900,1.6624,20041129,9383.36,1.5904,18.766720000000017,-424.7999999999993
28,000001.SZ,20041206,1.5813,1.5881,1.5656,1.5723,1.5813,-0.0089999999999998,-0.5692,19089.71,13330.6788,1.5763599999999989,1.5962100000000046,1.6020699999999912,1.5962866666666664,6.0,1.0,1.0,9.842905297971125,9.828277046365198,9.255231189976467,8.610316097436876,9276.57,9276.57,5900,1.5723,20041208,9250.02,1.5678,18.500040000000016,-26.549999999999272
29,000001.SZ,20050218,1.4822,1.5048,1.4755,1.4867,1.4777,0.0089999999999998,0.6091,39646.3,26213.8693,1.4713999999999996,1.4308700000000045,1.4272649999999918,1.4444633333333317,6.0,1.0,1.0,10.060536759265489,9.636779444407077,8.98500033631533,8.485235757045807,9217.539999999999,9217.539999999999,6200,1.4867,20050302,8910.64,1.4372,17.821280000000016,-306.89999999999964
30,000001.SZ,20050303,1.4372,1.4529,1.4304,1.4507,1.4372,0.0135,0.9393,17799.76,11399.0162,1.4569999999999994,1.4797500000000041,1.4519349999999922,1.444236666666665,6.0,1.0,1.0,9.565037568070586,9.270007582546356,8.089887640449438,10.248156062590471,8994.34,8994.34,6200,1.4507,20050311,8547.32,1.3786,17.094640000000016,-447.02000000000044
31,000001.SZ,20050411,1.5318,1.6647,1.4912,1.5633,1.5295,0.0337999999999998,2.2099,557051.01,390768.3054,1.3966199999999998,1.2981800000000046,1.2883849999999921,1.3306233333333324,6.0,1.0,1.0,9.265016311648436,8.71745666218896,8.732169129405744,8.65988613829719,8441.82,8441.82,5400,1.5633,20050516,7177.139999999999,1.3291,14.354280000000012,-1264.6800000000003
32,000001.SZ,20050601,1.3538,1.3606,1.3358,1.3403,1.3538,-0.0134999999999998,-0.9972,38591.03,23047.6233,1.36734,1.3752300000000044,1.3744449999999921,1.3927999999999985,6.0,1.0,1.0,10.908005670372305,10.453629784376632,9.966425427143177,9.68066850705066,7237.62,7237.62,5400,1.3403,20050603,7091.82,1.3133,14.183640000000011,-145.80000000000018
33,000001.SZ,20050610,1.4529,1.5611,1.4417,1.4822,1.4597,0.0224999999999999,1.5414,257083.53,171604.8132,1.41602,1.3763600000000045,1.3762499999999922,1.3713299999999988,6.0,1.0,1.0,9.71124004857644,9.757117797868034,8.343678316016732,9.027796518688437,7114.5599999999995,7114.5599999999995,4800,1.4822,20050705,6228.000000000001,1.2975,12.456000000000014,-886.5599999999986
34,000001.SZ,20050802,1.3381,1.3583,1.3223,1.3561,1.3358,0.0202999999999999,1.5197,62683.06,37227.9212,1.3502200000000006,1.338960000000005,1.3070849999999925,1.330999999999999,6.0,1.0,1.0,10.415161123810927,10.216060762480643,10.182877368925595,10.51471130447607,6102.450000000001,6102.450000000001,4500,1.3561,20050824,6112.35,1.3583,12.224700000000011,9.899999999999636
35,000001.SZ,20050826,1.3516,1.3966,1.3471,1.3854,1.3538,0.0316,2.3342,99172.91,60867.1644,1.3614800000000002,1.3707300000000049,1.3813149999999927,1.3628399999999992,6.0,1.0,1.0,10.178287859102063,10.162407968817671,9.512054280352245,9.268081420528368,6095.76,6095.76,4400,1.3854,20050906,6095.76,1.3854,12.191520000000011,0.0
36,000001.SZ,20050914,1.4237,1.4417,1.4192,1.4372,1.4259,0.0113,0.7925,134423.84,85405.4314,1.4200600000000005,1.4133000000000053,1.3897599999999928,1.3949066666666654,6.0,1.0,1.0,9.45101586418035,9.937378235457835,8.934038408015585,9.059281937099916,6179.96,6179.96,4300,1.4372,20050922,5715.13,1.3291,11.430260000000011,-464.8299999999999
37,000001.SZ,20051129,1.2953,1.32,1.2953,1.302,1.3043,-0.0022999999999999,-0.1763,31657.67,18330.4013,1.297960000000001,1.290080000000005,1.2827599999999924,1.2990233333333323,6.0,1.0,1.0,9.965437788018432,10.208141321044547,10.726574500768049,10.865591397849464,5598.6,5598.6,4300,1.302,20051206,5579.25,1.2975,11.15850000000001,-19.350000000000364
38,000001.SZ,20051208,1.3065,1.3245,1.302,1.3088,1.3088,0.0,0.0,35024.28,20417.8756,1.298880000000001,1.3047200000000048,1.2895199999999927,1.2866299999999993,6.0,1.0,1.0,10.327017114914426,10.430165036674817,10.99786063569682,10.6364608801956,5627.84,5627.84,4300,1.3088,20060210,6015.27,1.3989,12.030540000000011,387.4300000000003
39,000001.SZ,20060221,1.4169,1.5408,1.4101,1.5295,1.4169,0.1126,7.9469,448756.16,296836.1027,1.4331200000000006,1.4180400000000049,1.4125199999999927,1.4129333333333325,6.0,1.0,1.0,10.073880353056555,9.308270676691729,9.352075841778358,9.676364825106242,5965.05,5965.05,3900,1.5295,20060314,5446.740000000001,1.3966,10.893480000000011,-518.3099999999995
40,000001.SZ,20060316,1.4147,1.4349,1.4079,1.4169,1.4147,0.0021999999999999,0.1555,76519.11,48290.2736,1.4065400000000008,1.425010000000005,1.4688199999999925,1.4498699999999984,6.0,1.0,1.0,10.175029995059637,10.127037899640058,10.5243842190698,11.68536946855812,5525.91,5525.91,3900,1.4169,20060320,5517.33,1.4147,11.03466000000001,-8.579999999999927
41,000001.SZ,20060406,1.4935,1.507,1.462,1.4687,1.4867,-0.018,-1.2107,178045.28,116712.61,1.4628400000000006,1.4504500000000051,1.4325499999999922,1.4511366666666659,6.0,1.0,1.0,10.153196704568668,10.413971539456664,12.76094505344863,12.577109007966229,5434.19,5434.19,3700,1.4687,20060616,5925.92,1.6016,11.85184000000001,491.7300000000005
42,000001.SZ,20060828,1.5768,1.6557,1.5678,1.6399,1.5746,0.0652999999999999,4.1471,159357.46,114795.5209,1.5962400000000017,1.5872200000000063,1.5549999999999922,1.5744466666666677,6.0,1.0,1.0,9.753033721568388,10.192694676504665,10.425635709494482,12.294042319653638,5903.639999999999,5903.639999999999,3600,1.6399,20070305,14199.84,3.9444,28.399680000000025,8296.2
43,000001.SZ,20070312,4.2687,4.28,4.066,4.1448,4.271,-0.1261999999999998,-2.9548,159821.61,295400.5599,4.201600000000001,4.174350000000007,4.277294999999992,4.222783333333336,6.0,1.0,1.0,10.29892877822814,10.413047674194171,10.717525574213472,12.896882841150358,14092.32,14092.32,3400,4.1448,20070315,14069.539999999999,4.1381,28.139080000000025,-22.780000000000655
44,000001.SZ,20070330,4.253,4.28,4.1831,4.253,4.316,-0.0629999999999997,-1.4597,216381.6,406970.917,4.292140000000002,4.333600000000007,4.235954999999992,4.292536666666668,6.0,1.0,1.0,10.365389137079708,12.430989889489773,14.433106042793323,19.99529743710322,14034.9,14034.9,3300,4.253,20070723,26950.77,8.1669,53.90154000000005,12915.87
45,000001.SZ,20070727,8.613,8.6378,8.3032,8.39,8.6725,-0.2824999999999988,-3.2574,337391.35,1148577.9273,8.444500000000001,7.810470000000002,7.300619999999995,7.3580066666666655,6.0,1.0,1.0,11.553873659117997,11.521334922526815,11.698569725864123,10.960071513706794,26848.0,26848.0,3200,8.39,20070831,30139.52,9.4186,60.27904000000005,3291.5200000000004
46,000001.SZ,20070928,9.6912,9.9886,9.6912,9.9093,9.6193,0.2899999999999991,3.0148,352944.43,1408135.9803,9.536520000000007,9.229930000000007,9.177514999999993,9.280749999999996,6.0,1.0,1.0,9.857406678574673,9.957514657947584,11.378200276507929,9.654869667887741,29727.9,29727.9,3000,9.9093,20071113,29742.9,9.9143,59.485800000000054,15.0
47,000001.SZ,20071226,9.4136,9.5549,9.2971,9.3442,9.431,-0.0867999999999984,-0.9204,164914.63,625417.8423,9.282240000000005,9.152360000000007,9.289924999999993,9.32544666666667,6.0,1.0,1.0,10.177757325399712,11.692279702917316,10.10348665482331,9.564970784015753,29901.440000000002,29901.440000000002,3200,9.3442,20080104,30432.960000000003,9.5103,60.86592000000006,531.5200000000004
48,000001.SZ,20080109,10.0109,10.2092,10.0109,10.1894,10.0109,0.1784999999999996,1.7831,192494.79,786313.0282,9.735340000000008,9.609920000000006,9.406794999999994,9.360316666666666,6.0,1.0,1.0,9.68133550552535,9.18994248925354,8.849392505937544,7.978585588945375,30568.199999999997,30568.199999999997,3000,10.1894,20080123,28092.000000000004,9.364,56.184000000000054,-2476.1999999999935
49,000001.SZ,20080409,7.2151,7.287,6.8532,6.8731,7.3539,-0.4808000000000003,-6.538,263140.42,751083.7952,7.215620000000006,7.091690000000004,6.835400000000002,7.080119999999998,6.0,1.0,1.0,8.961312944668345,9.011799624623531,9.408563821274242,9.195704994834935,28179.71,28179.71,4100,6.8731,20080417,23545.48,5.7428,47.09096000000004,-4634.23
50,000001.SZ,20080430,6.94,7.4307,6.94,7.3415,6.9276,0.4138999999999999,5.9747,308759.68,902970.5156,6.982620000000006,6.390730000000003,6.643174999999999,6.733109999999997,6.0,1.0,1.0,8.808281686303888,9.368657631274264,8.517877817884628,7.157392903357625,23492.8,23492.8,3200,7.3415,20080507,21327.68,6.6649,42.65536000000004,-2165.119999999999
51,000001.SZ,20080516,6.7367,6.94,6.7367,6.878,6.7367,0.1413000000000002,2.0975,165717.54,457886.4656,6.732780000000005,6.808140000000003,6.599435,6.69816333333333,6.0,1.0,1.0,9.189153823785984,9.091887176504798,7.6397208490840365,6.756760686246003,20634.0,20634.0,3000,6.878,20080526,18470.399999999998,6.1568,36.94080000000003,-2163.600000000002
52,000001.SZ,20080729,5.2818,5.3413,5.205,5.267,5.4033,-0.1362999999999994,-2.5225,105774.27,224814.3014,5.189140000000004,4.990600000000007,4.994570000000001,5.04240333333333,6.0,1.0,1.0,9.882285931270173,9.082209986709701,9.416366052781468,8.202202392253655,18961.2,18961.2,3600,5.267,20080807,18693.36,5.1926,37.38672000000003,-267.84000000000015
53,000001.SZ,20081114,3.3627,3.4759,3.2851,3.4338,3.3239,0.1099000000000001,3.3064,688606.04,718879.4158,3.2236600000000015,2.9963500000000063,2.98716,3.0890366666666678,6.0,1.0,1.0,9.63276836158192,8.465257149513658,9.63276836158192,9.152542372881355,18542.52,18542.52,5400,3.4338,20081215,17844.3,3.3045,35.68860000000003,-698.2200000000012
54,000001.SZ,20081223,3.3336,3.4306,3.2269,3.2916,3.3304,-0.0388000000000001,-1.165,505692.18,517378.3257,3.3387800000000007,3.3720800000000066,3.2610149999999996,3.2834800000000044,6.0,1.0,1.0,9.331935836675173,9.430064406367723,11.581601652691699,13.045023696682465,17774.64,17774.64,5400,3.2916,20090105,16953.84,3.1396,33.90768000000003,-820.7999999999993
55,000001.SZ,20090119,3.4435,3.6699,3.4435,3.5923,3.4338,0.1584999999999996,4.6159,936334.87,1046119.9482,3.3433000000000015,3.275400000000007,3.234500000000002,3.286503333333337,6.0,1.0,1.0,10.494947526654233,12.37619352503967,13.492191632101997,13.195167441472037,16883.809999999998,16883.809999999998,4700,3.5923,20090422,23205.780000000002,4.9374,46.411560000000044,6321.970000000005
56,000001.SZ,20090505,5.4515,5.5614,5.3997,5.4256,5.4191,0.0064999999999999,0.1199,314031.66,531835.0386,5.300800000000003,5.132030000000009,5.213185000000003,5.217166666666669,6.0,1.0,1.0,10.667391624889413,10.488609554703626,11.919050427602478,12.872493364789147,23330.08,23330.08,4300,5.4256,20090814,31561.140000000003,7.3398,63.12228000000006,8231.060000000001
57,000001.SZ,20090928,6.5153,6.5702,6.2501,6.2857,6.5153,-0.2295999999999995,-3.524,145859.59,290298.4843,6.411139999999996,6.619690000000007,6.663349999999992,6.664860000000001,6.0,1.0,1.0,10.864183782235868,11.517412539573952,12.829120066181968,13.389916795265442,31428.5,31428.5,5000,6.2857,20091201,39107.5,7.8215,78.21500000000007,7679.0
58,000001.SZ,20100211,7.1813,7.2266,7.1393,7.149,7.204,-0.0549999999999997,-0.7635,139102.29,308844.8708,7.110199999999999,7.082390000000006,7.1006599999999995,7.175076666666675,6.0,1.0,1.0,10.018044481745697,10.524688767659814,10.420618268289271,10.59700657434606,38604.6,38604.6,5400,7.149,20100223,37626.66,6.9679,75.25332000000007,-977.939999999995
59,000001.SZ,20100303,7.4723,7.5499,7.3721,7.5338,7.4723,0.0615000000000005,0.823,284111.39,655444.6717,7.289319999999998,7.217220000000007,7.137999999999998,7.113000000000009,6.0,1.0,1.0,10.042873450317236,9.952746290052827,9.956993814542463,9.613740741723964,37669.0,37669.0,5000,7.5338,20100406,37782.0,7.5564,75.56400000000006,113.0
60,000001.SZ,20100623,5.9171,6.0205,5.8621,5.9332,5.9914,-0.0581999999999993,-0.9714,324679.5,597274.358,5.79742,5.669380000000003,5.701234999999994,5.740953333333336,6.0,1.0,1.0,9.912863210409222,9.384312007011392,8.861154183240073,10.610463156475426,37972.48,37972.48,6400,5.9332,20100903,36752.0,5.7425,73.50400000000006,-1220.4800000000032
61,000001.SZ,20100906,5.7748,5.9462,5.7457,5.8847,5.7425,0.1421999999999998,2.4763,609069.62,1106419.4328,5.8297599999999985,5.883750000000004,5.721114999999994,5.741600000000004,6.0,1.0,1.0,9.390113344775436,9.175828844291129,10.522031709347972,10.115383961799242,36485.14,36485.14,6200,5.8847,20100910,34480.68,5.5614,68.96136000000006,-2004.4599999999991
62,000001.SZ,20100913,5.5646,5.6261,5.4256,5.5258,5.5614,-0.0355999999999996,-0.6401,502228.27,856767.6128,5.639,5.734380000000003,5.741164999999994,5.716913333333337,6.0,1.0,1.0,9.771797748742264,10.076188063266855,10.836801911035504,11.076767164935394,34812.54,34812.54,6300,5.5258,20100915,34466.670000000006,5.4709,68.93334000000007,-345.86999999999534
63,000001.SZ,20101014,6.0302,6.2372,5.9203,5.93,5.9947,-0.0647000000000002,-1.0793,1003749.25,1889045.2831,5.8271999999999995,5.580480000000004,5.583549999999994,5.6741333333333355,6.0,1.0,1.0,10.278077571669478,10.234401349072513,10.054468802698144,9.242158516020236,34394.0,34394.0,5800,5.93,20101112,32237.56,5.5582,64.47512000000006,-2156.4399999999987
64,000001.SZ,20110223,5.0085,5.0829,5.002,5.0376,5.002,0.0356000000000005,0.7117,357434.31,555794.7857,5.107419999999998,5.0967600000000015,5.007034999999996,5.055266666666667,6.0,1.0,1.0,10.385104017786247,10.712442432904556,10.333690646339527,11.020525647133557,32240.640000000003,32240.640000000003,6400,5.0376,20110317,32509.440000000002,5.0796,65.01888000000007,268.7999999999993
65,000001.SZ,20110323,5.1605,5.2219,5.1475,5.2057,5.1766,0.0291000000000005,0.5621,226798.87,363809.6085,5.135859999999999,5.163040000000003,5.212839999999995,5.174146666666669,6.0,1.0,1.0,10.17403999462128,10.66465605009893,11.093224734425725,10.97527710010181,32275.34,32275.34,6200,5.2057,20110331,32235.66,5.1993,64.47132000000006,-39.68000000000029
66,000001.SZ,20110407,5.4967,5.6164,5.4482,5.5614,5.4967,0.0647000000000002,1.1771,648810.87,1112314.0723,5.38228,5.3156700000000034,5.248894999999995,5.2415133333333355,6.0,1.0,1.0,10.575574495630597,10.53493724601719,10.197612112058113,10.232495414823607,32256.12,32256.12,5800,5.5614,20110519,33624.92,5.7974,67.24984000000006,1368.7999999999993
67,000001.SZ,20110705,5.6584,5.6681,5.5873,5.6261,5.6746,-0.0484999999999997,-0.8547,190560.22,331713.5883,5.534259999999998,5.482520000000005,5.376619999999995,5.463753333333336,6.0,1.0,1.0,9.770000533229057,10.080339844652599,9.770000533229057,9.798794902330211,33193.99,33193.99,5900,5.6261,20110725,32182.73,5.4547,64.36546000000006,-1011.2599999999984
68,000001.SZ,20110727,5.5129,5.6067,5.5032,5.5549,5.5711,-0.0162000000000004,-0.2908,150079.4,258034.5361,5.540039999999998,5.634460000000007,5.6131299999999955,5.517963333333338,6.0,1.0,1.0,9.81385803524816,9.365605141406686,10.093251003618427,9.592611928207528,32218.42,32218.42,5800,5.5549,20110801,32256.12,5.5614,64.51224000000005,37.70000000000073
69,000001.SZ,20110907,5.3318,5.4191,5.2833,5.3868,5.2898,0.0970000000000004,1.8337,130072.07,215260.5587,5.3835599999999975,5.424310000000004,5.391969999999995,5.414496666666667,6.0,1.0,1.0,9.94003861290562,10.023947427043884,9.813989752728892,10.036013960050493,32320.8,32320.8,6000,5.3868,20110914,31855.199999999997,5.3092,63.71040000000005,-465.6000000000022
70,000001.SZ,20110921,5.4127,5.5614,5.3706,5.5161,5.4127,0.1033999999999997,1.9103,183686.45,312327.6555,5.429479999999998,5.387120000000004,5.405389999999994,5.383240000000002,6.0,1.0,1.0,9.378727724297965,9.58974637878211,9.818349921139935,9.929660448505285,31993.379999999997,31993.379999999997,5800,5.5161,20110926,30080.54,5.1863,60.161080000000055,-1912.8399999999965
71,000001.SZ,20111031,5.5064,5.5226,5.3771,5.4579,5.5064,-0.0484999999999997,-0.8808,141766.96,238721.1672,5.433339999999997,5.317600000000004,5.2618249999999955,5.299816666666668,6.0,1.0,1.0,9.905274922589273,9.911137983473497,9.348467359240733,9.289103867787976,30018.45,30018.45,5500,5.4579,20111121,28364.6,5.1572,56.72920000000005,-1653.8500000000022
