,基金代码,基金简称,类型,2021-07-14-单位净值,2021-07-14-累计净值,2021-07-13-单位净值,2021-07-13-累计净值,增长值,增长率,市价,折价率
83,159971,富国创业板ETF行情,指数型-股票,2.3605,2.3605,2.3778,2.3778,-0.0173,-0.73%,2.3600,0.02%
84,515030,华夏中证新能源汽车ETF行情,指数型-股票,2.3479,2.3479,2.4596,2.4596,-0.1117,-4.54%,2.3490,-0.05%
85,510310,易方达沪深300发起式ETF行情,指数型-股票,2.3434,2.3434,2.3704,2.3704,-0.0270,-1.14%,2.3410,0.10%
86,512610,嘉实中证医药卫生ETF行情,指数型-股票,2.3429,2.3429,2.3282,2.3282,0.0147,0.63%,2.3330,0.42%
87,159938,广发中证全指医药卫生ETF行情,指数型-股票,2.2628,2.2628,2.2431,2.2431,0.0197,0.88%,2.2580,0.21%
88,159923,大成中证100ETF行情,指数型-股票,2.2110,2.2110,2.2350,2.2350,-0.0240,-1.07%,2.2140,-0.14%
89,159918,嘉实中创400ETF行情,指数型-股票,2.1735,2.1735,2.2062,2.2062,-0.0327,-1.48%,2.1750,-0.07%
90,510440,大成中证500沪市ETF行情,指数型-股票,2.1720,2.1720,2.1860,2.1860,-0.0140,-0.64%,2.1540,0.83%
91,159957,华夏创业板ETF行情,指数型-股票,2.1687,2.1687,2.1851,2.1851,-0.0164,-0.75%,2.1670,0.08%
92,515200,申万菱信中证研发创新100ETF行情,指数型-股票,2.1612,2.1612,2.1891,2.1891,-0.0279,-1.27%,2.1610,0.01%
93,512070,易方达沪深300非银ETF行情,指数型-股票,2.1428,2.1428,2.1828,2.1828,-0.0400,-1.83%,2.1430,-0.01%
94,159964,平安创业板ETF行情,指数型-股票,2.1358,2.1358,2.1516,2.1516,-0.0158,-0.73%,2.1170,0.88%
95,510290,南方上证380ETF行情,指数型-股票,2.1253,2.1253,2.1341,2.1341,-0.0088,-0.41%,2.1290,-0.17%
96,510650,上证金融地产发起式ETF行情,指数型-股票,2.1030,2.1030,2.1446,2.1446,-0.0416,-1.94%,2.1000,0.14%
97,159935,景顺长城中证500ETF行情,指数型-股票,2.0736,2.0736,2.0914,2.0914,-0.0178,-0.85%,2.0890,-0.74%
98,159912,汇添富深证300ETF行情,指数型-股票,2.0678,2.0678,2.0859,2.0859,-0.0181,-0.87%,2.0550,0.62%
99,159956,建信创业板ETF行情,指数型-股票,2.0639,2.0639,2.0790,2.0790,-0.0151,-0.73%,2.0500,0.67%
100,510510,广发中证500ETF行情,指数型-股票,2.0536,2.0536,2.0716,2.0716,-0.0180,-0.87%,2.0540,-0.02%
101,510060,工银上证央企ETF行情,指数型-股票,2.0496,1.3110,2.0788,1.3297,-0.0292,-1.40%,2.0620,-0.60%
102,159952,广发创业板ETF行情,指数型-股票,2.0370,2.0370,2.0521,2.0521,-0.0151,-0.74%,2.0360,0.05%
103,512640,嘉实中证金融地产ETF行情,指数型-股票,2.0262,2.0262,2.0610,2.0610,-0.0348,-1.69%,2.0620,-1.77%
104,159958,工银瑞信创业板ETF行情,指数型-股票,2.0249,2.0249,2.0403,2.0403,-0.0154,-0.75%,2.0260,-0.05%
105,159936,广发中证全指可选消费ETF行情,指数型-股票,2.0099,2.0099,2.0470,2.0470,-0.0371,-1.81%,2.0030,0.34%
106,512290,国泰中证生物医药ETF行情,指数型-股票,2.0031,2.0031,1.9891,1.9891,0.0140,0.70%,2.0030,0.00%
107,512870,南华中证杭州湾区ETF行情,指数型-股票,1.9825,1.9825,1.9963,1.9963,-0.0138,-0.69%,1.9740,0.43%
108,159973,弘毅远方民企领先100ETF行情,指数型-股票,1.9741,1.9741,1.9994,1.9994,-0.0253,-1.27%,1.9610,0.66%
109,159907,广发中小企业300ETF行情,指数型-股票,1.9436,1.7659,1.9696,1.7895,-0.0260,-1.32%,1.9290,0.75%
110,159932,大成中证500深市ETF行情,指数型-股票,1.9240,1.6300,1.9430,1.6460,-0.0190,-0.98%,1.9250,-0.05%
111,159955,嘉实创业板ETF行情,指数型-股票,1.8837,1.8837,1.8981,1.8981,-0.0144,-0.76%,1.8790,0.25%
112,512920,新华MSCI中国A股国际ETF行情,指数型-股票,1.8759,1.8759,1.8948,1.8948,-0.0189,-1.00%,1.8800,-0.22%
113,512990,华夏MSCIA股国际通ETF行情,指数型-股票,1.8586,1.8586,1.8777,1.8777,-0.0191,-1.02%,1.8590,-0.02%
114,515950,富国中证医药50ETF行情,指数型-股票,1.8570,1.8570,1.8449,1.8449,0.0121,0.66%,1.8520,0.27%
115,159987,银华中证研发创新100ETF行情,指数型-股票,1.8526,1.8526,1.8755,1.8755,-0.0229,-1.22%,1.8500,0.14%
116,512220,景顺中证科技传媒通信150ETF行情,指数型-股票,1.8524,1.8524,1.8637,1.8637,-0.0113,-0.61%,1.8510,0.08%
117,515000,华宝中证科技龙头ETF行情,指数型-股票,1.8491,1.8491,1.8606,1.8606,-0.0115,-0.62%,1.8440,0.28%
118,512150,汇安富时中国A50ETF行情,指数型-股票,1.8316,1.8316,1.8569,1.8569,-0.0253,-1.36%,1.8270,0.25%
119,512670,鹏华中证国防ETF行情,指数型-股票,1.8316,1.8316,1.8708,1.8708,-0.0392,-2.10%,1.8320,-0.02%
120,515580,华泰柏瑞中证科技100ETF行情,指数型-股票,1.8194,1.8194,1.8333,1.8333,-0.0139,-0.76%,1.8160,0.19%
121,512360,平安MSCI中国A股国际ETF行情,指数型-股票,1.8013,1.8013,1.8194,1.8194,-0.0181,-0.99%,1.7970,0.24%
122,512090,易方达MSCI中国A股ETF行情,指数型-股票,1.7862,1.7862,1.8042,1.8042,-0.0180,-1.00%,1.7850,0.07%
123,512520,华泰MSCI中国A股国际通ETF行情,指数型-股票,1.7620,1.7620,1.7796,1.7796,-0.0176,-0.99%,1.7540,0.45%
124,159969,银华深证100ETF行情,指数型-股票,1.7569,1.7569,1.7703,1.7703,-0.0134,-0.76%,1.7550,0.11%
125,510360,广发沪深300ETF行情,指数型-股票,1.7494,1.7494,1.7696,1.7696,-0.0202,-1.14%,1.7490,0.02%
126,512160,南方MSCI中国A股国际通ETF行情,指数型-股票,1.7404,1.7404,1.7579,1.7579,-0.0175,-1.00%,1.7400,0.02%
127,159903,南方深证成份ETF行情,指数型-股票,1.7341,1.2795,1.7492,1.2907,-0.0151,-0.86%,1.7440,-0.57%
128,159962,华夏中证四川国改ETF行情,指数型-股票,1.7338,1.7338,1.7505,1.7505,-0.0167,-0.95%,1.7360,-0.13%
129,512510,华泰柏瑞中证500ETF行情,指数型-股票,1.7174,0.8658,1.7320,0.8730,-0.0146,-0.84%,1.7190,-0.09%
130,512280,景顺MSCI中国A股ETF行情,指数型-股票,1.7163,1.7163,1.7332,1.7332,-0.0169,-0.98%,1.7150,0.08%
131,512190,浙商之江凤凰ETF行情,指数型-股票,1.6963,1.6963,1.6971,1.6971,-0.0008,-0.05%,1.6900,0.37%
132,512550,嘉实富时中国A50ETF行情,指数型-股票,1.6928,1.6928,1.7168,1.7168,-0.0240,-1.40%,1.6970,-0.25%
133,510550,方正富邦中证500ETF行情,指数型-股票,1.6876,1.6876,1.7019,1.7019,-0.0143,-0.84%,1.6900,-0.14%
134,159906,大成深证成长40ETF行情,指数型-股票,1.6710,1.6710,1.6710,1.6710,0.0000,0.00%,1.6710,0.00%
135,512040,富国中证价值ETF行情,指数型-股票,1.6694,1.6694,1.6834,1.6834,-0.0140,-0.83%,1.6700,-0.04%
136,515220,国泰中证煤炭ETF行情,指数型-股票,1.6611,1.6611,1.6464,1.6464,0.0147,0.89%,1.6610,0.01%
137,512930,平安人工智能ETF行情,指数型-股票,1.6609,1.6609,1.6894,1.6894,-0.0285,-1.69%,1.6570,0.23%
138,159931,汇添富中证金融地产ETF行情,指数型-股票,1.6583,1.6583,1.6870,1.6870,-0.0287,-1.70%,1.6660,-0.46%
139,515210,国泰中证钢铁ETF行情,指数型-股票,1.6332,1.6332,1.6604,1.6604,-0.0272,-1.64%,1.6350,-0.11%
140,512180,建信MSCI中国A股国际通ETF行情,指数型-股票,1.6282,1.6282,1.6434,1.6434,-0.0152,-0.92%,1.6230,0.32%
141,512580,广发中证环保ETF行情,指数型-股票,1.6159,1.6159,1.6617,1.6617,-0.0458,-2.76%,1.6130,0.18%
142,588000,华夏上证科创板50成份ETF行情,指数型-股票,1.6141,1.1210,1.6494,1.1455,-0.0353,-2.14%,1.6160,-0.12%
143,588090,华泰柏瑞上证科创板50成份ETF行情,指数型-股票,1.6099,1.1242,1.6451,1.1488,-0.0352,-2.14%,1.6120,-0.13%
144,515650,富国中证消费50ETF行情,指数型-股票,1.6008,1.6008,1.6048,1.6048,-0.0040,-0.25%,1.6010,-0.01%
145,515780,浦银安盛MSCI中国A股ETF行情,指数型-股票,1.5979,1.5979,1.6132,1.6132,-0.0153,-0.95%,1.5980,-0.01%
146,588080,易方达上证科创板50成份ETF行情,指数型-股票,1.5947,1.1173,1.6296,1.1417,-0.0349,-2.14%,1.5990,-0.27%
147,588050,工银上证科创50成份ETF行情,指数型-股票,1.5932,1.1102,1.6278,1.1343,-0.0346,-2.13%,1.5970,-0.24%
148,515750,富国中证科技50策略ETF行情,指数型-股票,1.5760,1.5760,1.5934,1.5934,-0.0174,-1.09%,1.5760,0.00%
149,515860,嘉实新兴科技100ETF行情,指数型-股票,1.5593,1.5593,1.5604,1.5604,-0.0011,-0.07%,1.5540,0.34%
150,512380,银华MSCI中国A股ETF行情,指数型-股票,1.5574,1.5574,1.5726,1.5726,-0.0152,-0.97%,1.5580,-0.04%
151,159949,华安创业板50ETF行情,指数型-股票,1.5488,1.5488,1.5593,1.5593,-0.0105,-0.67%,1.5470,0.12%
152,159995,华夏国证半导体芯片ETF行情,指数型-股票,1.5485,1.5485,1.5656,1.5656,-0.0171,-1.09%,1.5470,0.10%
153,159982,鹏华中证500ETF行情,指数型-股票,1.5414,1.5414,1.5540,1.5540,-0.0126,-0.81%,1.5440,-0.17%
154,159801,广发国证半导体芯片ETF行情,指数型-股票,1.5351,1.5351,1.5529,1.5529,-0.0178,-1.15%,1.5360,-0.06%
155,510560,国寿安保中证500ETF行情,指数型-股票,1.5227,0.7051,1.5358,0.7111,-0.0131,-0.85%,1.5180,0.31%
156,159986,弘毅远方国证消费100ETF行情,指数型-股票,1.5165,1.5165,1.5266,1.5266,-0.0101,-0.66%,1.5100,0.43%
157,515590,前海开源中证500等权ETF行情,指数型-股票,1.5099,1.5099,1.5204,1.5204,-0.0105,-0.69%,1.5080,0.13%
158,159992,银华中证创新药产业ETF行情,指数型-股票,1.5094,1.5094,1.4979,1.4979,0.0115,0.77%,1.5080,0.09%
159,512720,国泰中证计算机ETF行情,指数型-股票,1.5087,1.5087,1.5257,1.5257,-0.0170,-1.11%,1.5090,-0.02%
160,515160,招商MSCI中国A股国际通ETF行情,指数型-股票,1.5006,1.5006,1.5150,1.5150,-0.0144,-0.95%,1.4990,0.11%
161,512390,平安MSCI中国A股ETF行情,指数型-股票,1.4984,1.4984,1.5087,1.5087,-0.0103,-0.68%,1.5310,-2.18%
162,159939,广发中证全指信息技术ETF行情,指数型-股票,1.4930,1.4930,1.5028,1.5028,-0.0098,-0.65%,1.4890,0.27%
163,512260,华安中证低波动ETF行情,指数型-股票,1.4928,1.4928,1.4996,1.4996,-0.0068,-0.45%,1.4910,0.12%
164,515130,博时沪深300ETF行情,指数型-股票,1.4864,1.4864,1.5032,1.5032,-0.0168,-1.12%,1.4840,0.16%
165,159965,中融央视财经50ETF行情,指数型-股票,1.4857,1.4857,1.5067,1.5067,-0.0210,-1.39%,1.4840,0.11%
166,512970,平安粤港澳大湾区ETF行情,指数型-股票,1.4853,1.4853,1.5107,1.5107,-0.0254,-1.68%,1.4790,0.42%
167,512890,华泰柏瑞中证低波动ETF行情,指数型-股票,1.4819,1.4819,1.4812,1.4812,0.0007,0.05%,1.4910,-0.61%
168,512760,国泰CES半导体芯片ETF行情,指数型-股票,1.4803,2.9606,1.4965,2.9930,-0.0162,-1.08%,1.4800,0.02%
169,159824,博时新能源汽车ETF行情,指数型-股票,1.4743,1.4743,1.5440,1.5440,-0.0697,-4.51%,1.4750,-0.05%
170,512590,浦银安盛中证高股息ETF行情,指数型-股票,1.4654,1.4654,1.4619,1.4619,0.0035,0.24%,1.4620,0.23%
171,515510,嘉实中证500成长估值ETF行情,指数型-股票,1.4628,1.4628,1.4712,1.4712,-0.0084,-0.57%,1.4680,-0.36%
172,159920,华夏恒生ETF(QDII)行情,QDII,1.4616,1.5376,1.4695,1.5455,-0.0079,-0.54%,1.4560,0.38%
173,515810,易方达中证800ETF行情,指数型-股票,1.4613,1.4613,1.4765,1.4765,-0.0152,-1.03%,1.4600,0.09%
174,159813,鹏华国证半导体芯片ETF行情,指数型-股票,1.4594,1.4594,1.4758,1.4758,-0.0164,-1.11%,1.4580,0.10%
175,516090,易方达中证新能源ETF行情,指数型-股票,1.4554,1.4554,1.5038,1.5038,-0.0484,-3.22%,1.4610,-0.38%
176,510010,交银上证180公司治理ETF行情,指数型-股票,1.4550,1.6200,1.4770,1.6440,-0.0220,-1.49%,1.4530,0.14%
177,516850,华夏中证新能源ETF行情,指数型-股票,1.4479,1.4479,1.4963,1.4963,-0.0484,-3.23%,1.4500,-0.15%
178,510630,华夏消费ETF行情,指数型-股票,1.4470,5.7880,1.4351,5.7404,0.0119,0.83%,1.4460,0.07%
179,512910,广发中证100ETF行情,指数型-股票,1.4447,1.4447,1.4599,1.4599,-0.0152,-1.04%,1.4430,0.12%
180,515960,嘉实医药健康100ETF行情,指数型-股票,1.4445,1.4445,1.4344,1.4344,0.0101,0.70%,1.4460,-0.10%
181,516660,华安中证新能源汽车ETF行情,指数型-股票,1.4380,1.4380,1.5055,1.5055,-0.0675,-4.48%,1.4370,0.07%
182,159885,鹏华中证内地低碳经济主题ETF行情,指数型-股票,1.4283,1.4283,1.4626,1.4626,-0.0343,-2.35%,1.4260,0.16%
183,159983,华夏粤港澳大湾区创新100ETF行情,指数型-股票,1.4250,1.4250,1.4437,1.4437,-0.0187,-1.30%,1.4230,0.14%
184,515550,中融中证500ETF行情,指数型-股票,1.4229,1.4229,1.4356,1.4356,-0.0127,-0.88%,1.4340,-0.78%
185,515080,招商中证红利ETF行情,指数型-股票,1.4123,1.5023,1.4202,1.5102,-0.0079,-0.56%,1.4160,-0.26%
186,515770,上投摩根MSCI中国A股ETF行情,指数型-股票,1.4064,1.4064,1.4201,1.4201,-0.0137,-0.96%,1.4050,0.10%
187,159996,国泰中证全指家电ETF行情,指数型-股票,1.4062,1.4062,1.4173,1.4173,-0.0111,-0.78%,1.4070,-0.06%
188,515820,富国中证800ETF行情,指数型-股票,1.4046,1.4046,1.4198,1.4198,-0.0152,-1.07%,1.4070,-0.17%
189,516590,易方达中证智能电动汽车ETF行情,指数型-股票,1.3938,1.3938,1.4438,1.4438,-0.0500,-3.46%,1.3950,-0.09%
190,515790,华泰柏瑞中证光伏产业ETF行情,指数型-股票,1.3885,1.3885,1.4223,1.4223,-0.0338,-2.38%,1.3850,0.25%
191,515090,博时可持续发展100ETF行情,指数型-股票,1.3875,1.3875,1.4013,1.4013,-0.0138,-0.98%,1.3880,-0.04%
192,510800,建信上证50ETF行情,指数型-股票,1.3862,1.3862,1.4076,1.4076,-0.0214,-1.52%,1.3850,0.09%
193,159810,浦银安盛创业板ETF行情,指数型-股票,1.3767,1.3767,1.3871,1.3871,-0.0104,-0.75%,1.3770,-0.02%
194,512690,鹏华中证酒ETF行情,指数型-股票,1.3764,2.7528,1.3701,2.7402,0.0063,0.46%,1.3740,0.17%
195,159861,国泰中证环保产业50ETF行情,指数型-股票,1.3712,1.3712,1.4073,1.4073,-0.0361,-2.57%,1.3710,0.01%
196,515190,中银证券中证500ETF行情,指数型-股票,1.3705,1.3705,1.3824,1.3824,-0.0119,-0.86%,1.3510,1.42%
197,159980,大成有色金属期货ETF行情,商品（不含QDII）,1.3627,1.3627,1.3693,1.3693,-0.0066,-0.48%,1.3620,0.05%
