,基金代码,基金简称,2021-07-14-单位净值,2021-07-14-累计净值,2021-07-13-单位净值,2021-07-13-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
6867,006594,博道中证500增强C,2.1063,2.2063,2.1215,2.2215,-0.0152,-0.72,开放申购,开放赎回,0.00%
6868,000066,诺安鸿鑫混合,2.0859,2.9439,2.1011,2.9654,-0.0152,-0.72,开放申购,开放赎回,0.15%
6869,002562,泓德泓益量化混合,1.9872,2.5172,2.0017,2.5317,-0.0145,-0.72,开放申购,开放赎回,0.15%
6870,006687,方正富邦深证100ETF联接A,1.9358,1.9358,1.9499,1.9499,-0.0141,-0.72,开放申购,开放赎回,0.12%
6871,009047,东财创业板C,1.8982,1.8982,1.9119,1.9119,-0.0137,-0.72,开放申购,开放赎回,0.00%
6872,005390,工银创业板ETF联接A,1.8575,1.8575,1.8709,1.8709,-0.0134,-0.72,开放申购,开放赎回,0.10%
6873,004190,招商沪深300指数增强A,1.8267,1.8267,1.84,1.84,-0.0133,-0.72,开放申购,开放赎回,0.12%
6874,005391,工银创业板ETF联接C,1.8263,1.8263,1.8395,1.8395,-0.0132,-0.72,开放申购,开放赎回,0.00%
6875,160637,鹏华创业板指数(LOF),1.5110,0.8670,1.5220,0.8710,-0.0110,-0.72,开放申购,开放赎回,0.12%
6876,001593,天弘创业板ETF联接基金C,1.3458,1.3458,1.3555,1.3555,-0.0097,-0.72,开放申购,开放赎回,0.00%
6877,008840,德邦大消费混合A,1.2325,1.2325,1.2414,1.2414,-0.0089,-0.72,开放申购,开放赎回,0.15%
6878,008841,德邦大消费混合C,1.2292,1.2292,1.2381,1.2381,-0.0089,-0.72,开放申购,开放赎回,0.00%
6879,009106,嘉合同顺智选股票A,1.1918,1.1918,1.2004,1.2004,-0.0086,-0.72,开放申购,开放赎回,0.15%
6880,009512,天弘添利债券(LOF)E,1.1467,1.1467,1.1550,1.1550,-0.0083,-0.72,限大额,开放赎回,0.08%
6881,257020,国联安精选混合,1.1030,4.9140,1.1110,4.9260,-0.0080,-0.72,开放申购,开放赎回,0.15%
6882,160137,南方中证互联网指数(LOF),1.0457,1.0457,1.0533,1.0533,-0.0076,-0.72,限大额,开放赎回,0.12%
6883,010872,博时沪深300指数增强A,0.9610,0.9610,0.9680,0.9680,-0.0070,-0.72,开放申购,开放赎回,0.12%
6884,010873,博时沪深300指数增强C,0.9594,0.9594,0.9664,0.9664,-0.0070,-0.72,开放申购,开放赎回,0.00%
6885,160133,南方天元新产业股票(LOF),4.6370,4.6370,4.6710,4.6710,-0.0340,-0.73,开放申购,开放赎回,0.15%
6886,000652,博时裕隆灵活配置混合,4.4640,3.8650,4.4970,3.8930,-0.0330,-0.73,开放申购,开放赎回,0.15%
6887,340006,兴全全球视野股票,3.2586,6.0046,3.2826,6.0286,-0.0240,-0.73,开放申购,开放赎回,0.15%
6888,750001,安信灵活配置混合,2.8410,3.4310,2.8620,3.4520,-0.0210,-0.73,开放申购,开放赎回,0.15%
6889,002808,泓德优势领航混合,2.2725,2.2725,2.2893,2.2893,-0.0168,-0.73,开放申购,开放赎回,0.15%
6890,000199,国泰量化策略收益混合,2.0668,2.4460,2.0821,2.4641,-0.0153,-0.73,开放申购,开放赎回,0.12%
6891,005090,嘉合睿金混合发起式A,2.0005,2.2705,2.0152,2.2852,-0.0147,-0.73,开放申购,开放赎回,0.15%
6892,005091,嘉合睿金混合发起式C,1.9620,2.2270,1.9764,2.2414,-0.0144,-0.73,开放申购,开放赎回,0.00%
6893,006688,方正富邦深证100ETF联接C,1.8887,1.8887,1.9025,1.9025,-0.0138,-0.73,开放申购,开放赎回,0.00%
6894,004191,招商沪深300指数增强C,1.7995,1.7995,1.8127,1.8127,-0.0132,-0.73,开放申购,开放赎回,0.00%
6895,001197,长盛转型升级主题灵活配置混合,1.6360,1.6360,1.6480,1.6480,-0.0120,-0.73,开放申购,开放赎回,0.15%
6896,008399,华泰柏瑞中证科技ETF联接A,1.5506,1.5506,1.5620,1.5620,-0.0114,-0.73,开放申购,开放赎回,0.10%
6897,008400,华泰柏瑞中证科技ETF联接C,1.5453,1.5453,1.5566,1.5566,-0.0113,-0.73,开放申购,开放赎回,0.00%
6898,008372,富国阿尔法两年持有期混合,1.5021,1.5021,1.5132,1.5132,-0.0111,-0.73,开放申购,暂停赎回,1.50%
6899,001535,景顺长城改革机遇灵活配置A,1.49,1.49,1.5010,1.5010,-0.0110,-0.73,开放申购,开放赎回,0.15%
6900,166107,信达澳银量化多因子混合(LOF)A,1.4216,1.4216,1.4320,1.4320,-0.0104,-0.73,开放申购,开放赎回,0.15%
6901,166108,信达澳银量化多因子混合(LOF)C,1.4023,1.4023,1.4126,1.4126,-0.0103,-0.73,开放申购,开放赎回,0.00%
6902,008303,宝盈龙头优选股票A,1.1771,1.1771,1.1858,1.1858,-0.0087,-0.73,开放申购,开放赎回,0.15%
6903,202007,南方隆元产业主题混合,1.0840,1.5950,1.0920,1.6030,-0.0080,-0.73,开放申购,开放赎回,0.15%
6904,050201,博时价值增长贰号混合,1.0820,2.5730,1.09,2.5810,-0.0080,-0.73,开放申购,开放赎回,0.20%
6905,010104,景顺长城消费精选混合A,1.0285,1.0285,1.0361,1.0361,-0.0076,-0.73,开放申购,开放赎回,0.15%
6906,373010,上投摩根双息平衡混合A,0.9429,3.0361,0.9498,3.0430,-0.0069,-0.73,开放申购,开放赎回,0.15%
6907,570005,诺德成长优势混合,2.8180,3.7380,2.8390,3.7590,-0.0210,-0.74,开放申购,开放赎回,0.15%
6908,004263,华安沪港深机会灵活配置混合,2.56,2.7720,2.5790,2.7910,-0.0190,-0.74,开放申购,开放赎回,0.15%
6909,006909,华夏战略新兴成指ETF联接A,2.4173,2.4173,2.4354,2.4354,-0.0181,-0.74,开放申购,开放赎回,0.12%
6910,006910,华夏战略新兴成指ETF联接C,2.4020,2.4020,2.42,2.42,-0.0180,-0.74,开放申购,开放赎回,0.00%
6911,001990,中欧数据挖掘混合A,2.2734,2.3614,2.2903,2.3783,-0.0169,-0.74,开放申购,开放赎回,0.15%
6912,007016,富国睿泽回报混合,2.2103,2.2103,2.2268,2.2268,-0.0165,-0.74,限大额,开放赎回,0.15%
6913,004234,中欧数据挖掘混合C,2.1934,2.1934,2.2097,2.2097,-0.0163,-0.74,开放申购,开放赎回,0.00%
6914,003714,英大睿盛C,2.1897,2.3697,2.2061,2.3861,-0.0164,-0.74,开放申购,开放赎回,0.00%
6915,002683,民生加银前沿科技灵活配置混合,2.1440,2.1440,2.16,2.16,-0.0160,-0.74,开放申购,开放赎回,0.15%
6916,000761,国富健康优质生活股票,2.1312,2.1312,2.1471,2.1471,-0.0159,-0.74,限大额,开放赎回,0.15%
6917,003713,英大睿盛A,2.1260,2.3060,2.1419,2.3219,-0.0159,-0.74,开放申购,开放赎回,0.08%
6918,002443,前海开源沪港深龙头精选混合,2.0160,2.1980,2.0310,2.2130,-0.0150,-0.74,开放申购,开放赎回,0.15%
6919,161039,富国中证1000指数增强,1.9909,1.9909,2.0057,2.0057,-0.0148,-0.74,开放申购,开放赎回,0.12%
6920,110019,易方达深证100ETF联接A,1.9827,1.9827,1.9974,1.9974,-0.0147,-0.74,开放申购,开放赎回,0.12%
6921,004742,易方达深证100ETF联接C,1.9797,1.9797,1.9944,1.9944,-0.0147,-0.74,开放申购,开放赎回,0.00%
6922,000955,南方产业活力,1.8690,1.8690,1.8830,1.8830,-0.0140,-0.74,开放申购,开放赎回,0.15%
6923,005137,长信沪深300指数增强A,1.7621,1.7621,1.7752,1.7752,-0.0131,-0.74,开放申购,开放赎回,0.08%
6924,501085,财通科创主题3年封闭混合,1.7517,1.7517,1.7648,1.7648,-0.0131,-0.74,暂停申购,暂停赎回,1.20%
6925,007448,长信沪深300指数增强C,1.7440,1.7440,1.7570,1.7570,-0.0130,-0.74,开放申购,开放赎回,0.00%
6926,002667,前海开源沪港深创新成长混合C,1.7430,1.8230,1.7560,1.8360,-0.0130,-0.74,开放申购,开放赎回,0.15%
6927,161834,银华鑫锐灵活配置混合(LOF),1.7420,1.7420,1.7550,1.7550,-0.0130,-0.74,开放申购,开放赎回,0.15%
6928,006048,长城中证500指数增强A,1.7233,1.7233,1.7362,1.7362,-0.0129,-0.74,开放申购,开放赎回,0.12%
6929,007413,长城中证500指数增强C,1.7023,1.7023,1.7150,1.7150,-0.0127,-0.74,开放申购,开放赎回,0.00%
6930,004316,前海开源沪港深裕鑫A,1.6888,1.6888,1.7014,1.7014,-0.0126,-0.74,开放申购,开放赎回,0.15%
6931,004317,前海开源沪港深裕鑫C,1.6793,1.6793,1.6919,1.6919,-0.0126,-0.74,开放申购,开放赎回,0.15%
6932,161613,融通创业板指数A,1.6010,2.9130,1.6130,2.9250,-0.0120,-0.74,开放申购,开放赎回,0.12%
6933,007945,景顺长城改革机遇灵活配置C,1.4770,1.4770,1.4880,1.4880,-0.0110,-0.74,开放申购,开放赎回,0.00%
6934,675081,西部利得祥盈债券A,1.4269,1.4269,1.4375,1.4375,-0.0106,-0.74,开放申购,开放赎回,0.06%
6935,675083,西部利得祥盈债券C,1.3773,1.3773,1.3876,1.3876,-0.0103,-0.74,开放申购,开放赎回,0.00%
6936,008973,大成中华沪深港300指数(LOF)C,1.3112,1.3112,1.3210,1.3210,-0.0098,-0.74,开放申购,开放赎回,0.00%
6937,005608,华宝中证500增强C,1.3098,1.3098,1.3196,1.3196,-0.0098,-0.74,开放申购,开放赎回,0.00%
6938,008304,宝盈龙头优选股票C,1.1648,1.1648,1.1735,1.1735,-0.0087,-0.74,开放申购,开放赎回,0.00%
6939,006864,国联安核心资产策略混合,1.1596,1.1596,1.1683,1.1683,-0.0087,-0.74,开放申购,开放赎回,0.15%
6940,002644,大成景荣债券A,1.0680,1.0680,1.0760,1.0760,-0.0080,-0.74,开放申购,开放赎回,0.08%
6941,010105,景顺长城消费精选混合C,1.0252,1.0252,1.0328,1.0328,-0.0076,-0.74,开放申购,开放赎回,0.00%
6942,011184,东方阿尔法招阳混合A,1.0077,1.0077,1.0152,1.0152,-0.0075,-0.74,开放申购,开放赎回,0.15%
6943,011185,东方阿尔法招阳混合C,1.0028,1.0028,1.0103,1.0103,-0.0075,-0.74,开放申购,开放赎回,0.00%
6944,690007,民生加银景气行业混合A,5.5650,5.5650,5.6070,5.6070,-0.0420,-0.75,开放申购,开放赎回,0.15%
6945,009720,民生加银景气行业混合C,5.5430,5.5430,5.5850,5.5850,-0.0420,-0.75,开放申购,开放赎回,0.00%
6946,920003,中金新锐股票A,3.7245,4.2045,3.7525,4.2325,-0.0280,-0.75,开放申购,开放赎回,1.50%
6947,920923,中金新锐股票C,3.7014,3.7014,3.7294,3.7294,-0.0280,-0.75,开放申购,开放赎回,0.00%
6948,000311,景顺长城沪深300指数增强,2.9220,3.2620,2.9440,3.2840,-0.0220,-0.75,开放申购,开放赎回,0.12%
6949,002542,长城久鼎混合,2.6735,2.6735,2.6936,2.6936,-0.0201,-0.75,开放申购,开放赎回,0.15%
6950,217016,招商深证100指数A,2.4388,2.4388,2.4572,2.4572,-0.0184,-0.75,开放申购,开放赎回,0.12%
6951,004408,招商深证100指数C,2.4024,2.4024,2.4205,2.4205,-0.0181,-0.75,开放申购,开放赎回,0.00%
6952,005351,汇添富行业整合混合,2.1495,2.1495,2.1657,2.1657,-0.0162,-0.75,开放申购,开放赎回,0.15%
6953,900090,中信卓越成长两年持有混合B,2.0590,3.7656,2.0745,3.7811,-0.0155,-0.75,限大额,开放赎回,0.15%
6954,900010,中信卓越成长两年持有混合A,2.0539,3.7605,2.0694,3.7760,-0.0155,-0.75,暂停申购,开放赎回,1.20%
6955,900100,中信卓越成长两年持有混合C,2.0429,3.7495,2.0584,3.7650,-0.0155,-0.75,限大额,开放赎回,0.00%
6956,001300,大成睿景灵活配置混合A,1.9790,1.9790,1.9940,1.9940,-0.0150,-0.75,开放申购,开放赎回,0.15%
6957,001208,诺安低碳经济股票A,1.9750,1.9750,1.99,1.99,-0.0150,-0.75,开放申购,开放赎回,0.15%
6958,161604,融通深证100指数A,1.9750,3.5980,1.99,3.6130,-0.0150,-0.75,开放申购,开放赎回,0.15%
6959,005265,博时厚泽回报混合A,1.8933,2.1078,1.9077,2.1222,-0.0144,-0.75,开放申购,开放赎回,0.15%
6960,003397,银华体育文化灵活配置混合,1.8650,1.8650,1.8790,1.8790,-0.0140,-0.75,开放申购,开放赎回,0.15%
6961,162714,广发深证100指数(LOF)A,1.8445,2.0637,1.8585,2.0777,-0.0140,-0.75,开放申购,开放赎回,0.12%
6962,161227,国投瑞银深证100指数,1.7310,3.2740,1.7440,3.2990,-0.0130,-0.75,开放申购,开放赎回,0.12%
6963,005850,财通量化价值优选混合,1.6891,1.6891,1.7019,1.7019,-0.0128,-0.75,开放申购,开放赎回,0.15%
6964,959991,兴证资管金麒麟领先优势一年持有混合A,1.6441,1.6441,1.6565,1.6565,-0.0124,-0.75,开放申购,开放赎回,0.12%
6965,959993,兴证资管金麒麟领先优势一年持有混合C,1.6441,2.3793,1.6565,2.3917,-0.0124,-0.75,暂停申购,开放赎回,0.00%
6966,004536,嘉实中小企业量化活力混合,1.5910,1.5910,1.6030,1.6030,-0.0120,-0.75,开放申购,开放赎回,0.15%
6967,008092,中信保诚红利精选混合C,1.4620,1.4620,1.4731,1.4731,-0.0111,-0.75,开放申购,开放赎回,0.00%
6968,400020,东方成长回报平衡混合,1.4114,1.8792,1.4220,1.8928,-0.0106,-0.75,限大额,开放赎回,0.12%
6969,005607,华宝中证500增强A,1.3268,1.3268,1.3368,1.3368,-0.01,-0.75,开放申购,开放赎回,0.12%
6970,160925,大成中华沪深港300指数(LOF)A,1.3122,1.3122,1.3221,1.3221,-0.0099,-0.75,开放申购,开放赎回,0.12%
6971,007288,合煦智远消费主题股票发起式C,1.2861,1.2861,1.2958,1.2958,-0.0097,-0.75,开放申购,开放赎回,0.00%
6972,320001,诺安平衡混合,1.2530,3.5130,1.2625,3.5225,-0.0095,-0.75,开放申购,开放赎回,0.15%
6973,001255,长城改革红利混合,1.1459,1.1459,1.1546,1.1546,-0.0087,-0.75,开放申购,开放赎回,0.15%
6974,008407,恒生沪深港通细分行业龙头A,1.1451,1.1451,1.1537,1.1537,-0.0086,-0.75,开放申购,开放赎回,0.12%
6975,008408,恒生沪深港通细分行业龙头C,1.1398,1.1398,1.1484,1.1484,-0.0086,-0.75,开放申购,开放赎回,0.00%
6976,006536,恒生前海恒锦裕利C,1.1355,1.1355,1.1441,1.1441,-0.0086,-0.75,开放申购,开放赎回,0.00%
6977,009887,广发稳健优选六个月持有期混合A,1.1141,1.1141,1.1225,1.1225,-0.0084,-0.75,开放申购,开放赎回,0.15%
6978,009888,广发稳健优选六个月持有期混合C,1.1099,1.1099,1.1183,1.1183,-0.0084,-0.75,开放申购,开放赎回,0.00%
6979,010602,长城均衡优选混合,1.0997,1.0997,1.1080,1.1080,-0.0083,-0.75,开放申购,开放赎回,1.50%
6980,002645,大成景荣债券C,1.0590,1.0590,1.0670,1.0670,-0.0080,-0.75,开放申购,开放赎回,0.00%
6981,006106,景顺长城量化港股通股票,1.0342,1.0342,1.0420,1.0420,-0.0078,-0.75,开放申购,开放赎回,0.15%
6982,000527,南方新优享灵活配置混合A,5.7190,5.7190,5.7630,5.7630,-0.0440,-0.76,开放申购,开放赎回,0.15%
6983,006590,南方新优享灵活配置混合C,5.61,5.61,5.6530,5.6530,-0.0430,-0.76,开放申购,开放赎回,0.00%
6984,161037,富国中证高端制造指数增强型,2.2702,2.2702,2.2875,2.2875,-0.0173,-0.76,开放申购,开放赎回,0.12%
6985,006179,富国品质生活混合,2.2446,2.2446,2.2618,2.2618,-0.0172,-0.76,开放申购,开放赎回,0.15%
6986,168104,九泰锐丰灵活配置混合(LOF)A,2.2340,2.2617,2.2510,2.2787,-0.0170,-0.76,开放申购,开放赎回,0.15%
6987,168111,九泰锐丰灵活配置混合(LOF)C,2.2340,2.2340,2.2510,2.2510,-0.0170,-0.76,开放申购,开放赎回,0.00%
6988,920002,中金精选股票A,2.2083,6.3387,2.2252,6.3811,-0.0169,-0.76,开放申购,开放赎回,1.50%
6989,920922,中金精选股票C,2.1980,2.1980,2.2149,2.2149,-0.0169,-0.76,开放申购,开放赎回,0.00%
6990,320007,诺安成长混合,2.0790,2.5240,2.0950,2.54,-0.0160,-0.76,开放申购,开放赎回,0.15%
6991,000176,嘉实沪深300指数研究增强,2.0045,2.0045,2.0198,2.0198,-0.0153,-0.76,开放申购,开放赎回,0.10%
6992,310518,申万菱信可转债债券,1.9480,2.0980,1.9630,2.1130,-0.0150,-0.76,开放申购,开放赎回,0.08%
6993,005266,博时厚泽回报混合C,1.8465,2.0483,1.8607,2.0625,-0.0142,-0.76,开放申购,开放赎回,0.00%
6994,009472,广发深证100指数(LOF)C,1.8410,1.8410,1.8551,1.8551,-0.0141,-0.76,开放申购,开放赎回,0.00%
6995,006038,大成景恒混合C,1.8330,1.8330,1.8470,1.8470,-0.0140,-0.76,开放申购,开放赎回,0.00%
6996,008251,汇安宜创量化精选混合A,1.6953,1.6953,1.7083,1.7083,-0.0130,-0.76,开放申购,开放赎回,0.15%
6997,673110,西部利得新润混合,1.6930,1.7830,1.7060,1.7960,-0.0130,-0.76,开放申购,开放赎回,0.12%
6998,008252,汇安宜创量化精选混合C,1.6821,1.6821,1.6950,1.6950,-0.0129,-0.76,开放申购,开放赎回,0.00%
6999,008480,永赢股息优选A,1.5972,1.5972,1.6095,1.6095,-0.0123,-0.76,开放申购,开放赎回,0.15%
7000,006104,华泰柏瑞量化智慧混合C,1.5897,1.7393,1.6018,1.7514,-0.0121,-0.76,开放申购,开放赎回,0.00%
7001,008515,国富基本面优选混合,1.5754,1.5754,1.5874,1.5874,-0.0120,-0.76,开放申购,开放赎回,0.15%
7002,008234,光大消费主题股票,1.5594,1.5594,1.5713,1.5713,-0.0119,-0.76,开放申购,开放赎回,0.15%
7003,001244,华泰柏瑞量化智慧混合A,1.5149,1.7052,1.5265,1.7168,-0.0116,-0.76,开放申购,开放赎回,0.15%
7004,008091,中信保诚红利精选混合A,1.4711,1.4711,1.4823,1.4823,-0.0112,-0.76,开放申购,开放赎回,0.15%
7005,161022,富国创业板指数(LOF),1.4410,1.91,1.4520,1.9140,-0.0110,-0.76,开放申购,开放赎回,0.12%
7006,003279,融通沪港深智慧生活灵活配置混合,1.4149,1.4149,1.4257,1.4257,-0.0108,-0.76,限大额,开放赎回,0.15%
7007,007505,华夏AH经济蓝筹股票A,1.3592,1.3592,1.3696,1.3696,-0.0104,-0.76,开放申购,开放赎回,0.12%
7008,007506,华夏AH经济蓝筹股票C,1.3510,1.3510,1.3614,1.3614,-0.0104,-0.76,开放申购,开放赎回,0.00%
7009,007287,合煦智远消费主题股票发起式A,1.3008,1.3008,1.3107,1.3107,-0.0099,-0.76,开放申购,开放赎回,0.15%
7010,009488,中邮价值精选混合A,1.2538,1.2538,1.2634,1.2634,-0.0096,-0.76,开放申购,开放赎回,0.15%
7011,008603,方正富邦新兴成长混合C,1.2509,1.2509,1.2605,1.2605,-0.0096,-0.76,开放申购,开放赎回,0.00%
7012,009489,中邮价值精选混合C,1.2505,1.2505,1.2601,1.2601,-0.0096,-0.76,开放申购,开放赎回,0.00%
7013,008602,方正富邦新兴成长混合A,1.2413,1.2413,1.2508,1.2508,-0.0095,-0.76,开放申购,开放赎回,0.15%
7014,161628,融通中证云计算与大数据主题指数(LOF),1.1979,0.8662,1.2071,0.8723,-0.0092,-0.76,开放申购,开放赎回,0.12%
7015,010964,鹏华可转债债券C,1.1790,1.1790,1.1880,1.1880,-0.0090,-0.76,开放申购,开放赎回,0.00%
7016,008164,南方大盘红利50ETF联接C,1.1721,1.1721,1.1811,1.1811,-0.0090,-0.76,开放申购,开放赎回,0.00%
7017,006535,恒生前海恒锦裕利A,1.1293,1.1293,1.1379,1.1379,-0.0086,-0.76,开放申购,开放赎回,0.12%
7018,005576,华泰柏瑞新金融地产混合,1.1099,1.1099,1.1184,1.1184,-0.0085,-0.76,开放申购,开放赎回,0.15%
7019,501310,华宝沪港深中国增强(LOF)A,0.9113,0.9113,0.9183,0.9183,-0.0070,-0.76,开放申购,开放赎回,0.12%
7020,007397,华宝沪港深中国增强(LOF)C,0.9038,0.9038,0.9107,0.9107,-0.0069,-0.76,开放申购,开放赎回,0.00%
7021,481017,工银量化策略混合A,4.2640,4.7090,4.2970,4.7420,-0.0330,-0.77,开放申购,开放赎回,0.15%
7022,012241,工银量化策略混合C,4.2580,4.2580,4.2910,4.2910,-0.0330,-0.77,开放申购,开放赎回,0.00%
7023,240011,华宝大盘精选混合,4.2418,4.5862,4.2748,4.6192,-0.0330,-0.77,开放申购,开放赎回,0.15%
7024,002160,南方驱动混合,3.6060,3.6060,3.6340,3.6340,-0.0280,-0.77,开放申购,开放赎回,0.15%
7025,005825,申万菱信智能驱动股票,3.4625,3.4625,3.4895,3.4895,-0.0270,-0.77,开放申购,开放赎回,0.15%
7026,206002,鹏华精选成长混合,2.9460,2.9460,2.9690,2.9690,-0.0230,-0.77,开放申购,开放赎回,0.15%
7027,002563,泓德泓汇混合,2.9158,2.9158,2.9385,2.9385,-0.0227,-0.77,开放申购,开放赎回,0.15%
7028,005642,鹏扬景升A,2.8663,2.8663,2.8885,2.8885,-0.0222,-0.77,限大额,开放赎回,0.15%
7029,005643,鹏扬景升C,2.7929,2.7929,2.8146,2.8146,-0.0217,-0.77,限大额,开放赎回,0.00%
7030,000977,长城环保主题混合,2.7355,2.7355,2.7566,2.7566,-0.0211,-0.77,开放申购,开放赎回,0.15%
7031,070013,嘉实研究精选混合A,2.71,4.5020,2.7310,4.5230,-0.0210,-0.77,开放申购,开放赎回,0.15%
7032,161729,招商3年封闭瑞利混合,2.2850,2.2850,2.3027,2.3027,-0.0177,-0.77,暂停申购,暂停赎回,0.15%
7033,001607,英大策略优选A,2.2141,2.3941,2.2312,2.4112,-0.0171,-0.77,开放申购,开放赎回,0.08%
7034,501022,银华鑫盛灵活配置混合(LOF),2.1950,2.1950,2.2120,2.2120,-0.0170,-0.77,开放申购,开放赎回,0.15%
7035,470021,汇添富优选回报灵活配置混合A,2.1770,2.1770,2.1940,2.1940,-0.0170,-0.77,开放申购,开放赎回,0.15%
7036,001608,英大策略优选C,2.1102,2.2902,2.1265,2.3065,-0.0163,-0.77,开放申购,开放赎回,0.00%
7037,004250,银河量化优选混合,2.0602,2.0602,2.0762,2.0762,-0.0160,-0.77,开放申购,开放赎回,0.15%
7038,003986,申万菱信中证500指数优选增强A,1.9612,2.0492,1.9765,2.0645,-0.0153,-0.77,开放申购,开放赎回,0.12%
7039,004876,融通深证100指数C,1.9430,2.1880,1.9580,2.2030,-0.0150,-0.77,开放申购,开放赎回,0.00%
7040,005876,易方达鑫转增利混合A,1.9122,1.9122,1.9271,1.9271,-0.0149,-0.77,开放申购,开放赎回,0.10%
7041,001366,金鹰产业整合混合,1.8150,1.8150,1.8290,1.8290,-0.0140,-0.77,开放申购,开放赎回,0.15%
7042,090019,大成景恒混合A,1.80,2.41,1.8140,2.4280,-0.0140,-0.77,开放申购,开放赎回,0.15%
7043,007794,申万菱信中证500指数优选增强C,1.7680,1.7680,1.7818,1.7818,-0.0138,-0.77,开放申购,开放赎回,0.00%
7044,006801,前海联合科技先锋混合A,1.7534,1.7534,1.7670,1.7670,-0.0136,-0.77,开放申购,开放赎回,0.15%
7045,006802,前海联合科技先锋混合C,1.7388,1.7388,1.7523,1.7523,-0.0135,-0.77,开放申购,开放赎回,0.00%
7046,006611,人保中证500指数,1.6516,1.6516,1.6644,1.6644,-0.0128,-0.77,开放申购,开放赎回,0.06%
7047,008481,永赢股息优选C,1.5931,1.5931,1.6055,1.6055,-0.0124,-0.77,开放申购,开放赎回,0.00%
7048,008671,银华科技创新混合,1.5682,1.5682,1.5803,1.5803,-0.0121,-0.77,开放申购,开放赎回,0.15%
7049,005870,鹏华沪深300指数增强,1.5515,1.5515,1.5635,1.5635,-0.0120,-0.77,开放申购,开放赎回,0.12%
7050,001037,国投瑞银锐意改革混合,1.5410,1.7610,1.5530,1.7730,-0.0120,-0.77,开放申购,开放赎回,0.15%
7051,217002,招商安泰平衡混合,1.4594,3.5631,1.4707,3.5744,-0.0113,-0.77,开放申购,开放赎回,0.15%
7052,007932,鹏华中证500ETF联接A,1.43,1.43,1.4411,1.4411,-0.0111,-0.77,开放申购,开放赎回,0.12%
7053,008001,鹏华中证500ETF联接C,1.4257,1.4257,1.4367,1.4367,-0.0110,-0.77,开放申购,开放赎回,0.00%
7054,160726,嘉实瑞享定期混合,1.3986,2.0386,1.4095,2.0495,-0.0109,-0.77,暂停申购,暂停赎回,0.90%
7055,008237,招商深证100ETF联接C,1.3892,1.3892,1.40,1.40,-0.0108,-0.77,开放申购,开放赎回,0.00%
7056,008236,招商深证100ETF联接A,1.3703,1.3703,1.3809,1.3809,-0.0106,-0.77,开放申购,开放赎回,0.12%
7057,005126,银河量化稳进混合,1.2867,1.2867,1.2967,1.2967,-0.01,-0.77,开放申购,开放赎回,0.15%
7058,008163,南方大盘红利50ETF联接A,1.1790,1.1790,1.1881,1.1881,-0.0091,-0.77,开放申购,开放赎回,0.12%
7059,011486,博时创新精选混合A,1.0758,1.0758,1.0842,1.0842,-0.0084,-0.77,开放申购,开放赎回,0.15%
7060,010826,大成产业趋势混合A,1.0632,1.0632,1.0714,1.0714,-0.0082,-0.77,开放申购,开放赎回,0.15%
7061,010827,大成产业趋势混合C,1.0596,1.0596,1.0678,1.0678,-0.0082,-0.77,开放申购,开放赎回,0.00%
7062,010400,富国融泰三个月定开混合发起式,1.0269,1.0269,1.0349,1.0349,-0.0080,-0.77,暂停申购,暂停赎回,1.50%
7063,010113,广发研究精选股票C,1.0259,1.0259,1.0339,1.0339,-0.0080,-0.77,开放申购,开放赎回,0.00%
7064,010947,中欧嘉选混合A,0.9865,0.9865,0.9942,0.9942,-0.0077,-0.77,开放申购,开放赎回,0.15%
7065,001053,南方创新经济,3.0570,3.0570,3.0810,3.0810,-0.0240,-0.78,开放申购,开放赎回,0.15%
7066,004604,富国新活力灵活配置混合A,2.7567,2.7567,2.7783,2.7783,-0.0216,-0.78,限大额,开放赎回,0.15%
7067,519698,交银先锋混合,2.7427,3.2207,2.7643,3.2423,-0.0216,-0.78,开放申购,开放赎回,0.15%
7068,004605,富国新活力灵活配置混合C,2.7371,2.7371,2.7586,2.7586,-0.0215,-0.78,限大额,开放赎回,0.00%
7069,200002,长城久泰沪深300指数A,2.5609,5.4209,2.5811,5.4411,-0.0202,-0.78,开放申购,开放赎回,0.15%
7070,002649,民生智造2025灵活配置混合,2.4862,2.4862,2.5057,2.5057,-0.0195,-0.78,开放申购,开放赎回,0.15%
7071,070023,嘉实深证基本面120联接A,2.4434,2.4434,2.4626,2.4626,-0.0192,-0.78,开放申购,开放赎回,0.12%
7072,002256,金信行业优选混合发起式,2.4230,2.4230,2.4420,2.4420,-0.0190,-0.78,开放申购,开放赎回,0.15%
7073,002418,汇添富优选回报灵活配置混合C,2.1640,2.1640,2.1810,2.1810,-0.0170,-0.78,开放申购,开放赎回,0.00%
7074,006912,长城久泰沪深300指数C,2.0885,2.4425,2.1049,2.4589,-0.0164,-0.78,开放申购,开放赎回,0.00%
7075,005877,易方达鑫转增利混合C,1.8802,1.8802,1.8949,1.8949,-0.0147,-0.78,开放申购,开放赎回,0.00%
7076,001650,工银丰收回报灵活配置混合A,1.7740,1.7740,1.7880,1.7880,-0.0140,-0.78,限大额,开放赎回,0.15%
7077,001179,德邦大健康灵活配置混合,1.7070,1.9236,1.7204,1.9370,-0.0134,-0.78,开放申购,开放赎回,0.15%
