,ts_code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma8,ma25,ma8_-1,ma25_-1,close5v,close10v,close20v,close30v,b
3439,000002.SZ,20060706,1.61,1.6675,1.6071,1.6503,1.6301,0.0201999999999999,1.2392,259299.35,149039.5853,1.6247500000000017,1.58494,1.6132500000000018,1.5873519999999999,10.313276373992606,10.788341513664182,9.824274374356177,11.253105495970427,0
3438,000002.SZ,20060707,1.6474,1.6531,1.6043,1.61,1.6503,-0.0403,-2.442,341248.3,192432.8387,1.6330125000000015,1.58448,1.6247500000000017,1.58494,11.07142857142857,11.058385093167702,10.271428571428572,11.47950310559006,0
3437,000002.SZ,20060710,1.6215,1.702,1.6014,1.6819,1.61,0.0718999999999998,4.4658,514719.1,299266.6586,1.6502625000000015,1.5850560000000002,1.6330125000000015,1.58448,10.71764076342232,10.515488435697723,9.90249123015637,11.006599678934538,0
3436,000002.SZ,20060711,1.6905,1.7106,1.6618,1.6848,1.6819,0.0029000000000001,0.1724,283107.12,165883.7362,1.6578125000000017,1.5881640000000001,1.6502625000000015,1.5850560000000002,10.221391263057928,10.37511870845204,10.235042735042734,11.02267331433998,0
3435,000002.SZ,20060712,1.6848,1.7998,1.6848,1.7653,1.6848,0.0805,4.778,1257727.29,772719.8411,1.6754250000000017,1.5949520000000004,1.6578125000000017,1.5881640000000001,9.901999660114427,9.651617288846088,9.785305613776694,10.687135331105196,0
3434,000002.SZ,20060713,1.7653,1.7969,1.679,1.702,1.7653,-0.0633000000000001,-3.5858,765769.33,463230.2164,1.6754250000000017,1.6003560000000006,1.6754250000000017,1.5949520000000004,10.46063454759107,10.04524089306698,10.20094007050529,11.759694477085782,0
3433,000002.SZ,20060714,1.6905,1.8055,1.6848,1.7825,1.702,0.0805,4.7297,797995.25,489005.611,1.6883625000000018,1.6108200000000006,1.6754250000000017,1.6003560000000006,9.988218793828892,9.161290322580646,10.21991584852735,11.079943899018234,0
3432,000002.SZ,20060718,1.7969,1.8659,1.7739,1.8026,1.7825,0.0201,1.1276,576343.14,363249.3735,1.7099250000000017,1.6217440000000005,1.6883625000000018,1.6108200000000006,9.811383557084211,9.173970930877621,10.30234106290913,11.365250194163988,0
3431,000002.SZ,20060719,1.7825,1.8055,1.7135,1.7221,1.8026,-0.0805,-4.4658,428095.6,260304.0122,1.7189000000000016,1.6309440000000004,1.7099250000000017,1.6217440000000005,10.150397770164334,9.653910922710644,10.646884617618024,11.81058010568492,0
3430,000002.SZ,20060720,1.725,1.7624,1.7221,1.748,1.7221,0.0259,1.504,230459.39,139686.0703,1.7361500000000016,1.6407200000000004,1.7189000000000016,1.6309440000000004,9.747139588100687,9.57837528604119,10.539473684210527,11.416475972540045,0
3429,000002.SZ,20060721,1.7686,1.807,1.7657,1.7804,1.748,0.0323999999999999,1.8535,263612.69,159802.8,1.7484625000000016,1.65064,1.7361500000000016,1.6407200000000004,9.60289822511795,9.106380588631769,10.430802066951246,11.456975960458324,0
3428,000002.SZ,20060724,1.7539,1.7922,1.7333,1.7804,1.7804,0.0,0.0,289203.93,174012.54,1.7604125000000015,1.6578000000000004,1.7484625000000016,1.65064,9.172096158166704,9.288362165805438,10.380813300381938,11.3906987193889,0
3427,000002.SZ,20060725,1.7775,1.7981,1.7539,1.7686,1.7804,-0.0118,-0.6628,270141.63,162504.3412,1.7608250000000014,1.6643720000000002,1.7604125000000015,1.6578000000000004,9.350333597195522,9.417053036299897,10.467036073730632,11.283501074296055,0
3426,000002.SZ,20060726,1.7686,1.7834,1.7392,1.748,1.7686,-0.0205999999999999,-1.1648,220629.42,131339.5125,1.7665750000000013,1.670812,1.7608250000000014,1.6643720000000002,9.51086956521739,9.864988558352403,10.624141876430206,11.315217391304348,0
3425,000002.SZ,20060727,1.7333,1.751,1.695,1.7038,1.748,-0.0442,-2.5286,313663.8,182644.6371,1.7567375000000012,1.676864,1.7665750000000013,1.670812,9.82685761239582,10.138513910083343,11.0728958797981,11.730250029346168,0
3424,000002.SZ,20060728,1.7038,1.7421,1.6802,1.7097,1.7038,0.0059,0.3463,246614.11,142510.2674,1.7451250000000011,1.6842999999999997,1.7567375000000012,1.676864,9.482950225185704,10.154997952857226,11.706732175235421,12.172310931742413,0
3423,000002.SZ,20060731,1.7156,1.7215,1.6242,1.633,1.7097,-0.0766999999999999,-4.4862,304367.36,170895.2013,1.7339875000000013,1.6871759999999998,1.7451250000000011,1.6842999999999997,10.126760563380282,11.155541947336191,12.09430496019596,12.780159216166567,0
3422,000002.SZ,20060801,1.6448,1.6979,1.636,1.6537,1.633,0.0206999999999999,1.2676,248256.64,140330.2283,1.7222000000000015,1.6909919999999996,1.7339875000000013,1.6871759999999998,10.071355143012639,11.229969160065307,12.38858317711798,12.63772147306041,0
3421,000002.SZ,20060802,1.6537,1.6832,1.6448,1.6625,1.6537,0.0088000000000001,0.5321,226787.22,128365.6106,1.7074625000000014,1.6957359999999997,1.7222000000000015,1.6909919999999996,10.372330827067668,11.028571428571428,12.233984962406016,12.411428571428571,0
3420,000002.SZ,20060803,1.6684,1.6773,1.6507,1.6743,1.6625,0.0117999999999998,0.7098,116857.17,65885.8304,1.6942000000000015,1.7009519999999998,1.7074625000000014,1.6957359999999997,10.317147464612077,11.003404407812221,11.919010929940871,12.764140237711283,0
3419,000002.SZ,20060807,1.633,1.6655,1.6095,1.6213,1.6743,-0.0529999999999999,-3.1655,204886.31,113950.2549,1.6757875000000015,1.7008279999999996,1.6942000000000015,1.7009519999999998,10.708690556960462,11.454388453709985,12.581261950286809,13.308456177141801,0
3418,000002.SZ,20060808,1.6272,1.6566,1.6213,1.6537,1.6213,0.0323999999999999,1.9984,154814.18,86129.1603,1.6640000000000017,1.7019999999999995,1.6757875000000015,1.7008279999999996,11.015903731027395,11.17615045050493,12.263409324544961,12.887464473604647,0
3417,000002.SZ,20060809,1.6596,1.6714,1.633,1.6655,1.6537,0.0118,0.7136,125549.95,70535.8978,1.6592125000000018,1.7005399999999997,1.6640000000000017,1.7019999999999995,11.15040528369859,11.114980486340437,11.981987391173822,13.397778444911436,0
3416,000002.SZ,20060810,1.6655,1.7333,1.6655,1.7244,1.6655,0.0588999999999999,3.5365,336685.04,195932.3555,1.6610500000000017,1.7023559999999998,1.6592125000000018,1.7005399999999997,10.632683832057527,10.769543029459523,11.470076548364649,13.12862444908374,0
3415,000002.SZ,20060811,1.7303,1.751,1.7156,1.7274,1.7244,0.0030000000000001,0.174,164150.2,96338.2448,1.6728500000000017,1.706248,1.6610500000000017,1.7023559999999998,10.665161514414727,10.921616301956698,11.569989579715179,13.05430126201227,0
3414,000002.SZ,20060814,1.7244,1.7627,1.7097,1.7362,1.7274,0.0087999999999999,0.5094,285345.63,168086.2886,1.6831625000000017,1.7096839999999998,1.6728500000000017,1.706248,10.696348346964635,11.52804976385209,11.98652229005875,12.8355028222555,0
3413,000002.SZ,20060815,1.7274,1.8276,1.7126,1.8217,1.7362,0.0855000000000001,4.9245,687872.85,418275.9484,1.7030625000000017,1.7181519999999997,1.6831625000000017,1.7096839999999998,10.145468518416862,10.84152165559642,11.456331997584675,11.68304331119284,0
3412,000002.SZ,20060816,1.8335,1.9042,1.8099,1.8571,1.8217,0.0353999999999998,1.9432,986915.04,627744.0688,1.7259125000000015,1.7251599999999998,1.7030625000000017,1.7181519999999997,9.968230036077756,11.031716116525768,11.253567390016695,11.586882774217868,1
3411,000002.SZ,20060817,1.8512,1.8512,1.7952,1.8335,1.8571,-0.0236,-1.2708,404783.36,250782.418,1.7524375000000014,1.7311079999999999,1.7259125000000015,1.7251599999999998,10.1287155713117,11.092991546223072,11.253886010362695,11.896918461958004,0
3410,000002.SZ,20060818,1.8276,1.8895,1.807,1.8423,1.8335,0.0088000000000001,0.48,291863.09,183901.3281,1.7760125000000013,1.7341879999999998,1.7524375000000014,1.7311079999999999,10.24046029419747,10.832112033870704,11.600173695923575,12.112033870705098,0
3409,000002.SZ,20060821,1.7657,1.863,1.7569,1.8571,1.8423,0.0147999999999999,0.8033,375103.52,231195.7649,1.7999625000000012,1.740392,1.7760125000000013,1.7341879999999998,10.777556405147813,10.983791933660008,11.618652738140112,11.745732593829088,0
3408,000002.SZ,20060822,1.8512,1.8777,1.8276,1.8482,1.8571,-0.0088999999999999,-0.4792,209386.4,131825.7646,1.8154375000000014,1.74302,1.7999625000000012,1.740392,10.686072935829456,10.972838437398549,11.531219564982145,11.41975976625906,0
3407,000002.SZ,20060823,1.8453,1.8983,1.8394,1.8512,1.8482,0.0029999999999998,0.1623,285588.8,181767.3983,1.8309125000000015,1.744964,1.8154375000000014,1.74302,11.066875540190148,10.780034572169404,12.0538029386344,11.544403630077788,0
3406,000002.SZ,20060824,1.8512,1.8866,1.8423,1.8571,1.8512,0.0059,0.3187,169876.16,107230.5457,1.8460250000000014,1.7503640000000003,1.8309125000000015,1.744964,10.952021969737764,10.650476549458833,12.19051208874051,11.253567390016695,0
3405,000002.SZ,20060825,1.86,1.9072,1.8394,1.8866,1.8571,0.0295,1.5885,486267.99,310687.1041,1.8541375000000013,1.7559080000000002,1.8460250000000014,1.7503640000000003,10.577758931411003,10.593660553376443,11.95271917735609,11.171419484787448,0
3404,000002.SZ,20060828,1.8895,2.0369,1.8895,2.0015,1.8866,0.1149,6.0903,946893.87,637191.7893,1.8721875000000012,1.7647520000000003,1.8541375000000013,1.7559080000000002,10.191356482638021,10.39770172370722,11.13414938795903,10.471146640019986,0
3403,000002.SZ,20060829,1.9986,2.0516,1.9573,1.975,2.0015,-0.0264999999999999,-1.324,574131.07,391264.8055,1.889875000000001,1.7725360000000003,1.8721875000000012,1.7647520000000003,10.268354430379746,10.567088607594936,10.77620253164557,10.746329113924048,0
3402,000002.SZ,20060830,1.972,2.0605,1.9602,2.0487,1.975,0.0737000000000001,3.7316,519504.27,355771.3776,1.9156750000000011,1.7837400000000003,1.889875000000001,1.7725360000000003,9.740811246156099,10.201103138575682,10.503245960853224,11.021623468541025,0
3401,000002.SZ,20060831,2.0575,2.0841,2.0192,2.0339,2.0487,-0.0148000000000001,-0.7224,390186.57,270713.3778,1.9377750000000011,1.7951760000000005,1.9156750000000011,1.7837400000000003,9.72466689611092,10.145041545798712,10.724716062736611,11.116082403264665,0
3400,000002.SZ,20060901,2.0428,2.0487,1.9809,1.9956,2.0339,-0.0383,-1.8831,307984.89,209733.1616,1.956200000000001,1.8068480000000005,1.9377750000000011,1.7951760000000005,10.01503307276007,10.70905993185007,11.18159951894167,11.65464020845861,0
3399,000002.SZ,20060904,1.9838,2.0398,1.9809,2.0398,1.9956,0.0442,2.2149,216590.69,148183.5312,1.979775000000001,1.8200520000000007,1.956200000000001,1.8068480000000005,10.202470830473576,10.577997842925777,10.693695460339248,11.21384449455829,0
3398,000002.SZ,20060905,2.0487,2.0841,2.0104,2.028,2.0398,-0.0118,-0.5785,334063.43,231607.4111,2.001137500000001,1.8358520000000005,1.979775000000001,1.8200520000000007,10.290927021696252,10.50887573964497,10.407297830374754,11.62820512820513,0
3397,000002.SZ,20060906,2.0045,2.031,1.9367,1.9956,2.028,-0.0323999999999999,-1.5976,506706.93,340178.7887,2.014762500000001,1.8495280000000005,2.001137500000001,1.8358520000000005,10.472539587091603,11.18159951894167,10.70905993185007,11.876127480457006,0
3396,000002.SZ,20060907,1.975,2.0074,1.9485,1.9779,1.9956,-0.0177,-0.887,234312.27,157220.1259,2.0118125000000013,1.8621440000000005,2.014762500000001,1.8495280000000005,10.43227665706052,11.44597805753577,10.56625714141261,12.399514636735933,0
3395,000002.SZ,20060908,1.9779,2.0339,1.9779,1.9986,1.9779,0.0206999999999999,1.0466,214187.56,146108.0087,2.0147625000000016,1.8751160000000004,2.0118125000000013,1.8621440000000005,10.692985089562693,11.282898028620034,10.545381767237068,12.093965776043232,0
3394,000002.SZ,20060911,2.0015,2.0811,1.9779,2.0811,1.9986,0.0825000000000002,4.1279,505144.43,349860.5271,2.0188125000000015,1.8935080000000004,2.0147625000000016,1.8751160000000004,10.368074575945414,10.70827927538321,10.070635721493442,11.33150737590697,0
3393,000002.SZ,20060912,2.0841,2.1047,2.0516,2.087,2.0811,0.0059,0.2835,419591.71,296924.0119,2.0254500000000015,1.9108400000000005,2.0188125000000015,1.8935080000000004,10.211787254432199,10.197891710589362,10.169621466219452,11.567800670819357,0
3392,000002.SZ,20060913,2.0899,2.1401,2.0575,2.0899,2.087,0.0028999999999999,0.139,555853.8,397173.3509,2.0372375000000016,1.9278160000000006,2.0254500000000015,1.9108400000000005,10.677065888320014,10.29618642040289,10.804344705488301,11.467055839992344,0
3391,000002.SZ,20060914,2.0782,2.0958,2.0163,2.0634,2.0899,-0.0264999999999999,-1.268,331340.91,231216.4677,2.040187500000002,1.9413760000000004,2.0372375000000016,1.9278160000000006,10.9716971987981,10.571387031113694,10.957158088591644,11.543084229911795,0
3390,000002.SZ,20060915,2.0605,2.143,2.0487,2.1371,2.0634,0.0737000000000001,3.5718,442618.78,318421.024,2.0538250000000016,1.9577640000000003,2.040187500000002,1.9413760000000004,10.551682186140095,10.441252164147674,10.882972252117355,11.365401712601189,0
3389,000002.SZ,20060918,2.1371,2.1725,2.1253,2.1577,2.1371,0.0205999999999999,0.9639,230490.66,168145.8195,2.074087500000002,1.9746240000000004,2.0538250000000016,1.9577640000000003,10.328127172452145,10.109375724150713,10.601103026370671,11.707837048709271,0
3388,000002.SZ,20060919,2.1607,2.1784,2.1283,2.1312,2.1577,-0.0264999999999999,-1.2282,184298.59,134305.2558,2.093250000000002,1.9870040000000002,2.074087500000002,1.9746240000000004,9.986392642642642,9.903340840840839,11.065127627627627,12.10257132132132,0
3387,000002.SZ,20060920,2.1312,2.2491,2.1224,2.2314,2.1312,0.1001999999999996,4.7016,461776.65,344175.6801,2.122350000000002,2.0019760000000004,2.093250000000002,1.9870040000000002,9.643273281348034,9.577395357174868,10.6211347136327,11.268262077619433,0
3386,000002.SZ,20060921,2.2314,2.3081,2.2167,2.2639,2.2314,0.0325000000000001,1.4565,370153.63,284846.1827,2.145200000000002,2.0191920000000003,2.122350000000002,2.0019760000000004,9.635142895004195,9.231414815142012,10.833075665886302,11.88789257476037,0
3385,000002.SZ,20060922,2.2639,2.3081,2.2491,2.255,2.2639,-0.0089000000000001,-0.3931,257387.35,198401.7697,2.166200000000002,2.0357000000000003,2.145200000000002,2.0191920000000003,9.895343680709534,9.346341463414635,10.718847006651886,11.973835920177384,0
3384,000002.SZ,20060925,2.255,2.3022,2.2108,2.2285,2.255,-0.0264999999999999,-1.1752,291531.28,223726.5937,2.183525000000002,2.050556,2.166200000000002,2.0357000000000003,9.788198339690373,9.40453219654476,10.582005833520306,12.195647296387707,0
3383,000002.SZ,20060926,2.2108,2.2226,2.1106,2.1283,2.2285,-0.1002,-4.4963,433031.58,316493.973,2.1916375000000023,2.06176,2.183525000000002,2.050556,9.91683503265517,9.97227834421839,11.34332565897665,12.880702908424567,0
3382,000002.SZ,20060927,2.1253,2.1577,2.1047,2.1518,2.1283,0.0235000000000003,1.1042,320468.95,231353.3547,2.1934750000000025,2.0737840000000003,2.1916375000000023,2.06176,9.931685100845804,10.493540291848685,11.137187470954547,13.630448926480154,0
3381,000002.SZ,20060928,2.1666,2.2079,2.1577,2.1813,2.1518,0.0294999999999996,1.3709,268987.62,199700.6365,2.1964250000000023,2.086752,2.1934750000000025,2.0737840000000003,9.58098381698987,10.364920001833768,10.919176637784808,13.702837757300692,0
3380,000002.SZ,20060929,2.1961,2.2639,2.1931,2.2314,2.1813,0.0501,2.2968,388592.24,295459.4319,2.2089500000000024,2.100544,2.1964250000000023,2.086752,9.445191359684504,10.42305279196917,10.885094559469392,13.87066415703146,0
3379,000002.SZ,20061009,2.2639,2.2904,2.1401,2.1813,2.2314,-0.0501,-2.2452,612811.7,459657.7069,2.2026875000000024,2.107736,2.2089500000000024,2.100544,9.60803190757805,10.486407188373905,11.581167193875213,15.20286067941136,0
3378,000002.SZ,20061010,2.1784,2.1784,2.0782,2.1106,2.1813,-0.0706999999999999,-3.2412,573685.57,413484.1914,2.183525000000002,2.11316,2.2026875000000024,2.107736,10.05590827252914,11.173126125272436,12.220695536814176,15.614517198900788,0
3377,000002.SZ,20061011,2.1047,2.1636,2.0811,2.1371,2.1106,0.0265000000000004,1.2556,303062.15,218697.6825,2.1687875000000023,2.116696,2.183525000000002,2.11316,10.565719900800147,11.08979458144214,11.765476580412708,15.172429928407654,0
3376,000002.SZ,20061012,2.1371,2.1371,2.0782,2.0899,2.1371,-0.0472000000000001,-2.2086,240378.99,171610.3165,2.1514625000000023,2.1189359999999997,2.1687875000000023,2.116696,10.818220967510406,11.735011244557157,12.87764964830853,15.72658978898512,0
3375,000002.SZ,20061013,2.0811,2.1342,2.0634,2.1076,2.0899,0.0177,0.8469,235833.34,168315.9808,2.1488750000000025,2.1234159999999997,2.1514625000000023,2.1189359999999997,11.035300816094136,11.468494970582652,12.811254507496677,15.105333080280888,0
3374,000002.SZ,20061016,2.1047,2.1135,2.0723,2.0958,2.1076,-0.0118,-0.5599,241790.62,171165.5659,2.1418750000000024,2.1256559999999998,2.1488750000000025,2.1234159999999997,10.914209371123198,11.252027865254316,12.967840442790342,15.302509781467696,0
3373,000002.SZ,20061017,2.0929,2.1725,2.087,2.1224,2.0958,0.0265999999999997,1.2692,274470.71,199290.2588,2.1345125000000023,2.1294319999999995,2.1418750000000024,2.1256559999999998,11.111006407840183,11.374858650584246,12.916509611760272,15.069261213720317,0
3372,000002.SZ,20061018,2.1253,2.2639,2.1194,2.258,2.1224,0.1356000000000001,6.389,464394.38,346678.09,2.137837500000002,2.1399279999999994,2.1345125000000023,2.1294319999999995,10.496014171833481,10.613374667847653,12.989371124889281,14.216563330380868,0
3371,000002.SZ,20061019,2.2403,2.2874,2.2196,2.2609,2.258,0.0028999999999999,0.1284,382341.52,292702.9671,2.147787500000002,2.151248,2.137837500000002,2.1399279999999994,10.847450130479013,10.534742801539211,13.220398956167898,15.619443584413288,0
3370,000002.SZ,20061020,2.255,2.3317,2.2285,2.3258,2.2609,0.0649000000000001,2.8705,431220.07,336096.5694,2.174687500000002,2.1643359999999996,2.147787500000002,2.151248,10.392553100008598,10.443288330896896,13.307679078166652,15.335798434947115,1
3369,000002.SZ,20061023,2.3228,2.367,2.2521,2.2874,2.3258,-0.0384000000000002,-1.651,391271.23,308188.1574,2.193475000000002,2.1725879999999993,2.174687500000002,2.1643359999999996,10.309521727725803,11.043980064702282,14.497682958817872,15.979714960216839,0
3368,000002.SZ,20061024,2.3081,2.4024,2.3081,2.3582,2.2874,0.0708000000000002,3.0952,455897.18,366605.3207,2.227012500000002,2.183435999999999,2.193475000000002,2.1725879999999993,10.237469256212366,10.937579509795604,13.9750657280977,15.874819777796622,0
3367,000002.SZ,20061025,2.3729,2.4378,2.3552,2.37,2.3582,0.0118,0.5004,457137.46,370441.4085,2.259812500000002,2.1946399999999993,2.227012500000002,2.183435999999999,10.111814345991561,10.60928270042194,13.68143459915612,15.547257383966244,0
3366,000002.SZ,20061026,2.3729,2.4702,2.3376,2.4525,2.37,0.0825,3.481,366815.93,302720.6259,2.304400000000002,2.210203999999999,2.259812500000002,2.1946399999999993,9.711722731906217,10.973700305810397,13.401427115188582,14.699694189602447,0
3365,000002.SZ,20061027,2.4525,2.5203,2.4171,2.4171,2.4525,-0.0354000000000001,-1.4434,345398.41,289160.1789,2.3412375000000023,2.2214039999999993,2.304400000000002,2.210203999999999,10.048818832485209,11.170824541806297,13.171155516941791,14.183111993711472,0
3364,000002.SZ,20061030,2.4171,2.4496,2.3346,2.3582,2.4171,-0.0588999999999999,-2.4368,328502.72,264113.0754,2.3537625000000024,2.229423999999999,2.3412375000000023,2.2214039999999993,10.712407768637096,11.524891866677976,13.599779492833516,15.987617674497498,0
3363,000002.SZ,20061031,2.3523,2.4378,2.3523,2.4142,2.3582,0.056,2.3747,252256.35,206325.0072,2.3729250000000026,2.240743999999999,2.3537625000000024,2.229423999999999,10.68387043326982,11.355314389859995,13.247866788169995,15.811863143070166,0
3362,000002.SZ,20061101,2.4171,2.4466,2.3641,2.3965,2.4142,-0.0177,-0.7332,292455.96,237204.4275,2.3817625000000024,2.2473479999999992,2.3729250000000026,2.240743999999999,10.491967452534947,12.23868141039015,13.394950970164825,15.891925725015648,0
3361,000002.SZ,20061102,2.3995,2.4113,2.3346,2.3818,2.3965,-0.0146999999999999,-0.6134,365409.25,293915.9936,2.3935625000000025,2.252063999999999,2.3817625000000024,2.2473479999999992,11.299437400285496,12.549332437652193,14.826601729784198,15.915694012931397,0
3360,000002.SZ,20061103,2.3818,2.4967,2.3611,2.4289,2.3818,0.0470999999999999,1.9775,412064.75,342365.1562,2.4024000000000023,2.259019999999999,2.3935625000000025,2.252063999999999,11.116554819053892,12.742805385153773,14.684836757379884,16.080530281197248,0
3359,000002.SZ,20061106,2.4083,2.5351,2.3818,2.5262,2.4289,0.0972999999999997,4.0059,412931.79,349869.6466,2.421925000000002,2.270927999999999,2.4024000000000023,2.259019999999999,10.758451429023832,13.12722666455546,14.469163169978625,16.5113609373763,0
3358,000002.SZ,20061107,2.5351,2.5822,2.4997,2.5793,2.5262,0.0531000000000001,2.102,467513.11,403386.4337,2.437775000000002,2.2889679999999992,2.421925000000002,2.270927999999999,10.628465087426822,12.77711006862327,14.51401543054317,16.04543868491451,0
3357,000002.SZ,20061108,2.5793,2.5822,2.5056,2.5144,2.5793,-0.0648999999999997,-2.5162,326949.16,281585.4185,2.4499375000000017,2.3034719999999993,2.437775000000002,2.2889679999999992,11.664810690423161,12.895720649061406,14.654390709513203,17.034282532612153,0
3356,000002.SZ,20061109,2.5026,2.7267,2.4908,2.6913,2.5144,0.1768999999999998,7.0355,681201.44,606307.1242,2.491575000000002,2.3238719999999993,2.4499375000000017,2.3034719999999993,11.10615687585925,12.2123137517185,13.395385129862891,16.429234942221232,0
3355,000002.SZ,20061110,2.6942,2.8033,2.6589,2.7001,2.6913,0.0087999999999999,0.327,799275.52,743132.7195,2.5273125000000016,2.3426199999999993,2.491575000000002,2.3238719999999993,11.462908781156253,11.790674419465947,12.69656679382245,16.451983259879263,0
3354,000002.SZ,20061113,2.6942,2.8564,2.6707,2.7178,2.7001,0.0177,0.6555,574800.06,539020.4287,2.5674750000000017,2.364079999999999,2.5273125000000016,2.3426199999999993,12.201780852159834,11.800353226874678,13.872249613658106,16.486128486275664,0
3353,000002.SZ,20061114,2.7178,2.7709,2.6264,2.7414,2.7178,0.0236,0.8683,463263.59,424903.6671,2.6124250000000018,2.389311999999999,2.5674750000000017,2.364079999999999,12.021594805573795,11.666666666666668,13.924637046764426,16.182607426862187,0
3352,000002.SZ,20061115,2.7414,2.933,2.7414,2.933,2.7414,0.1915999999999997,6.9891,626450.3,603600.7981,2.675437500000002,2.421147999999999,2.6124250000000018,2.389311999999999,11.055233549266962,10.944766450733038,12.984998295260826,15.517558813501537,0
3351,000002.SZ,20061116,2.9477,3.0863,2.9183,2.989,2.933,0.056,1.9093,828290.69,848044.7254,2.733287500000002,2.457111999999999,2.675437500000002,2.421147999999999,10.995985279357646,11.814653730344597,12.682502509200402,15.26630980260957,0
3350,000002.SZ,20061117,2.9772,3.0951,2.9448,3.0951,2.989,0.1061,3.5497,424829.88,436155.0787,2.797762500000002,2.4966119999999994,2.733287500000002,2.457111999999999,10.28593583406029,11.524021840974443,12.619301476527415,14.143000226163934,0
3349,000002.SZ,20061120,3.1099,3.3309,3.1099,3.3162,3.0951,0.2210999999999998,7.1435,728723.12,800340.0231,2.8979875000000015,2.5454279999999994,2.797762500000002,2.4966119999999994,9.671008986189012,11.022254387552017,12.577950666425428,13.59115855497256,0
3348,000002.SZ,20061121,3.3133,3.3398,3.1983,3.2956,3.3162,-0.0205999999999999,-0.6212,582909.83,645219.8625,2.9735250000000013,2.592355999999999,2.8979875000000015,2.5454279999999994,9.704757858963468,11.359388275276125,12.55795606262896,13.953453088967107,0
3347,000002.SZ,20061122,3.272,3.3162,3.157,3.2425,3.2956,-0.0530999999999997,-1.6112,581934.96,637944.8001,3.0413250000000014,2.631735999999999,2.9735250000000013,2.592355999999999,9.900077101002312,11.363762528912876,13.209252120277563,15.599999999999998,0
3346,000002.SZ,20061123,3.2425,3.3899,3.213,3.2867,3.2425,0.0442,1.3631,618839.56,692016.2092,3.1124375000000013,2.672767999999999,3.0413250000000014,2.631735999999999,10.744515775702073,10.968752852405148,13.453007575988071,14.73544893053823,0
3345,000002.SZ,20061124,3.269,3.2867,3.1541,3.1836,3.2867,-0.1030999999999999,-3.1369,732276.7,795187.377,3.1677125000000013,2.707079999999999,3.1124375000000013,2.672767999999999,11.203668802613393,10.768312602085688,13.95338610378188,14.907337605226784,0
3344,000002.SZ,20061127,3.16,3.2189,3.0804,3.2071,3.1836,0.0234999999999998,0.7382,567498.71,604187.3819,3.2019750000000013,2.7438679999999986,3.1677125000000013,2.707079999999999,11.397212434910042,11.755791836861961,13.97087711639799,16.277633999563466,0
3343,000002.SZ,20061128,3.1983,3.2956,3.1452,3.1983,3.2071,-0.0087999999999999,-0.2744,623395.25,677029.8244,3.228137500000001,2.777471999999999,3.2019750000000013,2.7438679999999986,11.704968264390455,11.935403182940936,13.870806365881874,17.695963480599065,0
3342,000002.SZ,20061129,3.1246,3.2455,3.0981,3.2101,3.1983,0.0118,0.3689,470500.51,508505.0414,3.2425125000000015,2.8110759999999986,3.228137500000001,2.777471999999999,11.478458614996416,11.864116382667207,14.178062988691941,15.867729977259275,0
3341,000002.SZ,20061130,3.2278,3.5314,3.2189,3.5314,3.2101,0.3212999999999999,10.009,801421.55,913023.3477,3.269412500000002,2.8542319999999988,3.2425125000000015,2.8110759999999986,10.208699099507276,10.734552868550715,12.921504219289801,14.165203601970887,0
3340,000002.SZ,20061201,3.555,3.723,3.555,3.5668,3.5314,0.0354000000000001,1.0024,781157.24,965213.7407,3.303312500000002,2.9002199999999987,3.269412500000002,2.8542319999999988,9.61141639564876,10.950431759560391,12.272625322417852,14.20657171694516,0
3339,000002.SZ,20061204,3.5343,3.667,3.4636,3.6552,3.5668,0.0883999999999995,2.4784,617953.15,750914.5547,3.354900000000002,2.952099999999999,3.303312500000002,2.9002199999999987,10.314620267016855,11.41141387612169,12.33065222149267,13.951630553731672,0
3338,000002.SZ,20061205,3.6552,3.9352,3.6198,3.7436,3.6552,0.0884,2.4185,875294.97,1112016.5729,3.412012500000002,3.005275999999999,3.354900000000002,2.952099999999999,10.19686932364569,11.055134095523027,12.283630729778823,13.330751148626991,0
3337,000002.SZ,20061206,3.7436,3.7996,3.5609,3.6847,3.7436,-0.0588999999999999,-1.5734,745532.16,930781.7912,3.4746500000000022,3.056803999999999,3.412012500000002,3.005275999999999,10.335983933563114,11.62401280972671,13.72784758596358,14.34390859500095,0
3336,000002.SZ,20061207,3.6552,3.7996,3.6051,3.6051,3.6847,-0.0795999999999996,-2.1603,627028.11,787764.6377,3.524400000000002,3.1057359999999994,3.4746500000000022,3.056803999999999,10.51510360322876,12.264847022274,13.43402402152506,14.431777204515823,0
3335,000002.SZ,20061208,3.5225,3.611,3.4164,3.4282,3.6051,-0.1769000000000002,-4.9069,641189.65,764908.1061,3.5531375000000023,3.1457079999999995,3.524400000000002,3.1057359999999994,11.393150924683509,12.957820430546644,13.843708068374074,15.976022402426928,0
3334,000002.SZ,20061211,3.4194,3.7702,3.3928,3.7702,3.4282,0.3420000000000001,9.9761,652756.88,791186.7051,3.623150000000002,3.1954679999999995,3.5531375000000023,3.1457079999999995,11.063338814916982,11.884250172404647,13.84648029282266,14.096864887804362,0
